,ID_transaccion,Rut,Fecha,Monto,Local
6276,12918,20907758,26:17.1,20990,L10
6277,11023,20907758,03:06.7,60972,L9
6278,11717,20907758,02:23.7,1632,L4
6279,16064,20907758,40:44.4,33526,L7
6280,15441,20907758,24:38.8,83909,L2
6281,19873,20907758,11:41.6,63967,L10
6282,17525,20907758,38:39.7,83351,L13
6283,20793,20907758,03:02.9,45630,L5
6284,17327,20907758,23:40.8,49876,L8
6285,11814,20930354,26:15.1,83877,L2
6286,22071,20930354,36:43.5,57779,L14
6287,10128,20930354,56:03.5,61407,L17
6288,16124,20930354,55:49.4,57411,L16
6289,13307,20930354,01:19.3,31330,L8
6290,16295,20930354,53:21.0,6311,L15
6291,21161,20930354,28:34.4,26892,L15
6292,14067,20930354,26:50.5,41719,L8
6293,13643,20930354,27:25.3,21010,L13
6294,15248,20930354,28:29.1,66088,L17
6295,13695,20930354,45:04.0,56026,L10
6296,19962,20930354,15:24.4,74387,L11
6297,16775,20930354,34:19.8,24641,L6
6298,21915,20930354,08:11.2,27547,L14
6299,19150,20930354,00:45.4,55926,L2
6300,18011,20930354,32:33.8,26727,L15
6301,10300,20930354,35:49.9,69236,L3
6302,12299,20930354,18:02.7,33955,L3
6303,10966,20941545,41:53.2,64113,L11
6304,11607,20941545,37:06.0,2183,L9
6305,11864,20941545,30:56.1,32669,L12
6306,21018,20941545,35:52.0,49358,L2
6307,12244,20941545,41:19.2,83471,L15
6308,19501,20941545,17:39.9,77505,L5
6309,21566,20941545,28:40.5,27240,L3
6310,20928,20941545,09:18.2,59997,L15
6311,12934,20941545,05:02.4,19051,L13
6312,20678,20941545,26:04.8,59934,L16
6313,11192,20941545,55:27.5,2487,L3
6314,16415,20941545,51:13.4,44249,L6
6315,16282,20941545,52:08.4,57782,L8
6316,15749,20941545,48:17.5,64330,L6
6317,13625,20941545,35:00.2,8867,L8
6318,13902,20941545,31:19.2,10088,L2
6319,19139,20941545,40:42.3,6765,L1
6320,14151,20941545,36:13.3,73112,L12
6321,17932,20941545,14:15.6,43780,L2
6322,18105,20941545,05:36.6,43575,L16
6323,17882,20961277,58:48.6,1842,L1
6324,13641,20961277,55:07.9,22970,L2
6325,15712,20961277,03:12.0,86582,L13
6326,12492,20961277,02:23.4,37018,L16
6327,19638,20961277,18:39.3,41397,L11
6328,19072,20961277,26:24.4,6341,L15
6329,11698,20961277,30:03.4,4720,L13
6330,12717,20961277,59:40.4,18943,L14
6331,18525,20961277,00:06.4,58831,L10
6332,10821,20966046,06:11.2,74927,L11
6333,13709,20966046,11:05.0,68234,L5
6334,10796,20966046,49:17.2,16285,L3
6335,10529,20966046,37:05.4,7415,L17
6336,11314,20966046,25:20.3,80309,L9
6337,14173,20966046,34:57.5,18852,L9
6338,14609,20966046,38:05.7,56742,L7
6339,17363,20966046,25:15.9,88890,L1
6340,13889,20966046,46:30.4,5927,L10
6341,12937,20966046,23:30.3,24252,L8
6342,15962,20966046,56:31.9,8819,L5
6343,20134,20966046,30:16.8,85672,L7
6344,22270,20966046,23:15.9,86913,L7
6345,10079,20966046,44:42.1,83392,L1
6346,10746,20966152,26:34.7,37223,L14
6347,15608,20966152,55:12.6,15598,L14
6348,15665,20966152,40:47.0,14041,L2
6349,14390,20966152,32:22.7,35424,L12
6350,12012,20966152,50:27.8,7574,L13
6351,22236,20966152,01:05.3,40935,L2
6352,11591,20966152,17:20.6,33760,L12
6353,15888,20966152,39:47.3,29982,L17
6354,18101,20966152,28:38.5,16851,L9
6355,19894,20966152,33:18.3,67302,L17
6356,10349,20967675,50:40.1,51888,L16
6357,16376,20967675,41:54.6,38788,L13
6358,12707,20967675,53:22.8,49673,L12
6359,12419,20967675,18:49.8,19786,L8
6360,11734,20967675,07:10.0,46778,L16
6361,19861,20967675,59:27.5,24320,L16
6362,14152,20967675,17:13.8,70143,L14
6363,11697,20967675,09:55.4,1896,L16
6364,16929,20967675,09:31.7,72840,L9
6365,19673,20967675,05:08.8,55813,L5
6366,21210,20967675,11:15.6,6960,L2
6367,20857,20975957,27:54.0,42247,L13
6368,10947,20975957,53:57.3,42486,L8
6369,12154,20975957,32:10.7,80387,L12
6370,16058,20975957,00:22.5,33041,L5
6371,17533,20975957,08:43.1,58806,L2
6372,14329,20975957,55:19.0,18887,L14
6373,16011,20975957,40:23.0,76230,L13
6374,11477,20975957,03:09.7,78239,L5
6375,13333,20975957,06:10.3,63734,L17
6376,14154,20975957,29:01.6,7629,L4
6377,14387,20975957,56:25.7,28952,L6
6378,20387,20975957,41:52.9,61228,L15
6379,18310,20975957,16:20.0,83788,L4
6380,12935,20978058,10:28.4,14977,L17
6381,17848,20978058,23:24.7,18044,L13
6382,10814,20978058,56:20.2,15325,L15
6383,10005,20978058,56:00.0,13169,L5
6384,16880,20978058,40:20.1,63680,L8
6385,12876,20978058,57:47.1,54481,L12
6386,13962,20978058,15:37.8,73445,L5
6387,12751,20978058,44:20.7,32191,L2
6388,21797,20978058,23:02.7,53533,L16
6389,16317,20978058,56:23.7,73905,L14
6390,13884,20978058,16:50.1,72366,L2
6391,13422,20978058,18:22.9,24896,L15
6392,13937,20978058,34:43.5,81849,L11
6393,16758,20978058,46:05.5,21618,L17
6394,13163,20978058,31:42.3,85692,L1
6395,12571,20978058,15:23.8,12803,L6
6396,12148,20978058,56:49.7,37725,L15
6397,18278,20978058,28:44.6,45387,L4
6398,19641,20978058,03:02.6,5817,L2
6399,15013,20978058,47:12.5,21486,L3
6400,10194,20978058,01:46.0,50027,L12
6401,13140,20978058,21:42.0,40374,L10
6402,10872,20978058,33:09.8,39841,L13
6403,11651,20978058,27:03.1,55662,L3
6404,17595,20978722,15:22.9,32344,L12
6405,20451,20978722,26:59.0,71738,L11
6406,17637,20978722,04:50.7,84499,L9
6407,20825,20978722,42:43.5,78448,L16
6408,15040,20978722,12:28.7,55879,L13
6409,16153,20978722,24:55.7,55374,L15
6410,10906,20978722,12:19.1,67707,L8
6411,10729,20978722,18:54.8,78363,L4
6412,20296,20978722,50:19.6,71937,L4
6413,20915,20978722,04:17.9,62330,L11
6414,14121,20978722,36:56.4,58776,L1
6415,16649,20978722,55:25.7,76606,L12
6416,18762,20978722,52:19.3,52264,L9
6417,15311,20978722,52:51.5,84451,L10
6418,18187,20978722,08:31.7,36039,L16
6419,11610,20978722,32:32.6,6104,L5
6420,10573,20978722,26:02.8,25695,L6
6421,14688,20978722,45:47.6,77999,L3
6422,19299,20978722,17:44.3,66796,L1
6423,10299,20978722,25:26.5,85692,L16
6424,17009,20978722,33:16.6,63834,L15
6425,15579,20978722,13:57.1,82176,L11
6426,15764,20978722,57:00.6,82196,L5
6427,13035,20978722,55:24.0,17118,L17
6428,19627,20978722,47:32.4,18118,L1
6429,19648,20978722,05:41.0,58976,L14
6430,13799,20978880,06:57.1,29056,L1
6431,13072,20978880,41:30.6,65296,L13
6432,10685,20978880,25:13.0,9891,L6
6433,19106,20978880,10:01.5,9197,L13
6434,14974,20978880,58:31.6,48486,L17
6435,15211,20978880,58:42.4,28311,L1
6436,12528,20978880,15:38.4,82988,L16
6437,21913,20978880,46:43.0,29389,L13
6438,16624,20978880,38:06.0,1673,L10
6439,18526,20978880,20:32.0,72712,L10
6440,13494,20978880,57:33.4,77263,L13
6441,19953,20978880,49:43.6,59446,L17
6442,22032,20979223,55:48.9,27903,L16
6443,17596,20979223,07:09.1,78097,L6
6444,12942,20979223,18:44.3,19854,L6
6445,16911,20979223,57:56.5,9808,L11
6446,10903,20979223,19:50.7,17183,L14
6447,12179,20979223,20:08.0,46447,L3
6448,14188,20979223,21:27.3,78366,L7
6449,18789,20979223,05:48.3,73963,L13
6450,17888,20979223,46:02.6,23086,L15
6451,21769,20979223,40:44.7,47595,L14
6452,19288,20979223,46:21.0,62351,L15
6453,14914,20979223,15:33.1,19646,L4
6454,19434,20979223,38:45.0,3005,L4
6455,17153,20979223,16:43.7,86920,L4
6456,17468,20981825,22:44.9,12868,L14
6457,17651,20981825,08:51.3,42061,L12
6458,15068,20981825,31:32.9,26175,L5
6459,19350,20981825,41:28.0,8341,L15
6460,19681,20981825,24:07.7,87807,L15
6461,20553,20981825,11:46.6,63444,L6
6462,20905,20981825,56:19.3,68799,L14
6463,17662,20981825,45:44.4,86474,L7
6464,18402,20981825,18:46.3,84940,L13
6465,14614,20981825,23:39.6,78067,L15
6466,19179,20981825,22:15.0,55092,L16
6467,13935,20981825,55:12.6,25401,L9
6468,15505,20981825,49:44.7,55595,L12
6469,17382,20981825,00:20.2,38437,L12
6470,21727,20981825,13:04.7,2209,L3
6471,18004,20981825,15:27.3,40877,L16
6472,18064,20981825,12:57.1,68678,L4
6473,13757,20989564,17:22.3,10522,L15
6474,19605,20989564,49:52.0,55798,L13
6475,11541,20989564,22:27.6,56532,L14
6476,16023,20989564,11:04.2,65398,L8
6477,13297,20989564,59:12.9,72468,L16
6478,12597,20989564,56:45.9,53559,L16
6479,17531,20989564,04:05.0,75582,L7
6480,12256,20989564,22:22.6,58504,L10
6481,14661,20989564,35:52.6,54900,L17
6482,15550,20989564,57:04.7,21409,L14
6483,11958,20989564,48:49.7,10787,L12
6484,10233,20989564,27:40.8,14122,L13
6485,15177,20995747,39:33.0,60823,L7
6486,16401,20995747,04:20.2,74687,L4
6487,12511,20995747,59:48.0,52094,L12
6488,18418,20995747,57:11.7,67484,L17
6489,10149,20995747,06:55.4,13715,L17
6490,13660,20995747,39:09.0,42015,L9
6491,13436,20995747,00:04.7,73954,L15
6492,10592,20995747,34:22.4,34377,L17
6493,11243,20995747,04:14.4,8104,L13
6494,13731,20995747,07:28.4,20850,L6
6495,20949,20995747,00:31.9,88932,L17
6496,11530,20995747,30:54.3,47960,L2
6497,18021,20995747,18:39.6,28683,L7
6498,16071,20995747,12:33.4,30746,L11
6499,15920,20995747,48:14.6,63963,L1
6500,13290,21001542,42:16.6,44134,L14
6501,15580,21001542,07:58.0,42497,L9
6502,20968,21001542,45:34.2,86763,L6
6503,15904,21001542,50:40.9,84431,L8
6504,19431,21001542,32:35.3,13895,L2
6505,14673,21001542,02:33.4,14812,L4
6506,12372,21001542,35:22.4,10199,L9
6507,20031,21001542,37:21.5,31266,L5
6508,21871,21001542,06:48.6,34333,L9
6509,21698,21001542,32:35.6,20367,L11
6510,11690,21001542,20:16.2,85373,L6
6511,15532,21001542,24:07.7,31316,L8
6512,16872,21016544,56:55.6,16798,L11
6513,17925,21016544,32:47.6,59939,L4
6514,14137,21016544,05:23.1,16500,L7
6515,11195,21016544,44:14.3,61569,L6
6516,17479,21016544,07:36.9,67847,L7
6517,18128,21016544,12:15.0,66061,L14
6518,21936,21016544,50:57.3,50726,L8
6519,13770,21016544,55:48.0,12877,L1
6520,12140,21016544,58:40.4,13178,L10
6521,11817,21016544,59:33.9,42035,L17
6522,14126,21016544,39:01.1,23680,L1
6523,21473,21016544,32:09.8,51048,L14
6524,13676,21016544,28:25.3,26367,L12
6525,11944,21016544,14:56.9,56637,L5
6526,18711,21016544,42:48.2,70822,L13
6527,20286,21016544,18:11.2,6539,L6
6528,10048,21018818,49:36.2,40414,L9
6529,12013,21018818,45:23.3,87071,L14
6530,14967,21018818,20:44.0,40343,L12
6531,10067,21018818,17:10.3,35674,L9
6532,14469,21018818,13:56.3,86379,L7
6533,15578,21018818,01:48.6,34936,L11
6534,12378,21018818,49:24.2,64300,L2
6535,13445,21018818,27:48.7,27953,L12
6536,17731,21018818,57:15.2,53717,L3
6537,15946,21018818,24:05.4,87094,L15
6538,12779,21018818,31:00.4,44848,L15
6539,20386,21018818,56:23.4,67762,L5
6540,19278,21018818,38:13.9,30686,L16
6541,17463,21018818,55:34.8,15233,L7
6542,18239,21018818,43:22.5,23057,L13
6543,17926,21018818,07:44.5,64597,L5
6544,20224,21018818,08:27.3,86317,L14
6545,17917,21019602,57:59.4,41741,L4
6546,19082,21019602,49:52.6,82598,L3
6547,16389,21019602,09:46.3,86063,L2
6548,10641,21019602,41:58.2,57809,L17
6549,10090,21019602,02:19.0,68860,L3
6550,14020,21019602,30:41.4,58136,L8
6551,20186,21019602,42:43.5,44217,L11
6552,22248,21019602,06:27.8,63114,L9
6553,14417,21019602,49:42.4,79084,L6
6554,14625,21019602,02:27.5,73002,L7
6555,18484,21019602,49:50.3,28715,L2
6556,20501,21019602,42:37.4,70605,L11
6557,18716,21019602,10:11.5,36338,L15
6558,11488,21019602,28:45.5,70406,L10
6559,15172,21019602,32:00.7,72222,L4
6560,21379,21019602,36:56.1,72269,L11
6561,19335,21019602,51:49.7,42988,L5
6562,13389,21019602,54:46.8,22772,L10
6563,18360,21019602,58:46.8,38167,L3
6564,13711,21019602,42:34.5,28184,L5
6565,14290,21019602,59:34.5,63862,L5
6566,19131,21019602,46:50.3,20827,L6
6567,21969,21022540,18:27.3,38856,L11
6568,12733,21022540,20:28.5,88381,L8
6569,12360,21022540,03:01.5,31059,L16
6570,14429,21022540,55:29.8,78712,L12
6571,20408,21022540,07:25.8,63216,L1
6572,16109,21022540,37:39.7,4471,L9
6573,10662,21022540,35:56.4,39878,L7
6574,15137,21022540,50:26.9,86866,L12
6575,16677,21022540,25:31.7,86458,L8
6576,20737,21022540,52:22.5,42544,L11
6577,19366,21022540,20:18.0,88300,L14
6578,17312,21022540,04:24.6,52877,L17
6579,19512,21022540,13:31.4,13374,L15
6580,16134,21022540,21:10.3,38230,L7
6581,15009,21022540,06:45.7,69424,L14
6582,14583,21026173,33:52.8,15459,L5
6583,15564,21026173,29:59.9,65619,L10
6584,17876,21026173,40:13.7,70170,L1
6585,18537,21026173,11:24.3,74483,L5
6586,10541,21026173,26:42.0,43369,L14
6587,10996,21026173,28:15.9,11408,L1
6588,14876,21026173,54:05.5,38017,L6
6589,12744,21026173,42:09.6,32918,L7
6590,17396,21026173,25:39.1,32986,L14
6591,13274,21026173,02:38.9,65897,L12
6592,21577,21026173,16:49.3,24426,L6
6593,10707,21026173,51:00.0,32351,L5
6594,20099,21026173,42:20.7,60695,L14
6595,14427,21026173,02:39.5,4151,L6
6596,21219,21026173,45:33.3,5079,L1
6597,22009,21026475,20:29.1,13399,L8
6598,14024,21026475,27:23.3,19764,L17
6599,14354,21026475,25:42.3,69259,L3
6600,15417,21026475,44:02.8,58314,L13
6601,11924,21026475,18:18.2,84920,L5
6602,16811,21026475,14:51.3,84669,L10
6603,13057,21026475,36:21.0,86846,L12
6604,17010,21026475,06:13.2,7636,L7
6605,13433,21026475,47:59.6,82206,L10
6606,10702,21026475,56:50.3,47080,L13
6607,13382,21026475,00:36.9,24459,L6
6608,11400,21026475,52:54.1,64602,L5
6609,19696,21026475,37:53.5,84621,L9
6610,16837,21026475,23:37.0,40206,L17
6611,16207,21026475,04:13.2,31892,L16
6612,12702,21026475,55:01.4,43617,L8
6613,18586,21030549,04:37.2,17157,L3
6614,11144,21030549,18:39.3,51543,L12
6615,15150,21030549,16:53.1,46165,L7
6616,15937,21030549,33:33.8,62735,L17
6617,21998,21030549,09:02.7,54830,L9
6618,14946,21030549,09:10.9,13158,L13
6619,17723,21030549,20:47.2,68393,L1
6620,15490,21030549,38:42.3,74844,L11
6621,19510,21030549,59:02.6,4679,L13
6622,17340,21030549,17:24.4,67607,L13
6623,13829,21030549,37:22.7,70781,L1
6624,18699,21030549,32:03.7,12601,L8
6625,11613,21033188,29:32.3,19738,L14
6626,16345,21033188,11:25.8,79746,L5
6627,22042,21033188,33:34.7,31488,L9
6628,10883,21033188,42:55.8,35205,L9
6629,19212,21033188,33:29.7,18254,L6
6630,10891,21033188,10:10.6,51777,L11
6631,19006,21033188,38:06.3,84116,L2
6632,12206,21033188,51:40.6,24774,L7
6633,16324,21033188,55:57.1,78157,L1
6634,16885,21033188,26:20.3,44810,L13
6635,10061,21033188,28:37.0,43800,L4
6636,14664,21033188,53:35.4,78268,L5
6637,11091,21033188,09:15.3,71258,L11
6638,22195,21033188,11:32.8,50372,L15
6639,10216,21038600,03:12.3,30693,L1
6640,17885,21038600,07:51.3,55445,L2
6641,21020,21038600,44:09.3,11156,L16
6642,12839,21038600,37:21.8,39914,L9
6643,11066,21038600,52:57.6,82653,L17
6644,19652,21038600,37:37.9,81784,L4
6645,20169,21038600,12:29.9,79148,L1
6646,19948,21038600,56:14.3,8140,L5
6647,10463,21038600,25:38.8,56064,L2
6648,17782,21038600,12:16.7,29018,L12
6649,18786,21038600,59:13.2,79390,L5
6650,16696,21038600,23:57.8,80747,L13
6651,14251,21038600,16:11.5,88499,L14
6652,19239,21038600,45:55.8,87686,L10
6653,22216,21038600,18:29.4,17794,L12
6654,20299,21038600,57:40.1,23562,L8
6655,14467,21038600,41:38.0,1822,L9
6656,12535,21038600,23:45.2,20831,L11
6657,12080,21038600,26:52.5,38908,L17
6658,12561,21038600,16:43.4,39715,L1
6659,13366,21042824,56:15.8,49953,L3
6660,11759,21042824,23:49.9,79548,L8
6661,20616,21042824,29:59.9,65254,L2
6662,20902,21042824,42:04.9,43070,L4
6663,18378,21042824,48:09.9,26944,L16
6664,10606,21042824,22:33.5,7791,L9
6665,12997,21042824,07:18.2,38476,L11
6666,10020,21042824,50:06.1,2069,L12
6667,10392,21042824,36:04.3,36577,L6
6668,11420,21042992,28:25.3,47868,L14
6669,20218,21042992,23:40.2,71860,L8
6670,13364,21042992,47:47.4,2530,L13
6671,11418,21042992,47:41.2,40351,L6
6672,13013,21042992,03:51.2,9084,L8
6673,11395,21042992,04:21.7,5210,L3
6674,10098,21042992,21:38.7,6541,L3
6675,13222,21042992,51:23.7,77965,L16
6676,12625,21042992,08:27.3,15362,L2
6677,13726,21042992,55:10.2,48458,L10
6678,22217,21042992,00:00.0,50752,L14
6679,16083,21042992,33:30.6,70395,L14
6680,21950,21042992,19:10.9,36642,L15
6681,16334,21042992,08:36.9,21208,L6
6682,17066,21042992,26:43.7,53401,L13
6683,20087,21042992,40:55.8,68324,L4
6684,20263,21042992,12:23.2,25900,L3
6685,20882,21042992,39:29.2,61370,L6
6686,14096,21042992,45:17.8,42913,L7
6687,16051,21050093,38:46.4,75862,L8
6688,19959,21050093,27:11.8,73004,L5
6689,17586,21050093,22:57.2,17861,L14
6690,11393,21050093,57:04.4,4019,L4
6691,17442,21050093,13:53.3,47558,L1
6692,20267,21050093,04:09.7,70847,L9
6693,13703,21050093,21:31.7,78868,L10
6694,21364,21050093,10:54.2,88968,L4
6695,18489,21050093,35:05.4,46848,L6
6696,18089,21050093,23:42.8,82932,L1
6697,14222,21050093,47:59.6,16944,L16
6698,11783,21050093,49:28.9,62499,L17
6699,14021,21053491,39:07.2,53190,L12
6700,11084,21053491,23:07.4,25080,L8
6701,11163,21053491,37:07.8,59271,L11
6702,12879,21053491,32:34.4,11798,L4
6703,14686,21053491,45:35.1,25807,L1
6704,21977,21053491,19:27.0,20719,L17
6705,19503,21053491,39:51.1,38962,L7
6706,18603,21053491,06:11.4,87059,L13
6707,20074,21053491,15:33.1,26073,L5
6708,11548,21053491,56:33.9,47119,L13
6709,10421,21053491,39:23.6,86605,L6
6710,11584,21053491,33:04.0,83081,L2
6711,12157,21053491,20:26.1,8855,L13
6712,16445,21053491,45:28.0,57446,L11
6713,16186,21060068,47:10.8,3054,L7
6714,18996,21060068,16:54.5,8051,L9
6715,21310,21060068,22:35.5,68238,L5
6716,12400,21060068,52:06.1,14952,L16
6717,21948,21060068,58:33.9,66523,L13
6718,21052,21060068,53:57.0,89501,L6
6719,20422,21060068,16:58.0,64245,L7
6720,20728,21060068,36:50.8,47658,L16
6721,18697,21060068,26:07.2,45732,L2
6722,17505,21060068,36:37.1,45840,L13
6723,20072,21060068,33:11.3,51708,L6
6724,14756,21060068,17:58.6,43693,L4
6725,22054,21060068,31:15.7,6068,L17
6726,11970,21060068,23:46.4,58698,L5
6727,12542,21060068,34:17.7,21005,L13
6728,16586,21060068,41:43.2,87455,L7
6729,12153,21060068,37:12.2,5775,L16
6730,21383,21060068,49:40.6,4416,L14
6731,18899,21060068,44:36.5,83958,L16
6732,13380,21060068,07:35.7,48236,L4
6733,11443,21060068,26:13.6,6959,L14
6734,14679,21063756,50:11.1,88975,L9
6735,11180,21063756,43:59.3,27838,L6
6736,13971,21063756,11:15.6,52292,L8
6737,15986,21063756,34:56.1,31400,L7
6738,18592,21063756,15:51.6,3306,L17
6739,10506,21063756,10:41.3,26267,L6
6740,14198,21063756,15:27.3,6010,L8
6741,15928,21063756,12:16.2,72290,L10
6742,19432,21063756,08:26.4,17730,L6
6743,12676,21063756,59:50.0,19110,L3
6744,21275,21063756,39:45.6,50524,L4
6745,14297,21063756,24:27.0,62615,L11
6746,15948,21063756,32:30.3,3477,L1
6747,18673,21063756,56:43.6,55538,L12
6748,12178,21063756,51:47.4,21532,L11
6749,18857,21063756,17:21.7,16273,L7
6750,13196,21063756,52:55.6,20556,L12
6751,13907,21069003,08:27.6,84914,L9
6752,21831,21069003,15:01.0,84330,L14
6753,21847,21069003,04:32.2,16379,L3
6754,15198,21069003,12:57.1,74050,L2
6755,20204,21069003,53:58.8,7762,L17
6756,16472,21069003,01:44.5,58501,L11
6757,19984,21069003,46:53.5,82737,L13
6758,18859,21069003,30:28.5,53018,L15
6759,15727,21069003,33:00.2,68919,L16
6760,20914,21069003,06:15.8,40846,L9
6761,18194,21070853,18:03.6,72139,L8
6762,14836,21070853,36:22.7,47956,L14
6763,15449,21070853,57:57.1,36263,L8
6764,20508,21070853,55:29.5,18286,L11
6765,12576,21070853,39:14.2,6161,L8
6766,12563,21070853,08:55.1,62869,L3
6767,11442,21070853,44:58.2,63501,L11
6768,22194,21070853,19:54.8,33008,L11
6769,21569,21070853,54:25.4,46613,L2
6770,20090,21070853,45:54.4,50999,L11
6771,17865,21070853,12:23.2,86621,L3
6772,10710,21070853,44:47.9,25672,L16
6773,17466,21070853,59:32.8,6246,L9
6774,11298,21070853,35:39.4,81062,L9
6775,17288,21070853,51:16.9,61055,L3
6776,11936,21070853,42:09.9,60292,L6
6777,20877,21070853,39:01.4,41788,L17
6778,14483,21074758,52:27.8,51721,L6
6779,15184,21074758,02:18.7,16212,L15
6780,19602,21074758,17:33.2,23727,L17
6781,19977,21074758,26:59.0,42503,L10
6782,19111,21074758,02:57.1,48085,L16
6783,17538,21074758,22:43.4,79523,L12
6784,20427,21074758,45:43.0,84979,L5
6785,18412,21074758,10:01.2,30116,L17
6786,20463,21078176,49:59.1,21082,L11
6787,10063,21078176,39:34.4,60872,L5
6788,15218,21078176,51:25.7,46767,L13
6789,10374,21078176,21:13.9,70340,L10
6790,18203,21078176,36:58.4,34098,L7
6791,19875,21078176,21:54.3,22384,L14
6792,10001,21078176,32:56.9,87356,L10
6793,17724,21078176,09:14.4,33593,L11
6794,17913,21078176,06:36.0,85436,L12
6795,10352,21089729,28:13.0,21728,L7
6796,12460,21089729,31:19.8,85391,L12
6797,22264,21089729,43:24.5,19337,L14
6798,11832,21089729,24:20.6,7401,L5
6799,21271,21089729,46:40.0,54400,L5
6800,12393,21089729,47:36.5,66109,L9
6801,15568,21089729,58:57.1,73447,L9
6802,20887,21089729,02:37.2,78772,L15
6803,15115,21089729,08:10.9,16799,L5
6804,17003,21089729,10:03.0,66850,L14
6805,21196,21089729,54:08.5,72261,L4
6806,17884,21089729,02:36.3,40962,L17
6807,21795,21089729,52:21.9,58571,L4
6808,12952,21089729,56:03.5,16848,L2
6809,17483,21089729,29:07.2,81288,L12
6810,15412,21089729,19:58.6,20597,L4
6811,13834,21091493,01:54.4,8085,L5
6812,14309,21091493,24:55.4,15032,L14
6813,12914,21091493,21:00.1,57540,L17
6814,15970,21091493,19:20.3,59669,L6
6815,10054,21091493,00:47.4,80907,L8
6816,11009,21091493,43:54.4,83871,L9
6817,20177,21091946,04:27.2,31081,L11
6818,18023,21091946,41:37.4,47649,L16
6819,11886,21091946,02:12.0,79445,L12
6820,21369,21091946,35:06.9,28024,L12
6821,13550,21091946,56:30.4,2109,L5
6822,19075,21091946,21:44.3,15397,L11
6823,16077,21091946,10:51.3,2329,L10
6824,15915,21091946,53:31.9,60093,L9
6825,12962,21095196,23:11.5,83952,L4
6826,17527,21095196,07:41.3,62950,L12
6827,11174,21095196,12:05.9,76005,L15
6828,15195,21095196,34:16.0,26287,L13
6829,12377,21095196,16:47.2,38954,L2
6830,12365,21095196,11:39.6,34699,L3
6831,15772,21095196,37:08.7,17409,L14
6832,20700,21095196,15:01.8,13294,L6
6833,17707,21095196,42:52.9,36847,L8
6834,11363,21095196,25:16.2,26298,L1
6835,14800,21095196,59:57.1,88693,L4
6836,14816,21095196,52:51.5,78809,L2
6837,15707,21095196,43:52.9,89156,L17
6838,14071,21095196,16:37.5,66983,L5
6839,17016,21095196,11:29.6,45678,L2
6840,15661,21095854,39:34.7,42129,L10
6841,19958,21095854,03:34.0,67855,L9
6842,13716,21095854,13:40.5,3430,L5
6843,13858,21095854,44:43.2,70153,L13
6844,15755,21095854,57:33.1,69858,L4
6845,12030,21095854,25:38.5,77709,L2
6846,11078,21095854,32:14.2,39455,L15
6847,15240,21095854,17:00.1,59508,L6
6848,13624,21095854,20:34.1,19132,L4
6849,10987,21095854,36:45.3,23746,L11
6850,16728,21095854,12:19.1,4248,L2
6851,16139,21095854,18:06.2,52062,L12
6852,12587,21095854,17:08.3,57814,L10
6853,14762,21095854,30:49.6,47781,L16
6854,18639,21095854,19:48.4,81701,L3
6855,20862,21095854,02:42.2,11063,L17
6856,11576,21095854,44:38.9,42129,L12
6857,10550,21097454,43:35.3,60839,L10
6858,19118,21097454,37:03.4,54003,L16
6859,18713,21097454,59:04.4,41132,L11
6860,19684,21097454,32:24.7,74259,L4
6861,19600,21097454,26:58.7,41601,L17
6862,13081,21097454,29:02.2,70609,L16
6863,21517,21097454,23:49.3,39002,L13
6864,19233,21097454,53:41.5,22716,L11
6865,13221,21097454,44:59.9,20568,L2
6866,12889,21116575,49:43.3,48046,L11
6867,15110,21116575,54:06.7,15386,L3
6868,14554,21116575,32:26.8,27775,L15
6869,14776,21116575,07:43.9,2890,L7
6870,11359,21116575,01:19.9,8092,L11
6871,19149,21116575,10:59.8,53788,L10
6872,19053,21116575,21:10.1,53371,L5
6873,10458,21116575,54:40.7,21341,L10
6874,22220,21116575,55:47.7,65668,L8
6875,18143,21116575,48:44.7,39425,L2
6876,14690,21116575,27:59.6,39396,L2
6877,16490,21116575,28:07.7,84854,L16
6878,21450,21116575,29:57.5,39496,L2
6879,21567,21116575,35:32.1,73504,L17
6880,14100,21118365,20:41.4,15467,L13
6881,22150,21118365,52:37.1,74685,L6
6882,18805,21118365,20:45.2,71750,L5
6883,12938,21118365,31:05.4,85599,L15
6884,19262,21118365,49:00.8,27745,L14
6885,17072,21118365,55:08.5,74084,L1
6886,11481,21118365,33:00.7,40690,L6
6887,18958,21118365,39:36.5,8373,L3
6888,18941,21118365,20:36.1,31864,L2
6889,22215,21118365,28:26.5,47956,L12
6890,10945,21118365,34:46.1,78482,L15
6891,13104,21118365,29:31.5,42975,L7
6892,20400,21118365,59:54.4,75579,L14
6893,11877,21118365,33:44.1,29467,L16
6894,18925,21118365,34:31.8,84867,L17
6895,22153,21118365,25:11.0,15367,L9
6896,20895,21118946,40:52.0,56663,L6
6897,15079,21118946,26:33.8,59931,L6
6898,18959,21118946,59:50.0,56039,L13
6899,13637,21118946,34:13.3,38279,L11
6900,11343,21118946,29:49.9,54307,L6
6901,21291,21118946,37:18.0,50605,L1
6902,16767,21118946,51:42.7,33166,L6
6903,18162,21118946,14:14.1,24777,L10
6904,10575,21118946,49:31.6,45358,L9
6905,13296,21118946,23:15.0,31185,L6
6906,12781,21118946,04:26.4,30412,L9
6907,19983,21118946,33:20.9,19055,L8
6908,21058,21118946,50:31.9,38371,L6
6909,19760,21118946,38:13.1,39056,L3
6910,13235,21133654,48:45.0,63268,L14
