pago_id;run_socio_titular;nombre_socio_titular;anio_membresia;mes_cuota;fecha_vencimiento;monto_membresia;monto_adicionales;monto_total;estado_pago;fecha_pago;medio_pago
501;7854704-9;"mauricio espinoza alvarez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
502;7854704-9;"mauricio espinoza alvarez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
503;7854704-9;"mauricio espinoza alvarez";2025;11;2025-11-05;25000;0;25000;atrasado;;
504;7854704-9;"mauricio espinoza alvarez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
505;12794848-0;"ignacio fuentes espinoza";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
506;12794848-0;"ignacio fuentes espinoza";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
507;12794848-0;"ignacio fuentes espinoza";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
508;12794848-0;"ignacio fuentes espinoza";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
509;12794848-0;"ignacio fuentes espinoza";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
510;12794848-0;"ignacio fuentes espinoza";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
511;12794848-0;"ignacio fuentes espinoza";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
512;12794848-0;"ignacio fuentes espinoza";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
513;12794848-0;"ignacio fuentes espinoza";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
514;12794848-0;"ignacio fuentes espinoza";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
515;12794848-0;"ignacio fuentes espinoza";2025;11;2025-11-05;25000;0;25000;atrasado;;
516;12794848-0;"ignacio fuentes espinoza";2025;12;2025-12-05;25000;5000;30000;atrasado;;
517;23271233-3;"patricia nunez duarte";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
518;23271233-3;"patricia nunez duarte";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
519;23271233-3;"patricia nunez duarte";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
520;23271233-3;"patricia nunez duarte";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
521;23271233-3;"patricia nunez duarte";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
522;23271233-3;"patricia nunez duarte";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
523;23271233-3;"patricia nunez duarte";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
524;23271233-3;"patricia nunez duarte";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
525;23271233-3;"patricia nunez duarte";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
526;23271233-3;"patricia nunez duarte";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
527;23271233-3;"patricia nunez duarte";2025;11;2025-11-05;25000;0;25000;atrasado;;
528;23271233-3;"patricia nunez duarte";2025;12;2025-12-05;25000;5000;30000;atrasado;;
529;21038193-7;"felicia pardo galdames";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
530;21038193-7;"felicia pardo galdames";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
531;21038193-7;"felicia pardo galdames";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
532;21038193-7;"felicia pardo galdames";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
533;21038193-7;"felicia pardo galdames";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
534;21038193-7;"felicia pardo galdames";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
535;21038193-7;"felicia pardo galdames";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
536;21038193-7;"felicia pardo galdames";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
537;21038193-7;"felicia pardo galdames";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
538;21038193-7;"felicia pardo galdames";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
539;21038193-7;"felicia pardo galdames";2025;11;2025-11-05;25000;0;25000;atrasado;;
540;21038193-7;"felicia pardo galdames";2025;12;2025-12-05;25000;5000;30000;atrasado;;
541;11750440-9;"helena henriquez nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
542;11750440-9;"helena henriquez nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
543;11750440-9;"helena henriquez nunez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
544;11750440-9;"helena henriquez nunez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
545;11750440-9;"helena henriquez nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
546;11750440-9;"helena henriquez nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
547;11750440-9;"helena henriquez nunez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
548;11750440-9;"helena henriquez nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
549;11750440-9;"helena henriquez nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
550;11750440-9;"helena henriquez nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
551;11750440-9;"helena henriquez nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
552;11750440-9;"helena henriquez nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
553;24377951-9;"ignacio mendez henriquez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
554;24377951-9;"ignacio mendez henriquez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
555;24377951-9;"ignacio mendez henriquez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
556;24377951-9;"ignacio mendez henriquez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
557;24377951-9;"ignacio mendez henriquez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
558;24377951-9;"ignacio mendez henriquez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
559;24377951-9;"ignacio mendez henriquez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
560;24377951-9;"ignacio mendez henriquez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
561;24377951-9;"ignacio mendez henriquez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
562;24377951-9;"ignacio mendez henriquez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
563;24377951-9;"ignacio mendez henriquez";2025;11;2025-11-05;25000;0;25000;atrasado;;
564;24377951-9;"ignacio mendez henriquez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
565;24724208-2;"helena quezada duarte";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
566;24724208-2;"helena quezada duarte";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
567;24724208-2;"helena quezada duarte";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
568;24724208-2;"helena quezada duarte";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
569;24724208-2;"helena quezada duarte";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
570;24724208-2;"helena quezada duarte";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
571;24724208-2;"helena quezada duarte";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
572;24724208-2;"helena quezada duarte";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
573;24724208-2;"helena quezada duarte";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
574;24724208-2;"helena quezada duarte";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
575;24724208-2;"helena quezada duarte";2025;11;2025-11-05;25000;0;25000;atrasado;;
576;24724208-2;"helena quezada duarte";2025;12;2025-12-05;25000;5000;30000;atrasado;;
577;9897596-9;"daniela quezada contreras";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
578;9897596-9;"daniela quezada contreras";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
579;9897596-9;"daniela quezada contreras";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
580;9897596-9;"daniela quezada contreras";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
581;9897596-9;"daniela quezada contreras";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
582;9897596-9;"daniela quezada contreras";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
583;9897596-9;"daniela quezada contreras";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
584;9897596-9;"daniela quezada contreras";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
585;9897596-9;"daniela quezada contreras";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
586;9897596-9;"daniela quezada contreras";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
587;9897596-9;"daniela quezada contreras";2025;11;2025-11-05;25000;0;25000;atrasado;;
588;9897596-9;"daniela quezada contreras";2025;12;2025-12-05;25000;5000;30000;atrasado;;
589;9666051-2;"helena henriquez fuentes";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
590;9666051-2;"helena henriquez fuentes";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
591;9666051-2;"helena henriquez fuentes";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
592;9666051-2;"helena henriquez fuentes";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
593;9666051-2;"helena henriquez fuentes";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
594;9666051-2;"helena henriquez fuentes";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
595;9666051-2;"helena henriquez fuentes";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
596;9666051-2;"helena henriquez fuentes";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
597;9666051-2;"helena henriquez fuentes";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
598;9666051-2;"helena henriquez fuentes";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
599;9666051-2;"helena henriquez fuentes";2025;11;2025-11-05;25000;0;25000;atrasado;;
600;9666051-2;"helena henriquez fuentes";2025;12;2025-12-05;25000;5000;30000;atrasado;;
601;23382051-2;"mauricio duarte duarte";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
602;23382051-2;"maria rojas";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
603;23382051-2;"mauricio duarte duarte";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
604;23382051-2;"mauricio duarte duarte";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
605;23382051-2;"mauricio duarte duarte";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
606;23382051-2;"mauricio duarte duarte";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
607;23382051-2;"mauricio duarte duarte";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
608;23382051-2;"mauricio duarte duarte";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
609;23382051-2;"mauricio duarte duarte";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
610;23382051-2;"mauricio duarte duarte";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
611;23382051-2;"mauricio duarte duarte";2025;11;2025-11-05;25000;0;25000;atrasado;;
612;23382051-2;"mauricio duarte duarte";2025;12;2025-12-05;25000;5000;30000;atrasado;;
613;19879651-0;"beatriz henriquez duarte";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
614;19879651-0;"beatriz henriquez duarte";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
615;19879651-0;"beatriz henriquez duarte";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
616;19879651-0;"beatriz henriquez duarte";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
617;19879651-0;"beatriz henriquez duarte";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
618;19879651-0;"beatriz henriquez duarte";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
619;19879651-0;"beatriz henriquez duarte";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
620;19879651-0;"beatriz henriquez duarte";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
621;19879651-0;"beatriz henriquez duarte";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
622;19879651-0;"beatriz henriquez duarte";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
623;19879651-0;"beatriz henriquez duarte";2025;11;2025-11-05;25000;0;25000;atrasado;;
624;19879651-0;"beatriz henriquez duarte";2025;12;2025-12-05;25000;5000;30000;atrasado;;
625;23115895-2;"claudio mendez nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
626;23115895-2;"claudio mendez nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
627;23115895-2;"diego gonzalez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
628;23115895-2;"claudio mendez nunez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
629;23115895-2;"claudio mendez nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
630;23115895-2;"claudio mendez nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
631;23115895-2;"claudio mendez nunez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
632;23115895-2;"claudio mendez nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
633;23115895-2;"claudio mendez nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
634;23115895-2;"claudio mendez nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
635;23115895-2;"claudio mendez nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
636;23115895-2;"claudio mendez nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
637;9946748-2;"oscar contreras henriquez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
638;9946748-2;"oscar contreras henriquez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
639;9946748-2;"oscar contreras henriquez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
640;9946748-2;"oscar contreras henriquez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
641;9946748-2;"oscar contreras henriquez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
642;9946748-2;"oscar contreras henriquez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
643;9946748-2;"oscar contreras henriquez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
644;9946748-2;"oscar contreras henriquez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
645;9946748-2;"oscar contreras henriquez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
646;9946748-2;"oscar contreras henriquez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
647;9946748-2;"oscar contreras henriquez";2025;11;2025-11-05;25000;0;25000;atrasado;;
648;9946748-2;"oscar contreras henriquez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
649;14868324-1;"mauricio lagos pardo";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
650;14868324-1;"mauricio lagos pardo";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
651;14868324-1;"mauricio lagos pardo";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
652;14868324-1;"mauricio lagos pardo";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
653;14868324-1;"mauricio lagos pardo";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
654;14868324-1;"mauricio lagos pardo";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
655;14868324-1;"mauricio lagos pardo";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
656;14868324-1;"mauricio lagos pardo";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
657;14868324-1;"mauricio lagos pardo";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
658;14868324-1;"mauricio lagos pardo";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
659;14868324-1;"mauricio lagos pardo";2025;11;2025-11-05;25000;0;25000;atrasado;;
660;14868324-1;"mauricio lagos pardo";2025;12;2025-12-05;25000;5000;30000;atrasado;;
661;21005871-2;"helena mendez pardo";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
662;21005871-2;"helena mendez pardo";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
663;21005871-2;"helena mendez pardo";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
664;21005871-2;"helena mendez pardo";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
665;21005871-2;"helena mendez pardo";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
666;21005871-2;"helena mendez pardo";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
667;21005871-2;"helena mendez pardo";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
668;21005871-2;"helena mendez pardo";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
669;21005871-2;"helena mendez pardo";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
670;21005871-2;"helena mendez pardo";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
671;21005871-2;"juan contreras";2025;11;2025-11-05;25000;0;25000;atrasado;;
672;21005871-2;"helena mendez pardo";2025;12;2025-12-05;25000;5000;30000;atrasado;;
673;13852439-9;"natalia espinoza alvarez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
674;13852439-9;"natalia espinoza alvarez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
675;13852439-9;"natalia espinoza alvarez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
676;13852439-9;"natalia espinoza alvarez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
677;13852439-9;"natalia espinoza alvarez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
678;13852439-9;"natalia espinoza alvarez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
679;13852439-9;"natalia espinoza alvarez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
680;13852439-9;"natalia espinoza alvarez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
681;13852439-9;"natalia espinoza alvarez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
682;13852439-9;"natalia espinoza alvarez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
683;13852439-9;"natalia espinoza alvarez";2025;11;2025-11-05;25000;0;25000;atrasado;;
684;13852439-9;"natalia espinoza alvarez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
685;22417599-7;"natalia contreras mendez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
686;22417599-7;"natalia contreras mendez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
687;22417599-7;"natalia contreras mendez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
688;22417599-7;"natalia contreras mendez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
689;22417599-7;"natalia contreras mendez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
690;22417599-7;"natalia contreras mendez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
691;22417599-7;"natalia contreras mendez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
692;22417599-7;"natalia contreras mendez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
693;22417599-7;"natalia contreras mendez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
694;22417599-7;"natalia contreras mendez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
695;22417599-7;"natalia contreras mendez";2025;11;2025-11-05;25000;0;25000;atrasado;;
696;22417599-7;"natalia contreras mendez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
697;24973079-3;"javiera lagos contreras";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
698;24973079-3;"javiera lagos contreras";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
699;24973079-3;"javiera lagos contreras";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
700;24973079-3;"javiera lagos contreras";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
701;24973079-3;"javiera lagos contreras";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
702;24973079-3;"javiera lagos contreras";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
703;24973079-3;"javiera lagos contreras";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
704;24973079-3;"javiera lagos contreras";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
705;24973079-3;"javiera lagos contreras";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
706;24973079-3;"javiera lagos contreras";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
707;24973079-3;"javiera lagos contreras";2025;11;2025-11-05;25000;0;25000;atrasado;;
708;24973079-3;"javiera lagos contreras";2025;12;2025-12-05;25000;5000;30000;atrasado;;
709;18512802-4;"helena lagos nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
710;18512802-4;"helena lagos nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
711;18512802-4;"helena lagos nunez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
712;18512802-4;"helena lagos nunez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
713;18512802-4;"helena lagos nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
714;18512802-4;"helena lagos nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
715;18512802-4;"helena lagos nunez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
716;18512802-4;"helena lagos nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
717;18512802-4;"helena lagos nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
718;18512802-4;"helena lagos nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
719;18512802-4;"helena lagos nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
720;18512802-4;"helena lagos nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
721;22109010-5;"javiera contreras henriquez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
722;22109010-5;"javiera contreras henriquez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
723;22109010-5;"javiera contreras henriquez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
724;22109010-5;"javiera contreras henriquez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
725;22109010-5;"javiera contreras henriquez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
726;22109010-5;"javiera contreras henriquez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
727;22109010-5;"javiera contreras henriquez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
728;22109010-5;"javiera contreras henriquez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
729;22109010-5;"javiera contreras henriquez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
730;22109010-5;"javiera contreras henriquez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
731;22109010-5;"javiera contreras henriquez";2025;11;2025-11-05;25000;0;25000;atrasado;;
732;22109010-5;"javiera contreras henriquez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
733;11166446-1;"oscar galdames lagos";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
734;11166446-1;"oscar galdames lagos";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
735;11166446-1;"oscar galdames lagos";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
736;11166446-1;"oscar galdames lagos";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
737;11166446-1;"oscar galdames lagos";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
738;11166446-1;"oscar galdames lagos";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
739;11166446-1;"oscar galdames lagos";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
740;11166446-1;"oscar galdames lagos";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
741;11166446-1;"oscar galdames lagos";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
742;11166446-1;"oscar galdames lagos";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
743;11166446-1;"oscar galdames lagos";2025;11;2025-11-05;25000;0;25000;atrasado;;
744;11166446-1;"oscar galdames lagos";2025;12;2025-12-05;25000;5000;30000;atrasado;;
745;24790376-3;"claudio fuentes nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
746;24790376-3;"claudio fuentes nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
747;24790376-3;"claudio fuentes nunez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
748;24790376-3;"claudio fuentes nunez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
749;24790376-3;"claudio fuentes nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
750;24790376-3;"claudio fuentes nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
751;24790376-3;"claudio fuentes nunez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
752;24790376-3;"claudio fuentes nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
