evento_id;nombre_evento;fecha_contratación;fecha_evento;lugar_nombre;sucursal_nombre;tipo_cliente;run_cliente;nombre_cliente;rut_contacto_empresa;nombre_contacto_empresa;cargo_contacto;lista_asistentes;monto_total_evento;monto_pagado_reserva;monto_pagado_ejecucion
269;"cena de gala invierno";2025-09-18;2026-02-25;saloneventos3;"la florida";empresa;76000180-5;"andes consultora spa";24414507-8;"demetria benavides mondaca";productora;"diego vidal;ana mendez;juan rojas;maria tapia;sofia vidal;camila silva;elena contreras;sofia silva;camila silva;sofia vidal;maria gonzalez;ana gonzalez;pablo perez;pablo rojas;elena contreras;juan iturra;maria lagos;ana mendez;luis lagos;sofia lagos;lucas lagos;sofia gonzalez;luis contreras;antonella lagos;elena iturra;pedro mendez;pablo perez;elena vidal;maria perez;lucas iturra;juan gonzalez;maria mendez;pablo perez;diego mendez;maria lagos;antonella gonzalez;ana rojas;lucas lagos;lucas contreras;pablo contreras;diego rojas;elena contreras;sofia contreras;maria tapia;ana iturra";29100000;14550000;14550000
273;"cumpleanos infantil";2025-09-12;2026-02-20;saloneventos2;"santa cruz";empresa;76000181-3;"pacifico consultora spa";18344745-9;"filomena ubilla olavarria";animador;"lucas vidal;diego vidal;camila lagos;elena tapia;camila perez;maria tapia;antonella rojas;sofia rojas;elena lagos;luis rojas;elena silva;sofia contreras;ana perez;elena contreras;ana lagos;sofia rojas;pedro vidal;antonella silva;camila perez;juan gonzalez;elena iturra;antonella mendez;camila vidal;ana vidal;lucas gonzalez;pablo iturra;lucas rojas;camila rojas;elena perez;sofia vidal;maria perez;pablo silva;pablo vidal;sofia mendez;luis iturra;antonella vidal;juan silva;ana mendez;maria iturra;antonella mendez;luis silva;sofia perez;pedro mendez;diego contreras;sofia silva";5400000;2700000;2700000
274;"degustacion gourmet";2025-09-15;2026-02-05;saloneventos3;providencia;empresa;76000182-1;"patagonia consultora spa";20889239-8;"bernarda mondaca estay";chef;"juan rojas;pablo perez;luis lagos;pablo mendez;luis vidal;juan contreras;juan lagos;camila contreras;elena gonzalez;juan silva;ana perez;elena tapia;pedro lagos;sofia iturra;elena rojas;sofia perez;maria lagos;lucas vidal;pablo vidal;diego lagos;juan iturra;pedro gonzalez;sofia vidal;elena rojas;lucas mendez;juan tapia;ana gonzalez;elena mendez;diego rojas;camila vidal;pablo gonzalez;maria silva;luis vidal;pablo rojas;maria vidal;lucas mendez;lucas mendez;sofia vidal;pedro tapia;juan gonzalez;camila tapia;elena lagos;diego contreras;maria mendez;ana silva";8900000;4450000;4450000
276;"asamblea regional";2025-11-28;2026-02-08;saloneventos2;providencia;empresa;76000183-k;"mapocho consultora spa";15493246-1;"gumersindo benavides arancibia";secretario;"camila contreras;pablo iturra;sofia vidal;sofia perez;elena rojas;antonella gonzalez;maria iturra;elena rojas;maria tapia;luis iturra;luis mendez;ana contreras;luis tapia;diego rojas;camila gonzalez;camila perez;camila contreras;diego gonzalez;pedro vidal;lucas lagos;sofia rojas;camila contreras;luis vidal;ana lagos;antonella lagos;antonella rojas;antonella lagos;pablo mendez;camila mendez;pablo perez;diego mendez;lucas gonzalez;elena tapia;lucas iturra;lucas gonzalez;diego mendez;pablo mendez;maria silva;diego lagos;lucas silva;ana gonzalez;sofia vidal;maria rojas;maria rojas;pablo tapia";10200000;5100000;5100000
278;"matrimonio civil";2025-11-08;2026-02-25;saloneventos1;"santa cruz";persona;11846806-6;"eulogio arancibia benavides";;;planificador;"lucas perez;lucas lagos;diego vidal;pablo iturra;camila gonzalez;sofia gonzalez;elena perez;ana gonzalez;pablo iturra;diego mendez;camila mendez;sofia mendez;maria vidal;elena vidal;lucas gonzalez;lucas iturra;sofia tapia;pedro rojas;ana gonzalez;antonella mendez;antonella mendez;elena contreras;luis mendez;luis perez;antonella mendez;juan contreras;diego silva;antonella lagos;juan rojas;pedro lagos;luis mendez;camila lagos;diego gonzalez;ana mendez;pedro gonzalez;pablo contreras;maria iturra;lucas tapia;juan rojas;ana gonzalez;maria tapia;luis lagos;antonella contreras;diego lagos;camila vidal";22400000;11200000;11200000
279;"bautizo campestre";2026-01-11;2026-06-29;saloneventos4;"santiago centro";persona;11467614-4;"filomena estay benavides";;;coordinador;"juan lagos;pablo contreras;lucas gonzalez;juan vidal;sofia perez;diego silva;pedro lagos;antonella mendez;antonella lagos;diego iturra;elena mendez;pedro iturra;antonella tapia;juan contreras;luis silva;maria iturra;lucas tapia;diego lagos;diego tapia;sofia rojas;antonella rojas;juan vidal;lucas mendez;sofia tapia;pablo perez;pedro tapia;pedro iturra;pedro rojas;ana vidal;ana silva;antonella lagos;diego perez;elena lagos;lucas rojas;diego tapia;antonella silva;elena tapia;lucas iturra;pedro perez;luis tapia;elena vidal;elena iturra;antonella gonzalez;lucas iturra;sofia mendez";6700000;3350000;
280;"fiesta de graduacion";2025-10-23;2026-02-07;saloneventos4;"santa cruz";empresa;76000184-8;"cordillera consultora spa";13589996-8;"casimiro arancibia olavarria";productor;"juan tapia;luis rojas;antonella gonzalez;juan lagos;ana perez;luis vidal;diego perez;diego iturra;diego mendez;pablo lagos;diego lagos;antonella gonzalez;pablo perez;lucas rojas;lucas gonzalez;sofia lagos;lucas tapia;lucas tapia;sofia gonzalez;camila contreras;lucas silva;maria iturra;sofia perez;antonella iturra;elena lagos;camila iturra;antonella lagos;pedro vidal;camila mendez;lucas tapia;luis lagos;camila rojas;pedro lagos;pablo lagos;camila perez;lucas lagos;camila vidal;elena silva;juan lagos;ana gonzalez;maria mendez;juan rojas;camila rojas;juan silva;sofia mendez";19800000;9900000;9900000
282;"inauguracion de galeria";2025-10-16;2026-02-07;saloneventos4;providencia;empresa;76000185-6;"norte consultora spa";10522708-6;"aurelio arancibia benavides";curadora;"maria vidal;diego perez;maria mendez;lucas gonzalez;diego gonzalez;camila gonzalez;maria rojas;pablo contreras;lucas gonzalez;ana mendez;juan tapia;juan lagos;ana silva;luis rojas;pablo rojas;ana gonzalez;antonella gonzalez;sofia lagos;ana perez;antonella silva;maria tapia;elena contreras;pablo rojas;sofia silva;camila mendez;pablo tapia;pedro iturra;pedro gonzalez;diego tapia;camila vidal;elena perez;maria rojas;maria silva;diego iturra;maria iturra;pablo tapia;sofia perez;maria mendez;elena rojas;pablo iturra;juan vidal;pedro vidal;pablo vidal;luis lagos;maria tapia";26800000;13400000;13400000
283;"congreso de ingenieria";2025-12-22;2026-02-28;saloneventos3;"santiago centro";empresa;76000186-4;"sur consultora spa";21134380-k;"bernarda duarte estay";presidente;"maria rojas;ana iturra;pablo vidal;diego mendez;sofia gonzalez;pablo iturra;luis vidal;lucas tapia;camila rojas;maria perez;diego mendez;diego perez;ana gonzalez;sofia silva;pablo iturra;maria gonzalez;juan mendez;camila silva;pedro gonzalez;camila perez;pedro gonzalez;sofia mendez;lucas iturra;luis contreras;pedro iturra;camila contreras;elena vidal;camila lagos;antonella silva;juan contreras;sofia silva;lucas gonzalez;camila rojas;maria perez;pablo rojas;ana rojas;antonella vidal;lucas silva;sofia perez;pedro mendez;sofia mendez;sofia gonzalez;elena perez;juan rojas;maria perez";29300000;14650000;14650000
284;"feria de emprendimiento";2025-08-29;2026-02-24;saloneventos2;"santa cruz";empresa;76000187-2;"litoral consultora spa";24513686-2;"demetria estay mondaca";organizador;"pablo silva;juan vidal;camila perez;ana rojas;pablo gonzalez;diego perez;diego mendez;antonella lagos;elena silva;sofia gonzalez;camila tapia;diego silva;lucas silva;maria vidal;maria mendez;elena lagos;ana rojas;maria iturra;maria perez;maria perez;ana mendez;elena silva;pablo rojas;pablo rojas;diego contreras;ana silva;juan gonzalez;lucas vidal;diego mendez;lucas iturra;ana rojas;lucas vidal;luis vidal;juan lagos;diego silva;antonella vidal;camila lagos;diego iturra;sofia lagos;antonella lagos;lucas mendez;diego contreras;elena rojas;camila gonzalez;sofia silva";12100000;6050000;6050000
285;"cena de navidad";2025-08-13;2026-02-02;saloneventos3;"santa cruz";empresa;76000188-0;"aconcagua consultora spa";12966432-0;"gumersindo estay duarte";gerente;"pablo tapia;juan lagos;juan contreras;antonella mendez;sofia iturra;antonella silva;elena perez;luis rojas;camila silva;camila vidal;pedro gonzalez;lucas rojas;diego silva;juan perez;sofia contreras;diego contreras;sofia silva;ana rojas;ana silva;maria perez;sofia lagos;pablo gonzalez;pablo tapia;sofia perez;juan perez;pedro iturra;sofia rojas;elena rojas;pablo iturra;pedro iturra;camila rojas;elena mendez;luis silva;lucas contreras;juan iturra;sofia mendez;pedro gonzalez;diego perez;pedro silva;maria rojas;maria perez;maria iturra;pablo vidal;lucas perez;sofia rojas";24500000;12250000;12250000
288;"lanzamiento farmaceutico";2025-12-20;2026-02-01;saloneventos4;providencia;empresa;76000189-9;"austral consultora spa";24646808-7;"eulogio ubilla calderon";"gerente medico";"diego mendez;diego lagos;lucas lagos;lucas silva;juan lagos;elena silva;pedro vidal;pedro iturra;sofia gonzalez;sofia silva;ana silva;elena lagos;camila iturra;maria perez;elena vidal;maria contreras;juan lagos;pedro iturra;pablo silva;camila contreras;diego tapia;antonella iturra;elena rojas;luis silva;diego gonzalez;pedro silva;antonella vidal;lucas gonzalez;diego perez;camila contreras;pedro contreras;ana rojas;sofia gonzalez;lucas vidal;maria mendez;diego gonzalez;lucas silva;sofia silva;antonella perez;pedro rojas;juan lagos;camila perez;ana contreras;maria perez;luis silva";28700000;14350000;14350000
289;"workshop de yoga";2025-12-30;2026-02-08;saloneventos3;providencia;empresa;76000190-2;"cumbre consultora spa";12387470-6;"aurelio benavides mondaca";monitor;"sofia iturra;ana lagos;pablo gonzalez;juan iturra;diego mendez;lucas gonzalez;lucas rojas;lucas mendez;juan tapia;elena vidal;lucas lagos;pablo mendez;ana vidal;maria contreras;lucas mendez;elena lagos;elena mendez;sofia silva;juan iturra;antonella rojas;pedro lagos;luis tapia;elena silva;sofia mendez;diego tapia;diego lagos;maria perez;diego mendez;pedro vidal;pedro rojas;diego perez;sofia mendez;diego rojas;elena silva;elena vidal;elena rojas;diego contreras;pedro rojas;ana vidal;sofia vidal;elena silva;elena rojas;lucas iturra;sofia silva;sofia iturra";9400000;4700000;4700000
290;"fiesta de mascaras";2025-08-15;2026-02-09;saloneventos3;"santa cruz";empresa;76000191-0;"valle consultora spa";11464641-5;"demetria estay benavides";manager;"luis silva;pedro lagos;camila gonzalez;luis lagos;pedro mendez;maria contreras;sofia perez;camila iturra;pablo lagos;diego rojas;juan perez;antonella mendez;juan rojas;antonella silva;lucas tapia;luis silva;juan iturra;pablo silva;antonella lagos;pablo perez;antonella perez;juan tapia;pedro mendez;lucas lagos;sofia tapia;pablo tapia;ana lagos;ana gonzalez;elena vidal;juan lagos;luis perez;lucas perez;antonella mendez;luis contreras;antonella perez;antonella tapia;diego tapia;camila rojas;antonella mendez;pablo contreras;ana contreras;camila lagos;ana silva;antonella rojas;lucas perez";18200000;9100000;9100000
292;"cata de espumantes";2025-11-06;2026-02-01;saloneventos2;"la florida";empresa;76000192-9;"rio consultora spa";18406306-9;"aurelio duarte arancibia";sommelier;"maria tapia;diego tapia;elena contreras;camila rojas;camila silva;camila lagos;pedro lagos;lucas rojas;juan vidal;antonella lagos;diego iturra;diego iturra;diego contreras;camila rojas;ana tapia;diego vidal;pedro tapia;ana tapia;sofia contreras;pablo vidal;maria perez;ana gonzalez;diego vidal;sofia lagos;luis perez;juan gonzalez;maria vidal;pablo vidal;antonella tapia;juan gonzalez;camila contreras;pedro lagos;juan mendez;pedro rojas;camila iturra;camila tapia;diego vidal;sofia contreras;pablo perez;elena lagos;pablo gonzalez;camila contreras;diego tapia;ana perez;ana tapia";11300000;5650000;5650000
294;"reunion de directiva";2026-01-05;2026-02-28;saloneventos2;"santa cruz";empresa;76000193-7;"bosque consultora spa";17298784-2;"gumersindo duarte ubilla";secretario;"elena iturra;ana lagos;luis contreras;sofia vidal;camila silva;pedro silva;lucas lagos;luis mendez;pedro vidal;antonella vidal;ana lagos;ana tapia;camila silva;maria silva;luis tapia;maria iturra;elena lagos;ana contreras;luis silva;pedro tapia;antonella tapia;maria silva;luis lagos;camila silva;camila vidal;maria contreras;camila tapia;pedro rojas;camila vidal;camila rojas;sofia rojas;juan gonzalez;elena lagos;sofia rojas;elena perez;diego lagos;sofia tapia;antonella tapia;diego perez;lucas contreras;luis rojas;camila vidal;ana gonzalez;pablo perez;pedro lagos";5200000;2600000;2600000
295;"almuerzo corporativo";2025-08-29;2026-02-25;saloneventos3;"la florida";empresa;76000194-5;"altos consultora spa";23833421-7;"bernarda estay mondaca";"gerente rrhh";"maria contreras;camila perez;elena iturra;ana vidal;antonella silva;juan tapia;pablo iturra;ana iturra;pedro mendez;camila mendez;sofia perez;antonella contreras;ana gonzalez;lucas silva;luis rojas;pablo tapia;lucas lagos;antonella mendez;maria vidal;maria contreras;maria vidal;sofia vidal;elena rojas;sofia silva;camila lagos;pablo vidal;luis perez;antonella perez;lucas tapia;pedro iturra;maria perez;lucas tapia;luis tapia;sofia rojas;maria perez;lucas mendez;ana tapia;lucas tapia;juan iturra;luis mendez;ana tapia;pedro rojas;juan iturra;luis lagos;sofia mendez";14800000;7400000;7400000
296;"lanzamiento inmobiliario";2025-10-21;2026-02-13;saloneventos2;"la florida";empresa;76000195-3;"nova consultora spa";19427399-1;"gumersindo olavarria ubilla";"jefe de ventas";"camila perez;juan lagos;maria lagos;luis iturra;ana rojas;ana tapia;maria tapia;elena tapia;maria lagos;antonella vidal;diego vidal;luis lagos;diego gonzalez;lucas silva;camila lagos;diego rojas;elena perez;luis rojas;luis silva;pedro gonzalez;pedro perez;luis iturra;juan rojas;maria tapia;luis tapia;luis gonzalez;antonella gonzalez;elena iturra;lucas tapia;elena tapia;pablo lagos;diego rojas;luis tapia;maria vidal;pablo gonzalez;camila gonzalez;juan vidal;pablo lagos;antonella rojas;maria gonzalez;antonella vidal;ana vidal;pedro mendez;diego iturra;elena perez";22600000;11300000;11300000
297;"conferencia de prensa";2025-08-06;2026-02-01;saloneventos4;"la florida";empresa;76000196-1;"prisma consultora spa";10930301-1;"gumersindo mondaca ubilla";comunicaciones;"maria iturra;pablo rojas;juan perez;lucas contreras;camila perez;elena contreras;ana perez;lucas gonzalez;diego mendez;juan vidal;pablo rojas;camila gonzalez;juan gonzalez;sofia gonzalez;diego mendez;sofia tapia;juan vidal;pablo vidal;juan lagos;pablo lagos;pablo contreras;ana perez;juan tapia;juan lagos;pedro vidal;juan vidal;lucas gonzalez;juan iturra;diego lagos;sofia silva;elena mendez;luis perez;antonella silva;maria perez;antonella vidal;sofia iturra;camila mendez;ana contreras;camila contreras;pedro lagos;pedro perez;sofia vidal;maria vidal;lucas lagos;ana contreras";9400000;4700000;4700000
298;"bingo de caridad";2025-09-01;2026-02-04;saloneventos4;providencia;persona;15129115-5;"demetria olavarria duarte";;;tesorero;"antonella silva;ana rojas;ana vidal;maria mendez;lucas silva;ana contreras;camila iturra;luis gonzalez;luis perez;juan contreras;elena vidal;pedro rojas;ana mendez;pablo contreras;maria mendez;diego vidal;ana lagos;lucas contreras;lucas iturra;lucas iturra;luis tapia;lucas silva;camila contreras;sofia perez;lucas iturra;maria tapia;sofia gonzalez;pablo iturra;camila perez;lucas perez;pablo contreras;lucas rojas;elena mendez;lucas contreras;camila silva;pablo perez;sofia tapia;antonella mendez;juan gonzalez;juan gonzalez;luis perez;elena lagos;sofia lagos;luis mendez;pablo silva";6800000;3400000;3400000
301;"charla de nutricion";2025-09-04;2026-02-13;saloneventos2;providencia;empresa;76000197-k;"vertice consultora spa";23152122-4;"herminda ubilla mondaca";nutricionista;"juan iturra;maria silva;luis gonzalez;ana lagos;ana perez;luis silva;lucas lagos;luis silva;camila iturra;elena contreras;luis rojas;antonella iturra;maria gonzalez;pedro lagos;antonella tapia;camila lagos;maria mendez;camila silva;diego perez;antonella iturra;maria vidal;juan silva;antonella contreras;pedro perez;camila tapia;lucas contreras;pedro mendez;antonella silva;luis lagos;ana perez;luis perez;elena iturra;juan mendez;antonella gonzalez;pablo vidal;juan tapia;maria rojas;ana lagos;juan gonzalez;camila silva;pedro mendez;sofia iturra;ana rojas;juan lagos;sofia gonzalez";9100000;4550000;4550000
304;"encuentro de exalumnos";2025-09-09;2026-02-22;saloneventos4;providencia;persona;13169043-6;"eulogio olavarria olavarria";;;coordinador;"juan lagos;lucas vidal;elena iturra;diego iturra;sofia vidal;camila contreras;camila lagos;lucas gonzalez;camila rojas;camila iturra;antonella vidal;diego lagos;ana tapia;lucas mendez;juan rojas;elena iturra;pablo contreras;juan iturra;lucas silva;diego rojas;pablo silva;luis iturra;maria lagos;pedro lagos;maria lagos;elena iturra;ana silva;camila gonzalez;ana mendez;lucas contreras;luis tapia;elena vidal;maria contreras;sofia mendez;juan contreras;juan mendez;diego gonzalez;juan iturra;juan rojas;diego perez;ana iturra;ana perez;elena contreras;luis gonzalez;elena perez";15600000;7800000;7800000
306;"desayuno institucional";2025-11-15;2026-02-16;saloneventos2;"santiago centro";empresa;76000198-8;"horizonte consultora spa";24208786-0;"aurelio mondaca arancibia";gerente;"diego perez;elena iturra;diego contreras;diego perez;antonella vidal;pablo silva;diego silva;diego lagos;ana rojas;lucas vidal;pedro silva;elena mendez;diego iturra;sofia contreras;camila tapia;antonella vidal;diego mendez;maria mendez;antonella vidal;maria silva;maria iturra;ana tapia;pedro perez;camila tapia;elena gonzalez;ana contreras;diego gonzalez;maria iturra;diego iturra;luis mendez;luis gonzalez;pedro contreras;maria vidal;camila mendez;maria vidal;ana mendez;lucas lagos;lucas rojas;ana gonzalez;juan silva;sofia rojas;pedro vidal;sofia perez;maria mendez;juan tapia";6400000;3200000;3200000
307;"presentacion anual";2026-01-15;2026-02-14;saloneventos1;providencia;empresa;76000199-6;"punto consultora spa";20294419-1;"filomena arancibia mondaca";director;"luis silva;luis vidal;sofia contreras;juan silva;camila lagos;antonella silva;lucas lagos;juan gonzalez;juan contreras;juan iturra;juan silva;elena rojas;diego vidal;diego contreras;diego rojas;luis perez;maria perez;antonella tapia;elena lagos;lucas silva;camila silva;sofia gonzalez;pablo rojas;juan iturra;ana gonzalez;antonella silva;luis gonzalez;luis tapia;elena gonzalez;pablo tapia;juan perez;maria perez;maria silva;pedro silva;pedro contreras;antonella rojas;antonella mendez;maria contreras;maria silva;pablo perez;camila perez;pablo mendez;pedro silva;elena perez;pedro vidal";30000000;15000000;15000000
308;"gala de primavera";2026-01-21;2026-02-16;saloneventos2;"santa cruz";empresa;76000200-3;"andes spa";11843349-1;"eulogio duarte calderon";sommelier;"luis tapia;pedro rojas;camila mendez;maria iturra;ana silva;ana silva;camila vidal;juan tapia;lucas lagos;sofia silva;antonella iturra;maria lagos;ana iturra;lucas contreras;antonella mendez;camila tapia;pedro contreras;pedro tapia;maria rojas;elena perez;camila mendez;lucas perez;lucas tapia;maria iturra;sofia tapia;lucas rojas;diego perez;pedro contreras;diego tapia;juan gonzalez;maria tapia;sofia tapia;camila vidal;juan gonzalez;diego tapia;antonella mendez;pedro perez;elena gonzalez;camila tapia;pablo rojas;antonella silva;lucas contreras;luis perez;diego gonzalez;lucas tapia";22000000;11000000;11000000
309;"encuentro academico";2025-08-29;2026-02-06;saloneventos2;providencia;empresa;76000201-1;"pacifico spa";23322464-2;"demetria estay calderon";coordinador;"diego silva;antonella perez;camila rojas;elena perez;ana lagos;sofia perez;lucas tapia;pablo contreras;sofia rojas;pablo tapia;diego silva;luis contreras;ana contreras;elena lagos;pedro mendez;camila silva;diego silva;sofia mendez;camila contreras;sofia lagos;pedro gonzalez;pablo lagos;pedro mendez;lucas perez;luis mendez;ana rojas;sofia vidal;elena iturra;diego perez;camila contreras;sofia tapia;pablo silva;elena tapia;sofia iturra;maria gonzalez;luis perez;luis gonzalez;pablo vidal;elena perez;elena tapia;elena silva;elena lagos;sofia contreras;camila perez;camila lagos";14500000;7250000;7250000
310;"fiesta de gala anual";2025-11-28;2026-02-12;saloneventos4;"la florida";empresa;76000202-k;"patagonia spa";15062746-k;"eulogio arancibia arancibia";productora;"ana iturra;juan perez;elena iturra;diego iturra;sofia contreras;elena tapia;diego contreras;lucas iturra;maria iturra;pedro gonzalez;ana tapia;juan rojas;elena gonzalez;maria gonzalez;pedro lagos;pablo vidal;antonella gonzalez;pablo tapia;elena iturra;luis tapia;sofia lagos;pedro gonzalez;maria lagos;pedro silva;antonella tapia;ana contreras;pedro perez;antonella lagos;diego perez;lucas gonzalez;luis lagos;lucas lagos;sofia vidal;antonella mendez;sofia tapia;antonella silva;lucas perez;ana silva;pablo contreras;ana gonzalez;pablo iturra;camila lagos;pedro lagos;elena gonzalez;juan tapia";28600000;14300000;14300000
311;"almuerzo ejecutivo";2026-01-23;2026-02-28;saloneventos1;"santa cruz";empresa;76000203-8;"mapocho spa";16351325-0;"aurelio benavides calderon";director;"luis vidal;sofia mendez;camila perez;luis rojas;maria mendez;ana tapia;pablo iturra;ana gonzalez;pablo gonzalez;camila silva;lucas rojas;sofia silva;diego mendez;ana gonzalez;diego vidal;maria lagos;juan gonzalez;camila mendez;elena lagos;lucas vidal;luis silva;antonella silva;antonella tapia;elena lagos;juan mendez;maria rojas;maria tapia;pedro iturra;maria rojas;maria perez;antonella tapia;diego tapia;elena lagos;camila iturra;lucas rojas;lucas silva;antonella rojas;antonella mendez;luis mendez;juan contreras;diego lagos;lucas perez;pablo rojas;maria contreras;pablo iturra";11200000;5600000;5600000
312;"taller de arte moderno";2025-11-02;2026-02-16;saloneventos3;"la florida";persona;21753986-2;"casimiro estay olavarria";;;instructor;"diego tapia;luis lagos;lucas vidal;camila vidal;diego tapia;maria lagos;juan lagos;lucas iturra;luis tapia;antonella silva;ana contreras;pablo vidal;sofia iturra;pedro perez;antonella silva;juan iturra;lucas vidal;juan silva;pedro perez;elena silva;lucas contreras;sofia lagos;elena rojas;antonella rojas;luis silva;pablo perez;maria lagos;pedro lagos;pedro rojas;ana iturra;luis mendez;maria iturra;elena contreras;camila mendez;camila rojas;juan lagos;camila silva;ana rojas;luis rojas;luis lagos;luis iturra;ana rojas;camila gonzalez;maria gonzalez;ana rojas";7400000;3700000;3700000
313;"seminario juridico";2026-01-01;2026-09-17;saloneventos3;"santiago centro";empresa;76000204-6;"cordillera spa";14501142-6;"filomena ubilla duarte";socio;"pablo iturra;pedro vidal;juan vidal;luis vidal;pablo vidal;lucas contreras;elena rojas;ana vidal;antonella gonzalez;maria silva;diego rojas;camila rojas;ana mendez;diego perez;lucas gonzalez;sofia silva;camila mendez;luis vidal;sofia contreras;antonella mendez;juan lagos;juan tapia;juan silva;diego silva;juan perez;pablo rojas;ana tapia;maria vidal;sofia vidal;diego gonzalez;camila tapia;pedro iturra;pedro silva;camila vidal;lucas mendez;juan tapia;luis lagos;elena iturra;luis tapia;juan gonzalez;juan contreras;antonella contreras;pedro silva;maria gonzalez;juan gonzalez";18900000;9450000;
314;"congreso de salud";2026-01-03;2026-02-23;saloneventos2;"la florida";empresa;76000205-4;"norte spa";16910386-0;"eulogio duarte estay";coordinadora;"maria vidal;antonella silva;ana perez;pedro mendez;pablo mendez;sofia mendez;elena lagos;camila iturra;camila rojas;maria tapia;maria mendez;luis gonzalez;pedro perez;maria rojas;ana rojas;diego rojas;maria vidal;ana mendez;pablo rojas;pedro tapia;pedro tapia;diego perez;lucas silva;ana silva;juan contreras;lucas rojas;pedro gonzalez;ana iturra;pablo gonzalez;camila mendez;antonella silva;antonella gonzalez;antonella perez;diego gonzalez;lucas tapia;maria perez;pedro contreras;maria contreras;pedro vidal;pablo mendez;antonella contreras;elena silva;luis rojas;lucas mendez;camila lagos";29800000;14900000;14900000
316;"cocktail de negocios";2026-01-31;2026-02-22;saloneventos3;providencia;empresa;76000206-2;"sur spa";14560829-5;"gumersindo mondaca benavides";analista;"antonella contreras;diego tapia;lucas iturra;pedro vidal;lucas tapia;juan rojas;pablo tapia;pedro gonzalez;elena mendez;pablo lagos;antonella mendez;elena tapia;pedro contreras;juan rojas;diego perez;maria vidal;lucas contreras;camila perez;pablo vidal;lucas perez;maria lagos;maria mendez;lucas gonzalez;camila perez;pablo tapia;antonella silva;diego mendez;maria lagos;luis iturra;elena perez;antonella vidal;juan vidal;pablo gonzalez;ana contreras;diego perez;ana gonzalez;sofia tapia;pedro iturra;juan vidal;luis silva;diego silva;ana silva;ana perez;pablo perez;camila mendez";12100000;6050000;6050000
317;"seminario de finanzas";2025-10-20;2026-02-10;saloneventos3;"santiago centro";empresa;76000207-0;"litoral spa";19390466-1;"demetria duarte duarte";consultor;"diego iturra;lucas perez;sofia contreras;sofia tapia;camila iturra;pablo lagos;juan lagos;ana mendez;pedro rojas;pedro gonzalez;ana vidal;pablo vidal;lucas gonzalez;ana perez;maria tapia;diego mendez;sofia mendez;juan lagos;pablo perez;lucas tapia;antonella lagos;diego silva;juan tapia;ana vidal;lucas tapia;pedro contreras;lucas tapia;pedro iturra;juan gonzalez;antonella iturra;ana contreras;maria tapia;lucas contreras;diego iturra;diego silva;antonella mendez;pablo perez;pablo silva;elena mendez;ana mendez;diego silva;camila tapia;luis tapia;pedro mendez;elena tapia";15600000;7800000;7800000
318;"lanzamiento de app";2025-11-06;2026-02-02;saloneventos3;"la florida";empresa;76000208-9;"aconcagua spa";18586755-2;"aurelio calderon duarte";"dev lead";"diego gonzalez;antonella mendez;sofia perez;ana silva;luis iturra;juan mendez;luis mendez;antonella iturra;pedro contreras;pedro rojas;camila perez;camila tapia;ana perez;luis vidal;pablo rojas;antonella contreras;camila gonzalez;maria contreras;ana contreras;sofia mendez;ana mendez;luis perez;maria lagos;luis perez;maria iturra;ana tapia;ana rojas;sofia perez;camila gonzalez;luis perez;lucas contreras;pedro contreras;pablo iturra;luis silva;sofia rojas;ana gonzalez;camila tapia;ana iturra;luis vidal;lucas contreras;pedro vidal;juan lagos;elena mendez;luis lagos;lucas mendez";21400000;10700000;10700000
319;"foro de educacion";2025-10-25;2026-02-16;saloneventos4;providencia;empresa;76000209-7;"austral spa";22153104-3;"demetria olavarria estay";moderador;"luis contreras;antonella lagos;sofia lagos;antonella iturra;diego vidal;maria lagos;ana vidal;sofia lagos;sofia silva;luis tapia;elena vidal;lucas vidal;lucas iturra;luis lagos;elena tapia;sofia rojas;sofia gonzalez;pedro perez;sofia mendez;ana contreras;pablo tapia;camila perez;luis rojas;luis iturra;ana perez;luis mendez;elena rojas;camila perez;pedro lagos;lucas contreras;luis perez;antonella perez;elena perez;antonella gonzalez;maria iturra;pablo iturra;lucas vidal;luis contreras;diego silva;juan gonzalez;maria mendez;juan perez;luis mendez;diego perez;pablo gonzalez";13800000;6900000;6900000
320;"cena de gala benefica";2025-11-30;2026-02-15;saloneventos4;providencia;empresa;76000210-0;"cumbre spa";11106299-4;"demetria benavides estay";directora;"diego gonzalez;elena vidal;antonella tapia;maria silva;pedro mendez;lucas silva;camila gonzalez;diego tapia;pablo perez;luis contreras;diego mendez;pablo contreras;juan vidal;elena vidal;elena lagos;maria tapia;camila gonzalez;diego contreras;camila rojas;elena lagos;maria rojas;lucas iturra;diego silva;maria gonzalez;ana lagos;maria silva;pablo lagos;diego gonzalez;maria perez;juan silva;elena mendez;pablo contreras;elena tapia;antonella gonzalez;maria tapia;diego iturra;lucas gonzalez;ana silva;luis perez;ana mendez;camila tapia;pedro lagos;juan lagos;ana lagos;antonella vidal";27200000;13600000;13600000
