codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago
RES-00765;2025-04-20;"2025-04-20 18:00";"2025-04-20 19:00";cancelada;16012079-7;"ana silva";no;"restaurant 1";providencia;30000;0;;2025-04-16
RES-00766;2025-06-13;"2025-06-13 13:00";"2025-06-13 14:00";cancelada;10698937-0;"pedro rojas";si;"salon eventos 1";"santiago centro";100000;0;;2025-06-11
RES-00770;2025-03-03;"2025-03-03 18:00";"2025-03-03 19:00";cancelada;14292034-4;"luis contreras";si;"restaurant 1";"la florida";30000;0;;2025-02-27
RES-00772;2025-05-20;"2025-05-20 15:00";"2025-05-20 16:00";reservada;17096666-k;"juan perez";si;"salon eventos 2";"santiago centro";100000;0;;2025-05-19
RES-00774;2025-10-07;"2025-10-07 10:00";"2025-10-07 11:00";ejecutada;23434952-k;"pedro rojas";no;"piscina 1";"santa cruz";20000;20000;transferencia;2025-10-04
RES-00777;2025-03-02;"2025-03-02 08:00";"2025-03-02 09:00";cancelada;13147810-0;"pedro rojas";si;"cancha basquetbol techada";providencia;35000;0;;2025-02-25
RES-00786;2025-10-14;"2025-10-14 21:00";"2025-10-14 22:00";ejecutada;7544276-9;"maria gonzalez";si;"piscina 1";"santa cruz";20000;20000;tarjeta;2025-10-14
RES-00789;2025-11-10;"2025-11-10 16:00";"2025-11-10 17:00";ejecutada;21947907-7;"maria gonzalez";no;"salon eventos 3";providencia;100000;100000;efectivo;2025-11-09
RES-00790;2025-03-06;"2025-03-06 19:00";"2025-03-06 20:00";cancelada;13505604-9;"ana silva";si;"piscina 2";"la florida";20000;0;;2025-03-01
RES-00791;2025-01-03;"2025-01-03 13:00";"2025-01-03 14:00";reservada;8223654-6;"ana silva";si;"cancha tenis aire libre";providencia;25000;0;;2024-12-31
RES-00792;2026-07-14;"2026-07-16 09:00";"2026-07-16 10:00";reservada;19544570-2;"maria gonzalez";no;"piscina 1";"la florida";20000;0;;2025-06-10
RES-00793;2025-11-01;"2025-11-01 14:00";"2025-11-01 15:00";ejecutada;13532015-3;"luis contreras";no;"cancha tenis aire libre";"santiago centro";25000;25000;transferencia;2025-10-31
RES-00799;2025-04-06;"2025-04-06 22:00";"2025-04-06 23:00";ejecutada;21287925-8;"ana silva";si;"cancha basquetbol techada";providencia;35000;35000;transferencia;2025-04-06
RES-00800;2025-04-18;"2025-04-18 22:00";"2025-04-18 23:00";cancelada;21454415-6;"maria gonzalez";si;"restaurant 1";"santiago centro";30000;0;;2025-04-18
RES-00801;2025-12-15;"2025-12-15 18:00";"2025-12-15 19:00";reservada;22287381-9;"ana silva";no;"cancha basquetbol techada";"la florida";35000;0;;2025-12-10
RES-00802;2025-05-10;"2025-05-10 16:00";"2025-05-10 17:00";ejecutada;23433621-5;"maria gonzalez";no;"cancha basquetbol techada";"santa cruz";35000;35000;tarjeta;2025-05-06
RES-00806;2025-06-10;"2025-06-10 14:00";"2025-06-10 15:00";reservada;11727551-5;"maria gonzalez";si;"piscina 1";providencia;20000;0;;2025-06-05
RES-00807;2025-02-11;"2025-02-11 21:00";"2025-02-11 22:00";reservada;15088563-9;pedro;no;"piscina 1";providencia;20000;0;;2025-02-11
RES-00815;2026-05-07;"2026-05-09 12:30";"2026-05-09 13:30";reservada;11228399-4;"pedro rojas";no;"restaurant 2";"santiago centro";30000;0;;2025-07-14
RES-00819;2025-03-19;"2025-03-19 13:00";"2025-03-19 14:00";ejecutada;24831420-6;"luis contreras";si;"restaurant 2";"la florida";30000;30000;transferencia;2025-03-17
RES-00820;2025-08-12;"2025-08-12 17:00";"2025-08-12 18:00";reservada;17213598-6;pedro;si;"cancha padel techada";"santiago centro";35000;0;;2025-08-10
RES-00823;2025-09-16;"2025-09-16 19:00";"2025-09-16 20:00";reservada;20470612-3;"ana silva";si;"salon eventos 3";"santa cruz";100000;0;;2025-09-15
RES-00824;2025-07-08;"2025-07-08 22:00";"2025-07-08 23:00";cancelada;19195488-2;"pedro rojas";si;"salon eventos 1";"santiago centro";100000;0;;2025-07-04
RES-00833;2025-01-08;"2025-01-08 20:00";"2025-01-08 21:00";cancelada;17503226-6;"juan perez";no;"salon eventos 2";"la florida";100000;0;;2025-01-05
RES-00834;2025-03-13;"2025-03-13 22:00";"2025-03-13 23:00";ejecutada;11277963-9;"juan perez";no;"cancha basquetbol techada";providencia;35000;35000;transferencia;2025-03-12
RES-00838;2025-02-09;"2025-02-09 10:00";"2025-02-09 11:00";reservada;16012079-7;"ana silva";si;"cancha basquetbol techada";"la florida";35000;0;;2025-02-07
RES-00840;2025-01-13;"2025-01-13 20:00";"2025-01-13 21:00";cancelada;19407837-4;"ana silva";si;"cancha tenis aire libre";"santiago centro";25000;0;;2025-01-10
RES-00844;2025-05-19;"2025-05-19 09:00";"2025-05-19 10:00";cancelada;5116250-1;"pedro rojas";no;"salon eventos 4";"santiago centro";100000;0;;2025-05-14
RES-00846;2025-10-01;"2025-10-01 16:00";"2025-10-01 17:00";ejecutada;15941454-k;"pedro rojas";no;"cancha basquetbol aire libre";"santiago centro";25000;25000;efectivo;2025-09-30
RES-00851;2025-04-03;"2025-04-03 20:00";"2025-04-03 21:00";cancelada;11263892-k;"luis contreras";no;"salon eventos 4";"santa cruz";100000;0;;2025-04-03
RES-00854;2025-06-12;"2025-06-12 10:00";"2025-06-12 11:00";ejecutada;24693299-9;"pedro rojas";no;"cancha tenis aire libre";"santiago centro";25000;25000;efectivo;2025-06-07
RES-00860;2025-12-09;"2025-12-09 09:00";"2025-12-09 10:00";reservada;19195488-2;"pedro rojas";no;"cancha padel techada";providencia;35000;0;;2025-12-05
RES-00864;2025-11-11;"2025-11-11 08:00";"2025-11-11 09:00";ejecutada;24139677-0;"ana silva";no;"cancha basquetbol aire libre";providencia;25000;25000;transferencia;2025-11-11
RES-00865;2025-12-04;"2025-12-04 21:00";"2025-12-04 22:00";cancelada;7826282-6;"maria gonzalez";no;"restaurant 2";"santa cruz";30000;0;;2025-12-04
RES-00868;2025-08-18;"2025-08-18 13:00";"2025-08-18 14:00";reservada;12651989-3;"luis contreras";si;"piscina 2";"la florida";20000;0;;2025-08-14
RES-00869;2025-04-18;"2025-04-18 12:00";"2025-04-18 13:00";ejecutada;20713143-1;"luis contreras";si;"cancha tenis techada";"santa cruz";35000;35000;transferencia;2025-04-15
RES-00871;2025-09-09;"2025-09-09 15:00";"2025-09-09 16:00";reservada;24402541-2;"luis contreras";si;"cancha tenis aire libre";"santiago centro";25000;0;;2025-09-09
RES-00872;2025-11-17;"2025-11-17 09:00";"2025-11-17 10:00";ejecutada;23435811-1;"pedro rojas";no;"salon eventos 1";"santa cruz";100000;100000;efectivo;2025-11-12
RES-00873;2026-06-02;"2026-06-04 22:00";"2026-06-11 22:00";reservada;9122138-7;"juan perez";si;"cabana 20";"la florida";840000;0;;2025-08-14
RES-00879;2025-01-06;"2025-01-06 20:00";"2025-01-06 21:00";ejecutada;14379495-4;"luis contreras";no;"cancha tenis aire libre";"la florida";25000;25000;transferencia;2025-01-02
RES-00883;2025-07-02;"2025-07-02 16:00";"2025-07-02 17:00";ejecutada;10701066-1;"maria gonzalez";no;"salon eventos 2";"la florida";100000;100000;tarjeta;2025-06-28
RES-00884;2025-01-10;"2025-01-10 08:00";"2025-01-10 09:00";cancelada;18728677-8;"juan perez";no;"cancha padel techada";"santa cruz";35000;0;;2025-01-05
RES-00885;2025-12-10;"2025-12-10 22:00";"2025-12-10 23:00";reservada;23835968-6;"juan perez";no;"cancha basquetbol aire libre";"santiago centro";25000;0;;2025-12-07
RES-00886;2025-02-13;"2025-02-13 16:00";"2025-02-13 17:00";cancelada;20470612-3;"ana silva";si;"cancha padel techada";"santa cruz";35000;0;;2025-02-09
RES-00887;2025-04-17;"2025-04-17 19:00";"2025-04-17 20:00";ejecutada;8223654-6;"ana silva";no;"salon eventos 3";providencia;100000;100000;tarjeta;2025-04-16
RES-00888;2025-06-18;"2025-06-18 09:00";"2025-06-18 10:00";cancelada;17049622-1;"pedro rojas";no;"cancha futbolito aire libre";"la florida";25000;0;;2025-06-13
RES-00889;2025-02-18;"2025-02-18 14:00";"2025-02-18 15:00";cancelada;23046980-6;"luis contreras";no;"salon eventos 1";providencia;100000;0;;2025-02-17
RES-00891;2025-03-09;"2025-03-09 09:00";"2025-03-09 10:00";cancelada;13554594-2;"pedro rojas";no;"cancha basquetbol aire libre";providencia;25000;0;;2025-03-08
RES-00893;2026-07-11;"2026-07-13 14:00";"2026-07-13 15:00";reservada;18754494-7;"maria gonzalez";no;"restaurant 1";"la florida";30000;0;;2025-04-13
RES-00894;2025-02-20;"2025-02-20 15:00";"2025-02-20 16:00";ejecutada;20470612-3;"ana silva";no;"cancha basquetbol aire libre";providencia;25000;25000;efectivo;2025-02-16
RES-00896;2025-05-18;"2025-05-18 13:00";"2025-05-18 14:00";reservada;17654518-6;"luis contreras";no;"cancha futbolito techada";providencia;35000;0;;2025-05-14
RES-00897;2025-10-14;"2025-10-14 14:00";"2025-10-14 15:00";ejecutada;9381544-0;"pedro rojas";si;"cancha tenis techada";"la florida";35000;35000;efectivo;2025-10-11
RES-00899;2025-01-04;"2025-01-04 09:00";"2025-01-04 10:00";ejecutada;14843634-7;"juan perez";si;"salon eventos 4";"santa cruz";100000;100000;efectivo;2024-12-30
RES-00901;2025-05-07;"2025-05-07 13:00";"2025-05-07 14:00";cancelada;19652678-1;"juan perez";si;"cancha futbolito aire libre";providencia;25000;0;;2025-05-02
RES-00905;2025-10-01;"2025-10-01 19:00";"2025-10-01 20:00";cancelada;18885368-4;"maria gonzalez";no;"cancha tenis techada";"la florida";35000;0;;2025-09-27
RES-00912;2025-03-19;"2025-03-19 21:00";"2025-03-19 22:00";ejecutada;10464361-2;"luis contreras";si;"cancha futbolito techada";providencia;35000;35000;tarjeta;2025-03-17
RES-00913;2025-03-06;"2025-03-06 17:00";"2025-03-06 18:00";reservada;17678051-7;"juan perez";si;"cancha basquetbol techada";"la florida";35000;0;;2025-03-06
RES-00914;2025-08-07;"2025-08-07 11:00";"2025-08-07 12:00";ejecutada;6261507-9;"luis contreras";no;"salon eventos 2";"santiago centro";100000;100000;transferencia;2025-08-06
RES-00916;2025-01-10;"2025-01-10 20:00";"2025-01-10 21:00";reservada;20997181-k;"juan perez";no;"cancha tenis aire libre";"la florida";25000;0;;2025-01-05
RES-00918;2026-05-12;"2026-05-14 14:00";"2026-05-24 14:00";reservada;12465454-8;"pedro rojas";no;"cabana 19";providencia;1200000;0;;2025-11-02
RES-00921;2025-12-09;"2025-12-09 13:00";"2025-12-09 14:00";ejecutada;5938386-8;"ana silva";si;"restaurant 2";providencia;30000;30000;tarjeta;2025-12-04
RES-00922;2025-02-14;"2025-02-14 15:00";"2025-02-14 16:00";cancelada;19104958-6;"pedro rojas";no;"salon eventos 1";"santiago centro";100000;0;;2025-02-13
RES-00926;2025-11-14;"2025-11-14 17:00";"2025-11-14 18:00";ejecutada;14941850-4;"luis contreras";si;"cancha futbolito aire libre";providencia;25000;25000;transferencia;2025-11-12
RES-00928;2025-06-03;"2025-06-03 16:00";"2025-06-03 17:00";ejecutada;21351051-7;"ana silva";si;"piscina 1";"santiago centro";20000;20000;tarjeta;2025-06-02
RES-00929;2025-01-02;"2025-01-02 14:00";"2025-01-02 15:00";reservada;5645014-9;"pedro rojas";si;"cancha tenis techada";"la florida";35000;0;;2024-12-30
RES-00930;2025-10-10;"2025-10-10 17:00";"2025-10-10 18:00";ejecutada;22287381-9;"ana silva";no;"cancha futbolito techada";"santiago centro";35000;35000;transferencia;2025-10-10
RES-00931;2025-05-18;"2025-05-18 21:00";"2025-05-18 22:00";cancelada;10238227-7;"ana silva";si;"piscina 1";"santa cruz";20000;0;;2025-05-13
RES-00932;2025-11-13;"2025-11-13 11:00";"2025-11-13 12:00";cancelada;13775714-1;"luis contreras";si;"cancha futbolito aire libre";"santa cruz";25000;0;;2025-11-12
RES-00937;2025-12-09;"2025-12-09 20:00";"2025-12-09 21:00";ejecutada;19211618-k;"luis contreras";no;"salon eventos 4";"santiago centro";100000;100000;efectivo;2025-12-06
RES-00940;2025-09-02;"2025-09-02 13:00";"2025-09-02 14:00";ejecutada;6436217-8;"pedro rojas";no;"cancha padel aire libre";"santiago centro";25000;25000;efectivo;2025-08-29
RES-00941;2025-04-19;"2025-04-19 21:00";"2025-04-19 22:00";cancelada;16170965-4;luis;si;"piscina 2";providencia;20000;0;;2025-04-15
RES-00943;2025-11-16;"2025-11-16 14:00";"2025-11-16 15:00";cancelada;5137322-7;"juan perez";no;"salon eventos 2";"la florida";100000;0;;2025-11-16
RES-00944;2025-10-18;"2025-10-18 16:00";"2025-10-18 17:00";cancelada;17470694-8;"pedro rojas";si;"cancha tenis aire libre";"santiago centro";25000;0;;2025-10-15
RES-00945;2025-02-05;"2025-02-05 09:00";"2025-02-05 10:00";reservada;11086191-5;"ana silva";no;"cancha basquetbol aire libre";"la florida";25000;0;;2025-02-05
RES-00953;2025-07-01;"2025-07-01 20:00";"2025-07-01 21:00";ejecutada;14379507-1;"juan perez";si;"cancha padel aire libre";"santa cruz";25000;25000;transferencia;2025-06-30
RES-00955;2025-01-07;"2025-01-07 12:00";"2025-01-07 13:00";ejecutada;23731597-9;"juan perez";si;"restaurant 2";"la florida";30000;30000;tarjeta;2025-01-03
RES-00959;2025-08-15;"2025-08-15 10:00";"2025-08-15 11:00";cancelada;6626889-6;"pedro rojas";no;"restaurant 2";"santiago centro";30000;0;;2025-08-13
RES-00961;2025-12-05;"2025-12-05 10:00";"2025-12-05 11:00";cancelada;23491307-7;"maria gonzalez";no;"cancha futbolito techada";"santiago centro";35000;0;;2025-12-01
RES-00962;2025-09-03;"2025-09-03 14:00";"2025-09-03 15:00";cancelada;14155657-6;"pedro rojas";si;"piscina 2";"santiago centro";20000;0;;2025-08-30
RES-00963;2025-07-09;"2025-07-09 16:00";"2025-07-09 17:00";reservada;22287381-9;"ana silva";no;"cancha futbolito techada";providencia;35000;0;;2025-07-07
RES-00965;2025-01-14;"2025-01-14 15:00";"2025-01-14 16:00";cancelada;15338995-0;"ana silva";si;"restaurant 2";"santiago centro";30000;0;;2025-01-14
RES-00967;2025-12-07;"2025-12-07 18:00";"2025-12-07 19:00";ejecutada;23250659-8;"maria gonzalez";no;"cancha futbolito techada";"la florida";35000;35000;tarjeta;2025-12-04
RES-00968;2025-03-15;"2025-03-15 17:00";"2025-03-15 18:00";cancelada;6642396-4;"maria gonzalez";si;"cancha tenis aire libre";"santa cruz";25000;0;;2025-03-10
RES-00969;2025-11-12;"2025-11-12 19:00";"2025-11-12 20:00";ejecutada;24027614-3;"luis contreras";si;"piscina 2";"la florida";20000;20000;tarjeta;2025-11-12
RES-00975;2025-07-17;"2025-07-17 17:00";"2025-07-17 18:00";reservada;24002475-6;"luis contreras";si;"restaurant 2";"santa cruz";30000;0;;2025-07-16
RES-00981;2025-07-12;"2025-07-12 12:00";"2025-07-12 13:00";cancelada;17505864-8;"maria gonzalez";no;"cancha basquetbol techada";"la florida";35000;0;;2025-07-12
RES-00982;2025-04-13;"2025-04-13 13:00";"2025-04-13 14:00";ejecutada;9203394-5;"luis contreras";si;"cancha basquetbol aire libre";"santiago centro";25000;25000;transferencia;2025-04-09
RES-00983;2025-02-09;"2025-02-09 08:00";"2025-02-09 09:00";ejecutada;22075434-0;"ana silva";no;"cancha padel aire libre";"la florida";25000;25000;efectivo;2025-02-09
RES-00988;2025-06-04;"2025-06-04 10:00";"2025-06-04 11:00";cancelada;19727843-9;"luis contreras";no;"cancha tenis techada";"la florida";35000;0;;2025-06-04
RES-00990;2025-12-13;"2025-12-13 17:00";"2025-12-13 18:00";reservada;11228399-4;"pedro rojas";si;"salon eventos 2";"santiago centro";100000;0;;2025-12-08
RES-01000;2025-02-03;"2025-02-03 15:00";"2025-02-03 16:00";reservada;23388767-6;"juan perez";no;"cancha basquetbol techada";"santa cruz";35000;0;;2025-02-02
RES-01004;2025-08-19;"2025-08-19 16:00";"2025-08-19 17:00";ejecutada;23435811-1;"pedro rojas";no;"cancha tenis aire libre";"la florida";25000;25000;efectivo;2025-08-14
RES-01005;2025-02-17;"2025-02-17 16:00";"2025-02-17 17:00";ejecutada;9381544-0;"pedro rojas";no;"cancha padel techada";providencia;35000;35000;efectivo;2025-02-13
RES-01006;2025-04-08;"2025-04-08 22:00";"2025-04-08 23:00";reservada;15530992-k;"luis contreras";si;"salon eventos 1";"santa cruz";100000;0;;2025-04-08
RES-01007;2025-03-08;"2025-03-08 17:00";"2025-03-08 18:00";cancelada;24876542-9;"maria gonzalez";no;"salon eventos 3";"santa cruz";100000;0;;2025-03-06
RES-01010;2025-08-19;"2025-08-19 15:00";"2025-08-19 16:00";reservada;20720307-6;"luis contreras";no;"salon eventos 4";"santa cruz";100000;0;;2025-08-15
RES-01012;2025-11-06;"2025-11-06 22:00";"2025-11-06 23:00";cancelada;11012047-8;"juan perez";no;"restaurant 2";"la florida";30000;0;;2025-11-06
RES-01014;2025-09-14;"2025-09-14 20:00";"2025-09-14 21:00";reservada;22287381-9;"ana silva";no;"salon eventos 2";"la florida";100000;0;;2025-09-12
RES-01015;2025-09-11;"2025-09-11 20:00";"2025-09-11 21:00";reservada;16953331-8;"pedro rojas";si;"cancha futbolito aire libre";"la florida";25000;0;;2025-09-06
RES-01017;2025-07-05;"2025-07-05 18:00";"2025-07-05 19:00";reservada;13006129-k;"pedro rojas";si;"salon eventos 2";"la florida";100000;0;;2025-06-30
RES-01022;2025-06-19;"2025-06-19 09:00";"2025-06-19 10:00";reservada;10837704-6;"pedro rojas";no;"cancha futbolito techada";"santiago centro";35000;0;;2025-06-16
RES-01023;2025-05-17;"2025-05-17 11:00";"2025-05-17 12:00";ejecutada;8223654-6;"ana silva";si;"salon eventos 2";"santa cruz";100000;100000;efectivo;2025-05-16
RES-01024;2025-05-07;"2025-05-07 20:00";"2025-05-07 21:00";cancelada;21773123-2;"luis contreras";no;"cancha basquetbol techada";"santa cruz";35000;0;;2025-05-07
RES-01025;2026-06-12;"2026-06-14 22:00";"2026-06-14 23:00";reservada;23503123-k;"ana silva";no;"cancha padel techada";"santiago centro";35000;0;tarjeta;2025-06-05
RES-01026;2025-12-20;"2025-12-20 19:00";"2025-12-20 20:00";ejecutada;21349217-9;"luis contreras";no;"cancha basquetbol aire libre";"la florida";25000;25000;efectivo;2025-12-16
RES-01027;2025-06-03;"2025-06-03 10:00";"2025-06-03 11:00";reservada;11984768-0;"luis contreras";no;"cancha futbolito techada";"santa cruz";35000;0;;2025-06-03
RES-01029;2025-09-01;"2025-09-01 20:00";"2025-09-01 21:00";ejecutada;9108775-8;"ana silva";si;"salon eventos 3";"santa cruz";100000;100000;tarjeta;2025-08-30
RES-01031;2025-11-15;"2025-11-15 09:00";"2025-11-15 10:00";cancelada;18646254-8;"pedro rojas";si;"cancha futbolito techada";providencia;35000;0;;2025-11-14
RES-01033;2025-06-02;"2025-06-02 09:00";"2025-06-02 10:00";reservada;19544570-2;"maria gonzalez";si;"piscina 1";providencia;20000;0;;2025-05-29
RES-01034;2025-12-12;"2025-12-12 18:00";"2025-12-12 19:00";ejecutada;18467664-8;"pedro rojas";no;"cancha padel techada";"santiago centro";35000;35000;transferencia;2025-12-07
RES-01035;2025-09-07;"2025-09-07 21:00";"2025-09-07 22:00";reservada;20194778-2;"ana silva";si;"cancha padel techada";"santiago centro";35000;0;;2025-09-07
RES-01036;2025-01-08;"2025-01-08 11:00";"2025-01-08 12:00";ejecutada;19211618-k;"luis contreras";si;"cancha tenis aire libre";"santiago centro";25000;25000;transferencia;2025-01-07
RES-01040;2025-01-13;"2025-01-13 21:00";"2025-01-13 22:00";reservada;5137322-7;"juan perez";no;"cancha tenis aire libre";"la florida";25000;0;;2025-01-08
RES-01041;2025-04-16;"2025-04-16 10:00";"2025-04-16 11:00";reservada;16253483-1;"maria gonzalez";no;"salon eventos 3";providencia;100000;0;;2025-04-16
RES-01042;2025-09-08;"2025-09-08 18:00";"2025-09-08 19:00";cancelada;10949220-5;"maria gonzalez";no;"cancha padel techada";"santa cruz";35000;0;;2025-09-08
RES-01043;2025-05-14;"2025-05-14 13:00";"2025-05-14 14:00";ejecutada;6642396-4;"maria gonzalez";no;"restaurant 1";providencia;30000;30000;tarjeta;2025-05-13
RES-01048;2025-09-16;"2025-09-16 20:00";"2025-09-16 21:00";ejecutada;24945636-5;"ana silva";si;"salon eventos 2";"la florida";100000;100000;efectivo;2025-09-14
RES-01049;2025-09-07;"2025-09-07 20:00";"2025-09-07 21:00";ejecutada;22078734-6;"pedro rojas";si;"salon eventos 4";"santa cruz";100000;100000;efectivo;2025-09-04
RES-01050;2025-03-04;"2025-03-04 22:00";"2025-03-04 23:00";cancelada;10145466-5;"pedro rojas";si;"piscina 2";providencia;20000;0;;2025-03-04
RES-01051;2025-03-04;"2025-03-04 13:00";"2025-03-04 14:00";cancelada;20997181-k;"juan perez";si;"restaurant 1";providencia;30000;0;;2025-02-27
RES-01052;2025-06-11;"2025-06-11 10:00";"2025-06-11 11:00";ejecutada;13914038-9;"luis contreras";si;"restaurant 2";"la florida";30000;30000;efectivo;2025-06-06
RES-01053;2025-02-04;"2025-02-04 13:00";"2025-02-04 14:00";cancelada;6988936-0;"maria gonzalez";si;"cancha padel aire libre";"santiago centro";25000;0;;2025-02-03
RES-01054;2025-10-07;"2025-10-07 12:00";"2025-10-07 13:00";reservada;15585247-k;"pedro rojas";si;"salon eventos 2";"la florida";100000;0;;2025-10-05
RES-01056;2025-08-15;"2025-08-15 20:00";"2025-08-15 21:00";reservada;23433621-5;"maria gonzalez";si;"cancha tenis aire libre";"la florida";25000;0;;2025-08-14
RES-01063;2025-12-06;"2025-12-06 19:00";"2025-12-06 20:00";ejecutada;24635453-7;"juan perez";no;"salon eventos 4";providencia;100000;100000;transferencia;2025-12-04
RES-01064;2025-12-15;"2025-12-15 19:00";"2025-12-15 20:00";ejecutada;21156024-k;"maria gonzalez";si;"restaurant 1";providencia;30000;30000;tarjeta;2025-12-11
RES-01066;2025-05-12;"2025-05-12 11:00";"2025-05-12 12:00";cancelada;6512346-0;"maria gonzalez";no;"cancha futbolito techada";providencia;35000;0;;2025-05-12
RES-01068;2025-07-05;"2025-07-05 11:00";"2025-07-05 12:00";reservada;6442121-2;"pedro rojas";si;"cancha futbolito aire libre";providencia;25000;0;;2025-07-03
RES-01069;2025-06-01;"2025-06-01 09:00";"2025-06-01 10:00";cancelada;19544570-2;"maria gonzalez";no;"salon eventos 1";"la florida";100000;0;;2025-05-28
RES-01071;2025-05-05;"2025-05-05 16:00";"2025-05-05 17:00";ejecutada;22256719-k;"ana silva";no;"cancha tenis aire libre";"la florida";25000;25000;efectivo;2025-05-01
RES-01075;2025-11-16;"2025-11-16 17:00";"2025-11-16 18:00";reservada;24795565-8;"luis contreras";no;"cancha tenis aire libre";"la florida";25000;0;;2025-11-11
RES-01076;2025-01-14;"2025-01-14 16:00";"2025-01-14 17:00";ejecutada;15807009-k;"luis contreras";no;"cancha tenis aire libre";"la florida";25000;25000;tarjeta;2025-01-13
RES-01077;2026-06-15;"2026-06-17 10:00";"2026-06-17 11:00";reservada;11984768-0;"luis contreras";si;"cancha tenis aire libre";"santiago centro";25000;0;;2025-11-18
RES-01079;2025-09-09;"2025-09-09 10:00";"2025-09-09 11:00";ejecutada;22075434-0;"ana silva";si;"cancha futbolito aire libre";"santa cruz";25000;25000;tarjeta;2025-09-06
RES-01081;2025-11-13;"2025-11-13 19:00";"2025-11-13 20:00";ejecutada;19484029-2;"luis contreras";no;"salon eventos 2";"santa cruz";100000;100000;transferencia;2025-11-12
RES-01085;2025-09-16;"2025-09-16 20:00";"2025-09-16 21:00";reservada;7479790-3;"luis contreras";si;"salon eventos 2";"santiago centro";100000;0;;2025-09-15
RES-01086;2025-07-19;"2025-07-19 18:00";"2025-07-19 19:00";reservada;20727566-2;"juan perez";si;"piscina 1";providencia;20000;0;;2025-07-14
RES-01089;2025-01-10;"2025-01-10 11:00";"2025-01-10 12:00";reservada;23457711-5;"luis contreras";si;"piscina 2";"santiago centro";20000;0;;2025-01-10
RES-01090;2025-10-04;"2025-10-04 08:00";"2025-10-04 09:00";reservada;12922397-9;"maria gonzalez";si;"restaurant 2";"santiago centro";30000;0;;2025-09-29
RES-01091;2025-03-12;"2025-03-12 21:00";"2025-03-12 22:00";cancelada;11521745-3;"ana silva";si;"salon eventos 1";providencia;100000;0;;2025-03-11
RES-01095;2025-08-08;"2025-08-08 10:00";"2025-08-08 11:00";reservada;17453904-9;"ana silva";si;"cancha futbolito techada";"la florida";35000;0;;2025-08-07
RES-01097;2025-05-19;"2025-05-19 08:00";"2025-05-19 09:00";ejecutada;12730200-6;"maria gonzalez";no;"salon eventos 4";"santiago centro";100000;100000;efectivo;2025-05-16
RES-01098;2025-06-15;"2025-06-15 09:00";"2025-06-15 10:00";ejecutada;13761426-k;"maria gonzalez";no;"piscina 2";"la florida";20000;20000;efectivo;2025-06-11
RES-01101;2025-02-09;"2025-02-09 13:00";"2025-02-09 14:00";ejecutada;11541623-5;"maria gonzalez";no;"cancha basquetbol aire libre";"santiago centro";25000;25000;transferencia;2025-02-08
RES-01103;2025-11-19;"2025-11-19 13:00";"2025-11-19 14:00";reservada;21554696-9;"maria gonzalez";si;"cancha padel aire libre";"la florida";25000;0;;2025-11-17
RES-01104;2025-07-05;"2025-07-05 13:00";"2025-07-05 14:00";ejecutada;20928234-8;"pedro rojas";no;"salon eventos 3";providencia;100000;100000;tarjeta;2025-06-30
RES-01105;2025-03-12;"2025-03-12 13:00";"2025-03-12 14:00";ejecutada;18154120-2;"maria gonzalez";si;"piscina 1";"santiago centro";20000;20000;tarjeta;2025-03-09
RES-01106;2025-03-18;"2025-03-18 11:00";"2025-03-18 12:00";cancelada;16848416-1;"ana silva";no;"salon eventos 1";"santa cruz";100000;0;;2025-03-13
RES-01107;2025-12-09;"2025-12-09 20:00";"2025-12-09 21:00";ejecutada;21156024-k;"maria gonzalez";si;"cancha padel techada";"la florida";35000;35000;transferencia;2025-12-05
RES-01108;2025-07-08;"2025-07-08 11:00";"2025-07-08 12:00";reservada;16253483-1;"maria gonzalez";no;"cancha tenis techada";"la florida";35000;0;;2025-07-07
RES-01109;2025-05-13;"2025-05-13 21:00";"2025-05-13 22:00";cancelada;10934689-6;"pedro rojas";si;"restaurant 2";providencia;30000;0;;2025-05-13
RES-01111;2025-11-19;"2025-11-19 20:00";"2025-11-19 21:00";reservada;5854603-8;"luis contreras";no;"cancha basquetbol aire libre";"la florida";25000;0;;2025-11-14
RES-01114;2025-08-11;"2025-08-11 16:00";"2025-08-11 17:00";ejecutada;7106046-2;"maria gonzalez";si;"piscina 2";"santa cruz";20000;20000;transferencia;2025-08-08
RES-01116;2025-06-13;"2025-06-13 09:00";"2025-06-13 10:00";ejecutada;12453493-3;"juan perez";no;"restaurant 1";providencia;30000;30000;transferencia;2025-06-09
RES-01120;2025-06-03;"2025-06-03 16:00";"2025-06-03 17:00";cancelada;23849659-4;"maria gonzalez";si;"salon eventos 1";"santiago centro";100000;0;;2025-06-01
RES-01123;2025-02-15;"2025-02-15 22:00";"2025-02-15 23:00";reservada;8722237-3;"juan perez";no;"salon eventos 1";"santiago centro";100000;0;;2025-02-13
RES-01127;2025-12-11;"2025-12-11 18:00";"2025-12-11 19:00";cancelada;5645014-9;"pedro rojas";no;"cancha futbolito aire libre";providencia;25000;0;;2025-12-06
RES-01140;2025-08-17;"2025-08-17 15:00";"2025-08-17 16:00";ejecutada;6559917-1;"maria gonzalez";no;"cancha basquetbol aire libre";"santiago centro";25000;25000;efectivo;2025-08-16
