evento_id;nombre_evento;fecha_contratación;fecha_evento;lugar_nombre;sucursal_nombre;tipo_cliente;run_cliente;nombre_cliente;rut_contacto_empresa;nombre_contacto_empresa;cargo_contacto;lista_asistentes;monto_total_evento;monto_pagado_reserva;monto_pagado_ejecucion
250;Seminario AcadÃ©mico;20-11-25;12-02-26;SalonEventos2;Providencia;empresa-institucion;76.000.168-6;Aconcagua Tecnología SpA;13666002-0;Demetria Benavides Olavarría;Decano;"Camila Vidal;Pedro Lagos;Elena Gonzalez;Pablo Vidal;Sofia Lagos;Luis Tapia;Juan Contreras;Luis Gonzalez;Elena Lagos;Ana Perez;Ana Iturra;Juan Vidal;Antonella Mendez;Juan Rojas;Lucas Iturra;Ana Vidal;Lucas Silva;Ana Gonzalez;Lucas Silva;Lucas Lagos;Lucas Perez;Elena Lagos;Camila Contreras;Elena Rojas;Antonella Contreras;Camila Silva;Lucas Contreras;Camila Silva;Lucas Vidal;Luis Contreras;Luis Lagos;Pablo Perez;Maria Mendez;Ana Silva;Ana Gonzalez;Elena Rojas;Juan Tapia;Diego Lagos;Elena Vidal;Maria Iturra;Elena Iturra;Camila Tapia;Pablo Gonzalez;Pedro Iturra;Pablo Perez";12800000;6400000;6400000
251;Fiesta de PremiaciÃ³n;16-11-25;25-02-26;SalonEventos1;Santa Cruz;socio;17767043-6;;;;Productora;"Elena Silva;Pablo Lagos;Pablo Contreras;Maria Mendez;Pedro Silva;Pablo Silva;Elena Perez;Camila Rojas;Lucas Iturra;Lucas Perez;Pablo Lagos;Diego Tapia;Juan Silva;Maria Gonzalez;Antonella Tapia;Lucas Tapia;Camila Iturra;Elena Rojas;Camila Rojas;Ana Iturra;Antonella Contreras;Elena Rojas;Maria Lagos;Pedro Iturra;Ana Silva;Maria Tapia;Antonella Lagos;Elena Gonzalez;Pablo Mendez;Elena Gonzalez;Juan Iturra;Pedro Silva;Juan Gonzalez;Diego Gonzalez;Maria Rojas;Luis Rojas;Sofia Tapia;Juan Iturra;Lucas Rojas;Pedro Iturra;Pedro Lagos;Maria Mendez;Juan Iturra;Pablo Rojas;Sofia Tapia";27200000;13600000;13600000
252;Aniversario Institucional;21-01-26;19-02-26;SalonEventos1;La Florida;empresa-institucion;76.000.169-4;Austral Tecnología SpA;19047251-5;Herminda Calderon Calderon;Presidente;"Pablo Silva;Elena Perez;Pedro Perez;Lucas Perez;Camila Iturra;Antonella Gonzalez;Diego Tapia;Elena Mendez;Elena Gonzalez;Maria Vidal;Maria Tapia;Lucas Rojas;Luis Tapia;Antonella Contreras;Pablo Tapia;Sofia Vidal;Pablo Iturra;Antonella Perez;Camila Silva;Sofia Rojas;Pedro Vidal;Sofia Lagos;Diego Gonzalez;Diego Mendez;Ana Rojas;Luis Vidal;Ana Iturra;Juan Lagos;Pablo Contreras;Pablo Contreras;Antonella Lagos;Pablo Tapia;Pedro Contreras;Pedro Rojas;Lucas Gonzalez;Antonella Lagos;Sofia Tapia;Ana Lagos;Antonella Contreras;Elena Vidal;Antonella Vidal;Camila Mendez;Maria Perez;Sofia Rojas;Antonella Iturra";19300000;9650000;9650000
253;Evento de Networking;28-09-25;09-02-26;SalonEventos2;Santiago Centro;empresa-institucion;76.000.170-8;Cumbre Tecnología SpA;17429180-2;Bernarda Mondaca Arancibia;Coordinadora;"Pablo Iturra;Lucas Vidal;Antonella Contreras;Elena Vidal;Camila Gonzalez;Luis Iturra;Ana Contreras;Juan Silva;Juan Perez;Camila Contreras;Juan Contreras;Luis Vidal;Sofia Perez;Elena Rojas;Luis Mendez;Camila Gonzalez;Juan Mendez;Antonella Tapia;Sofia Perez;Diego Rojas;Camila Iturra;Camila Iturra;Diego Perez;Antonella Silva;Antonella Gonzalez;Ana Iturra;Camila Tapia;Antonella Iturra;Diego Vidal;Ana Silva;Ana Tapia;Lucas Lagos;Camila Perez;Juan Contreras;Diego Mendez;Ana Silva;Maria Vidal;Diego Tapia;Lucas Rojas;Antonella Tapia;Elena Tapia;Lucas Rojas;Juan Silva;Juan Perez;Sofia Iturra";8400000;4200000;4200000
254;Taller de Verano;19-09-25;10-02-26;SalonEventos2;Providencia;persona;14339730-0;Herminda Estay Mondaca;;;Instructor;"Antonella Vidal;Camila Gonzalez;Diego Lagos;Camila Contreras;Elena Contreras;Juan Silva;Pablo Contreras;Pablo Silva;Lucas Rojas;Diego Rojas;Ana Tapia;Ana Mendez;Juan Contreras;Diego Silva;Pablo Contreras;Pablo Vidal;Maria Perez;Luis Tapia;Camila Contreras;Pablo Perez;Lucas Rojas;Maria Lagos;Pablo Tapia;Maria Tapia;Elena Mendez;Pablo Silva;Luis Mendez;Sofia Contreras;Juan Gonzalez;Ana Perez;Juan Tapia;Sofia Lagos;Juan Tapia;Sofia Mendez;Diego Lagos;Ana Lagos;Pedro Rojas;Diego Rojas;Lucas Contreras;Antonella Silva;Elena Silva;Antonella Vidal;Ana Rojas;Sofia Rojas;Sofia Contreras";5900000;2950000;2950000
255;Gala de Caridad;03-10-25;18-02-26;SalonEventos3;Santiago Centro;empresa-institucion;76.000.171-6;Valle Tecnología SpA;20301160-1;Casimiro Olavarría Benavides;Director;"Sofia Tapia;Ana Contreras;Pedro Silva;Maria Perez;Camila Lagos;Ana Tapia;Maria Tapia;Sofia Gonzalez;Elena Gonzalez;Maria Mendez;Pedro Gonzalez;Elena Lagos;Antonella Mendez;Ana Gonzalez;Pablo Gonzalez;Sofia Perez;Sofia Perez;Elena Mendez;Ana Rojas;Elena Rojas;Pedro Mendez;Pedro Silva;Pedro Rojas;Diego Gonzalez;Pedro Perez;Camila Iturra;Camila Lagos;Pablo Mendez;Elena Lagos;Pedro Iturra;Maria Silva;Maria Iturra;Lucas Iturra;Elena Perez;Antonella Tapia;Juan Mendez;Pablo Iturra;Luis Rojas;Pablo Tapia;Antonella Vidal;Lucas Contreras;Diego Iturra;Maria Iturra;Sofia Gonzalez;Diego Vidal";23600000;11800000;11800000
256;Cena de Clausura;07-01-26;23-02-26;SalonEventos1;Santiago Centro;empresa-institucion;76.000.172-4;Río Tecnología SpA;17587845-9;Bernarda Arancibia Olavarría;MaÃ®tre;"Diego Vidal;Sofia Silva;Ana Perez;Pedro Gonzalez;Antonella Tapia;Ana Perez;Lucas Tapia;Maria Contreras;Ana Perez;Pablo Contreras;Diego Silva;Ana Contreras;Maria Silva;Ana Contreras;Lucas Iturra;Elena Lagos;Pedro Tapia;Luis Gonzalez;Luis Tapia;Elena Gonzalez;Camila Gonzalez;Elena Tapia;Juan Silva;Camila Mendez;Pablo Mendez;Lucas Contreras;Pedro Gonzalez;Luis Rojas;Luis Vidal;Ana Perez;Juan Vidal;Diego Mendez;Lucas Gonzalez;Pablo Lagos;Sofia Mendez;Ana Tapia;Antonella Tapia;Pedro Mendez;Pedro Mendez;Pedro Iturra;Lucas Vidal;Antonella Perez;Camila Mendez;Elena Gonzalez;Luis Rojas";14100000;7050000;7050000
257;Workshop Corporativo;21-11-25;02-02-26;SalonEventos4;La Florida;empresa-institucion;76.000.173-2;Bosque Tecnología SpA;21910501-0;Eulogio Duarte Calderon;Facilitador;"Juan Rojas;Pedro Silva;Luis Gonzalez;Antonella Mendez;Antonella Silva;Diego Silva;Diego Gonzalez;Camila Contreras;Maria Tapia;Maria Tapia;Luis Iturra;Juan Tapia;Ana Vidal;Sofia Vidal;Juan Mendez;Diego Iturra;Elena Perez;Juan Contreras;Ana Rojas;Juan Silva;Camila Lagos;Luis Mendez;Sofia Rojas;Elena Mendez;Antonella Contreras;Ana Silva;Juan Lagos;Luis Tapia;Ana Silva;Maria Gonzalez;Luis Vidal;Luis Mendez;Sofia Silva;Juan Mendez;Luis Silva;Camila Gonzalez;Luis Vidal;Pedro Tapia;Ana Mendez;Ana Vidal;Ana Iturra;Juan Tapia;Pedro Mendez;Lucas Gonzalez;Luis Contreras";11200000;5600000;5600000
258;Fiesta de Bienvenida;12-12-25;19-02-26;SalonEventos3;Providencia;socio;10254798-2;;;;Manager;"Ana Iturra;Lucas Gonzalez;Pedro Contreras;Luis Lagos;Antonella Lagos;Maria Gonzalez;Pablo Perez;Camila Gonzalez;Luis Mendez;Ana Contreras;Diego Gonzalez;Elena Vidal;Antonella Lagos;Diego Rojas;Maria Contreras;Camila Rojas;Diego Lagos;Ana Silva;Diego Tapia;Pedro Iturra;Juan Silva;Pablo Mendez;Ana Vidal;Elena Mendez;Elena Lagos;Pedro Lagos;Diego Contreras;Lucas Mendez;Maria Tapia;Diego Rojas;Pedro Contreras;Diego Contreras;Maria Silva;Pablo Iturra;Elena Silva;Pablo Silva;Sofia Mendez;Maria Lagos;Juan Tapia;Antonella Lagos;Pablo Rojas;Juan Perez;Ana Silva;Sofia Lagos;Lucas Iturra";25800000;12900000;12900000
259;ReuniÃ³n Ejecutiva;17-10-25;27-02-26;SalonEventos3;La Florida;empresa-institucion;76.000.174-0;Altos Tecnología SpA;23573115-0;Filomena Ubilla Benavides;Socio;"Sofia Tapia;Lucas Perez;Juan Silva;Diego Tapia;Antonella Silva;Elena Contreras;Pablo Iturra;Antonella Tapia;Lucas Mendez;Pedro Tapia;Pedro Vidal;Elena Tapia;Antonella Rojas;Ana Lagos;Pedro Iturra;Elena Perez;Elena Lagos;Juan Vidal;Pedro Silva;Ana Contreras;Camila Mendez;Luis Tapia;Sofia Iturra;Sofia Mendez;Camila Silva;Maria Gonzalez;Luis Lagos;Elena Tapia;Ana Tapia;Camila Iturra;Juan Mendez;Diego Gonzalez;Lucas Perez;Elena Perez;Maria Vidal;Ana Silva;Antonella Lagos;Antonella Tapia;Luis Iturra;Camila Lagos;Luis Mendez;Sofia Vidal;Maria Mendez;Camila Contreras;Elena Iturra";7400000;3700000;3700000
260;Lanzamiento Editorial;15-11-25;15-02-26;SalonEventos3;La Florida;empresa-institucion;76.000.175-9;Nova Tecnología SpA;16795199-6;Aurelio Benavides Duarte;Editora;"Pedro Mendez;Lucas Silva;Camila Vidal;Elena Rojas;Pedro Rojas;Camila Lagos;Luis Contreras;Camila Lagos;Camila Rojas;Juan Perez;Luis Vidal;Pedro Iturra;Elena Lagos;Maria Mendez;Juan Gonzalez;Maria Gonzalez;Pedro Mendez;Sofia Contreras;Pablo Mendez;Pedro Mendez;Luis Iturra;Maria Iturra;Pedro Iturra;Pedro Gonzalez;Diego Gonzalez;Luis Perez;Camila Rojas;Juan Contreras;Pedro Tapia;Pablo Lagos;Maria Lagos;Luis Lagos;Maria Rojas;Elena Gonzalez;Luis Perez;Camila Vidal;Pablo Contreras;Pablo Lagos;Camila Perez;Juan Mendez;Diego Lagos;Ana Lagos;Ana Perez;Pedro Iturra;Antonella Silva";13200000;6600000;6600000
261;Cocktail Social;05-09-25;20-02-26;SalonEventos3;Santiago Centro;empresa-institucion;76.000.176-7;Prisma Tecnología SpA;10380025-0;Herminda Benavides Estay;Relaciones PÃºblicas;"Diego Vidal;Juan Tapia;Maria Iturra;Ana Tapia;Juan Contreras;Elena Iturra;Elena Iturra;Pedro Mendez;Sofia Tapia;Luis Lagos;Luis Tapia;Pedro Perez;Sofia Iturra;Juan Gonzalez;Pablo Lagos;Elena Vidal;Maria Rojas;Diego Vidal;Elena Mendez;Luis Lagos;Juan Vidal;Luis Vidal;Ana Perez;Ana Contreras;Elena Iturra;Luis Tapia;Ana Rojas;Elena Contreras;Luis Silva;Lucas Lagos;Juan Silva;Maria Lagos;Antonella Perez;Ana Mendez;Luis Rojas;Juan Iturra;Camila Mendez;Camila Rojas;Pablo Tapia;Lucas Iturra;Elena Silva;Pedro Tapia;Diego Tapia;Diego Vidal;Pablo Lagos";18900000;9450000;9450000
262;Simposio MÃ©dico;01-09-25;17-02-26;SalonEventos2;Santa Cruz;empresa-institucion;76.000.177-5;Vértice Tecnología SpA;15663264-3;Eulogio Calderon Benavides;Director MÃ©dico;"Luis Iturra;Juan Contreras;Maria Rojas;Juan Gonzalez;Ana Gonzalez;Antonella Gonzalez;Lucas Iturra;Maria Tapia;Luis Mendez;Camila Silva;Lucas Contreras;Pablo Contreras;Pedro Mendez;Ana Gonzalez;Luis Silva;Sofia Iturra;Ana Lagos;Lucas Tapia;Maria Tapia;Luis Mendez;Camila Iturra;Maria Rojas;Diego Mendez;Ana Iturra;Antonella Silva;Ana Tapia;Sofia Perez;Ana Tapia;Elena Vidal;Antonella Perez;Juan Iturra;Camila Gonzalez;Antonella Tapia;Pablo Perez;Juan Contreras;Sofia Tapia;Ana Contreras;Ana Tapia;Diego Contreras;Elena Silva;Pedro Vidal;Camila Gonzalez;Pedro Mendez;Lucas Tapia;Pablo Lagos";22300000;11150000;11150000
263;Foro de InnovaciÃ³n;16-09-25;13-02-26;SalonEventos3;Santiago Centro;socio;14006506-4;;;;Analista;"Sofia Mendez;Pedro Vidal;Elena Iturra;Diego Iturra;Luis Tapia;Ana Lagos;Pedro Mendez;Sofia Gonzalez;Pedro Lagos;Camila Gonzalez;Lucas Vidal;Sofia Tapia;Ana Perez;Sofia Vidal;Camila Perez;Pablo Gonzalez;Sofia Perez;Pedro Contreras;Maria Rojas;Antonella Mendez;Maria Gonzalez;Pedro Perez;Diego Iturra;Luis Contreras;Juan Silva;Ana Lagos;Juan Iturra;Antonella Mendez;Lucas Lagos;Antonella Contreras;Juan Silva;Diego Tapia;Sofia Lagos;Ana Gonzalez;Pedro Vidal;Pedro Rojas;Camila Mendez;Pedro Mendez;Antonella Vidal;Pedro Rojas;Sofia Gonzalez;Pedro Lagos;Sofia Gonzalez;Pablo Gonzalez;Diego Iturra";26500000;13250000;13250000
264;Jornada de IntegraciÃ³n;22-01-26;25-02-26;SalonEventos4;Santiago Centro;empresa-institucion;76.000.178-3;Horizonte Tecnología SpA;19732392-2;Gumersindo Olavarría Duarte;Consultor;"Pedro Mendez;Camila Vidal;Antonella Iturra;Pedro Contreras;Camila Gonzalez;Ana Contreras;Antonella Lagos;Ana Gonzalez;Pedro Vidal;Antonella Rojas;Pablo Lagos;Pablo Iturra;Sofia Vidal;Ana Tapia;Lucas Iturra;Sofia Lagos;Lucas Vidal;Juan Iturra;Camila Iturra;Antonella Vidal;Ana Gonzalez;Sofia Tapia;Pablo Mendez;Pedro Vidal;Sofia Iturra;Sofia Tapia;Lucas Perez;Ana Contreras;Antonella Lagos;Juan Mendez;Pedro Gonzalez;Ana Lagos;Pablo Perez;Antonella Mendez;Camila Iturra;Pedro Mendez;Luis Rojas;Luis Silva;Juan Rojas;Sofia Mendez;Pedro Gonzalez;Maria Iturra;Maria Mendez;Camila Perez;Luis Lagos";9600000;4800000;4800000
265;Charla de MotivaciÃ³n;07-11-25;28-02-26;SalonEventos4;Santiago Centro;socio;8509469-6;;;;Speaker;"Juan Silva;Diego Mendez;Luis Iturra;Elena Lagos;Antonella Tapia;Pedro Lagos;Pedro Lagos;Sofia Contreras;Luis Tapia;Maria Contreras;Elena Silva;Antonella Mendez;Antonella Rojas;Antonella Rojas;Sofia Mendez;Camila Iturra;Camila Mendez;Maria Vidal;Lucas Contreras;Antonella Tapia;Pedro Iturra;Pedro Mendez;Diego Tapia;Lucas Vidal;Maria Gonzalez;Sofia Lagos;Maria Mendez;Luis Iturra;Elena Perez;Juan Tapia;Camila Rojas;Camila Mendez;Ana Perez;Juan Perez;Lucas Vidal;Luis Vidal;Antonella Rojas;Diego Mendez;Pedro Silva;Elena Iturra;Camila Tapia;Camila Lagos;Antonella Gonzalez;Sofia Tapia;Pablo Iturra";10400000;5200000;5200000
266;ExposiciÃ³n FotogrÃ¡fica;04-02-26;25-02-26;SalonEventos4;Santiago Centro;socio;16261368-5;;;;Curador;"Antonella Rojas;Ana Gonzalez;Pedro Gonzalez;Lucas Silva;Diego Contreras;Elena Gonzalez;Sofia Iturra;Luis Tapia;Lucas Perez;Pablo Vidal;Lucas Mendez;Luis Gonzalez;Luis Gonzalez;Maria Perez;Pablo Lagos;Juan Rojas;Camila Lagos;Antonella Vidal;Camila Contreras;Ana Lagos;Luis Vidal;Juan Iturra;Pedro Perez;Camila Mendez;Pedro Vidal;Pablo Mendez;Camila Tapia;Ana Contreras;Pablo Lagos;Antonella Iturra;Sofia Gonzalez;Camila Vidal;Antonella Rojas;Antonella Perez;Lucas Perez;Camila Lagos;Pablo Tapia;Diego Silva;Camila Lagos;Lucas Gonzalez;Lucas Lagos;Antonella Lagos;Diego Rojas;Ana Silva;Luis Silva";17500000;8750000;8750000
267;PresentaciÃ³n Anual;25-09-25;19-02-26;SalonEventos4;Santiago Centro;empresa-institucion;76.000.179-1;Punto Tecnología SpA;11029849-8;Demetria Duarte Ubilla;Director;"Pedro Rojas;Antonella Contreras;Pedro Vidal;Sofia Contreras;Camila Gonzalez;Pedro Iturra;Sofia Contreras;Diego Tapia;Ana Iturra;Pedro Vidal;Ana Contreras;Camila Contreras;Antonella Contreras;Camila Iturra;Pedro Rojas;Pedro Vidal;Ana Gonzalez;Sofia Rojas;Ana Gonzalez;Ana Mendez;Juan Iturra;Diego Rojas;Lucas Gonzalez;Luis Iturra;Lucas Perez;Lucas Gonzalez;Diego Silva;Pedro Mendez;Sofia Contreras;Diego Vidal;Camila Silva;Antonella Lagos;Camila Mendez;Maria Mendez;Lucas Vidal;Diego Contreras;Camila Mendez;Antonella Mendez;Elena Tapia;Luis Lagos;Luis Contreras;Lucas Contreras;Lucas Contreras;Elena Silva;Elena Mendez";28400000;14200000;14200000
268;Mesa Redonda;11-09-25;09-02-26;SalonEventos1;Providencia;socio;5362794-3;;;;Moderadora;"Camila Rojas;Ana Contreras;Pedro Iturra;Pedro Vidal;Pablo Perez;Luis Silva;Antonella Perez;Luis Vidal;Sofia Gonzalez;Juan Tapia;Pablo Tapia;Diego Gonzalez;Maria Tapia;Juan Rojas;Ana Iturra;Luis Contreras;Luis Vidal;Maria Gonzalez;Diego Silva;Pedro Rojas;Camila Perez;Sofia Tapia;Sofia Iturra;Sofia Rojas;Ana Silva;Elena Lagos;Juan Silva;Maria Contreras;Diego Mendez;Pablo Tapia;Sofia Silva;Sofia Gonzalez;Ana Vidal;Juan Rojas;Juan Contreras;Diego Silva;Diego Vidal;Sofia Vidal;Maria Mendez;Ana Gonzalez;Lucas Contreras;Diego Rojas;Pablo Vidal;Elena Tapia;Maria Gonzalez";11900000;5950000;5950000
269;Cena de Gala Invierno;18-09-25;25-02-26;SalonEventos3;La Florida;empresa-institucion;76.000.180-5;Andes Consultora SpA;24414507-8;Demetria Benavides Mondaca;Productora;"Diego Vidal;Ana Mendez;Juan Rojas;Maria Tapia;Sofia Vidal;Camila Silva;Elena Contreras;Sofia Silva;Camila Silva;Sofia Vidal;Maria Gonzalez;Ana Gonzalez;Pablo Perez;Pablo Rojas;Elena Contreras;Juan Iturra;Maria Lagos;Ana Mendez;Luis Lagos;Sofia Lagos;Lucas Lagos;Sofia Gonzalez;Luis Contreras;Antonella Lagos;Elena Iturra;Pedro Mendez;Pablo Perez;Elena Vidal;Maria Perez;Lucas Iturra;Juan Gonzalez;Maria Mendez;Pablo Perez;Diego Mendez;Maria Lagos;Antonella Gonzalez;Ana Rojas;Lucas Lagos;Lucas Contreras;Pablo Contreras;Diego Rojas;Elena Contreras;Sofia Contreras;Maria Tapia;Ana Iturra";29100000;14550000;14550000
270;Lanzamiento de Marca;21-09-25;27-02-26;SalonEventos3;La Florida;socio;8648495-9;;;;CEO;"Pedro Contreras;Juan Tapia;Camila Perez;Elena Perez;Juan Iturra;Lucas Vidal;Juan Rojas;Lucas Tapia;Juan Iturra;Maria Lagos;Diego Iturra;Lucas Lagos;Elena Perez;Pablo Lagos;Sofia Tapia;Camila Contreras;Antonella Mendez;Elena Silva;Juan Perez;Sofia Gonzalez;Diego Contreras;Camila Vidal;Pedro Mendez;Antonella Perez;Juan Rojas;Ana Vidal;Diego Contreras;Diego Iturra;Luis Iturra;Camila Rojas;Sofia Rojas;Lucas Perez;Lucas Gonzalez;Camila Gonzalez;Diego Silva;Lucas Contreras;Maria Gonzalez;Luis Iturra;Pablo Tapia;Juan Perez;Lucas Tapia;Elena Tapia;Lucas Gonzalez;Luis Mendez;Juan Tapia";24700000;12350000;12350000
271;Seminario de Ventas;18-09-25;13-02-26;SalonEventos3;Providencia;socio;6833542-6;;;;Jefe Ventas;"Juan Rojas;Antonella Vidal;Ana Contreras;Sofia Lagos;Juan Rojas;Ana Silva;Elena Rojas;Pedro Iturra;Sofia Perez;Pedro Iturra;Antonella Rojas;Camila Silva;Camila Tapia;Diego Silva;Camila Tapia;Juan Mendez;Camila Silva;Juan Vidal;Camila Mendez;Diego Perez;Camila Vidal;Elena Vidal;Camila Mendez;Lucas Iturra;Elena Tapia;Antonella Tapia;Juan Vidal;Antonella Silva;Antonella Vidal;Luis Contreras;Luis Perez;Pedro Contreras;Camila Gonzalez;Maria Gonzalez;Diego Vidal;Camila Vidal;Lucas Iturra;Pablo Vidal;Antonella Perez;Camila Gonzalez;Lucas Tapia;Juan Iturra;Pablo Contreras;Luis Contreras;Camila Rojas";15200000;7600000;7600000
272;Matrimonio Boutique;26-09-25;15-02-26;SalonEventos2;La Florida;socio;22719789-3;;;;Organizador;"Pablo Mendez;Juan Lagos;Elena Iturra;Elena Perez;Juan Gonzalez;Maria Lagos;Ana Rojas;Diego Contreras;Elena Mendez;Pablo Gonzalez;Antonella Mendez;Antonella Tapia;Juan Tapia;Maria Gonzalez;Ana Perez;Juan Mendez;Sofia Gonzalez;Ana Vidal;Pedro Mendez;Antonella Gonzalez;Diego Iturra;Pablo Gonzalez;Lucas Lagos;Antonella Contreras;Lucas Perez;Maria Gonzalez;Ana Perez;Sofia Vidal;Maria Lagos;Diego Mendez;Pablo Vidal;Luis Tapia;Juan Contreras;Antonella Silva;Diego Contreras;Juan Mendez;Juan Perez;Lucas Perez;Luis Contreras;Ana Rojas;Pablo Tapia;Lucas Rojas;Maria Lagos;Pedro Mendez;Antonella Mendez";21800000;10900000;10900000
273;CumpleaÃ±os Infantil;12-09-25;20-02-26;SalonEventos2;Santa Cruz;empresa-institucion;76.000.181-3;Pacifico Consultora SpA;18344745-9;Filomena Ubilla Olavarría;Animador;"Lucas Vidal;Diego Vidal;Camila Lagos;Elena Tapia;Camila Perez;Maria Tapia;Antonella Rojas;Sofia Rojas;Elena Lagos;Luis Rojas;Elena Silva;Sofia Contreras;Ana Perez;Elena Contreras;Ana Lagos;Sofia Rojas;Pedro Vidal;Antonella Silva;Camila Perez;Juan Gonzalez;Elena Iturra;Antonella Mendez;Camila Vidal;Ana Vidal;Lucas Gonzalez;Pablo Iturra;Lucas Rojas;Camila Rojas;Elena Perez;Sofia Vidal;Maria Perez;Pablo Silva;Pablo Vidal;Sofia Mendez;Luis Iturra;Antonella Vidal;Juan Silva;Ana Mendez;Maria Iturra;Antonella Mendez;Luis Silva;Sofia Perez;Pedro Mendez;Diego Contreras;Sofia Silva";5400000;2700000;2700000
274;DegustaciÃ³n Gourmet;15-09-25;05-02-26;SalonEventos3;Providencia;empresa-institucion;76.000.182-1;Patagonia Consultora SpA;20889239-8;Bernarda Mondaca Estay;Chef;"Juan Rojas;Pablo Perez;Luis Lagos;Pablo Mendez;Luis Vidal;Juan Contreras;Juan Lagos;Camila Contreras;Elena Gonzalez;Juan Silva;Ana Perez;Elena Tapia;Pedro Lagos;Sofia Iturra;Elena Rojas;Sofia Perez;Maria Lagos;Lucas Vidal;Pablo Vidal;Diego Lagos;Juan Iturra;Pedro Gonzalez;Sofia Vidal;Elena Rojas;Lucas Mendez;Juan Tapia;Ana Gonzalez;Elena Mendez;Diego Rojas;Camila Vidal;Pablo Gonzalez;Maria Silva;Luis Vidal;Pablo Rojas;Maria Vidal;Lucas Mendez;Lucas Mendez;Sofia Vidal;Pedro Tapia;Juan Gonzalez;Camila Tapia;Elena Lagos;Diego Contreras;Maria Mendez;Ana Silva";8900000;4450000;4450000
275;Concierto de CÃ¡mara;09-11-25;21-02-26;SalonEventos1;Santiago Centro;socio;19315520-0;;;;Director;"Maria Perez;Elena Vidal;Antonella Tapia;Elena Lagos;Juan Gonzalez;Lucas Perez;Pedro Mendez;Juan Tapia;Ana Mendez;Camila Gonzalez;Elena Gonzalez;Lucas Contreras;Pedro Contreras;Diego Perez;Diego Vidal;Diego Rojas;Elena Lagos;Ana Vidal;Diego Mendez;Juan Mendez;Sofia Silva;Camila Tapia;Luis Silva;Sofia Iturra;Elena Rojas;Ana Gonzalez;Sofia Lagos;Lucas Rojas;Lucas Silva;Luis Iturra;Diego Perez;Pablo Contreras;Ana Vidal;Sofia Gonzalez;Pedro Mendez;Ana Perez;Antonella Silva;Elena Tapia;Elena Iturra;Maria Lagos;Luis Lagos;Maria Gonzalez;Luis Perez;Luis Silva;Ana Gonzalez";26300000;13150000;13150000
276;Asamblea Regional;28-11-25;08-02-26;SalonEventos2;Providencia;empresa-institucion;76.000.183-K;Mapocho Consultora SpA;15493246-1;Gumersindo Benavides Arancibia;Secretario;"Camila Contreras;Pablo Iturra;Sofia Vidal;Sofia Perez;Elena Rojas;Antonella Gonzalez;Maria Iturra;Elena Rojas;Maria Tapia;Luis Iturra;Luis Mendez;Ana Contreras;Luis Tapia;Diego Rojas;Camila Gonzalez;Camila Perez;Camila Contreras;Diego Gonzalez;Pedro Vidal;Lucas Lagos;Sofia Rojas;Camila Contreras;Luis Vidal;Ana Lagos;Antonella Lagos;Antonella Rojas;Antonella Lagos;Pablo Mendez;Camila Mendez;Pablo Perez;Diego Mendez;Lucas Gonzalez;Elena Tapia;Lucas Iturra;Lucas Gonzalez;Diego Mendez;Pablo Mendez;Maria Silva;Diego Lagos;Lucas Silva;Ana Gonzalez;Sofia Vidal;Maria Rojas;Maria Rojas;Pablo Tapia";10200000;5100000;5100000
277;Taller de FotografÃ­a;14-01-26;16-02-26;SalonEventos1;Providencia;socio;20099638-0;;;;Instructor;"Pablo Lagos;Elena Gonzalez;Luis Lagos;Camila Lagos;Luis Lagos;Luis Lagos;Pablo Iturra;Diego Tapia;Elena Perez;Diego Mendez;Sofia Tapia;Pedro Gonzalez;Maria Perez;Ana Contreras;Luis Rojas;Camila Mendez;Pedro Mendez;Ana Rojas;Lucas Tapia;Sofia Contreras;Elena Mendez;Elena Lagos;Ana Silva;Maria Mendez;Luis Rojas;Diego Contreras;Diego Gonzalez;Antonella Lagos;Pedro Lagos;Ana Iturra;Pablo Vidal;Diego Vidal;Pablo Vidal;Pedro Vidal;Sofia Perez;Pablo Mendez;Sofia Mendez;Ana Contreras;Lucas Tapia;Luis Lagos;Luis Perez;Pedro Contreras;Elena Lagos;Elena Gonzalez;Luis Vidal";14500000;7250000;7250000
278;Matrimonio Civil;08-11-25;25-02-26;SalonEventos1;Santa Cruz;persona;11846806-6;Eulogio Arancibia Benavides;;;Planificador;"Lucas Perez;Lucas Lagos;Diego Vidal;Pablo Iturra;Camila Gonzalez;Sofia Gonzalez;Elena Perez;Ana Gonzalez;Pablo Iturra;Diego Mendez;Camila Mendez;Sofia Mendez;Maria Vidal;Elena Vidal;Lucas Gonzalez;Lucas Iturra;Sofia Tapia;Pedro Rojas;Ana Gonzalez;Antonella Mendez;Antonella Mendez;Elena Contreras;Luis Mendez;Luis Perez;Antonella Mendez;Juan Contreras;Diego Silva;Antonella Lagos;Juan Rojas;Pedro Lagos;Luis Mendez;Camila Lagos;Diego Gonzalez;Ana Mendez;Pedro Gonzalez;Pablo Contreras;Maria Iturra;Lucas Tapia;Juan Rojas;Ana Gonzalez;Maria Tapia;Luis Lagos;Antonella Contreras;Diego Lagos;Camila Vidal";22400000;11200000;11200000
