run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
21491623-8;"loreto contreras espinoza";loreto.contreras100@mail.cl;;;"av providencia 3300";independencia;13;metropolitana;adicional;5970124-k;;;2025-01-01;2025-12-31;NO;;;providencia
8179729-8;"claudio jara mendez";claudio.jara507@mail.cl;;;"av alameda 2600";"san miguel";13;metropolitana;invitado;12473060-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
17450764-3;"oscar pardo mendez";oscar.pardo269@mail.cl;997596498;;"av macul 2100";providencia;13;metropolitana;adicional;21896425-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
24581909-9;"mauricio jara pardo";mauricio.jara638@mail.cl;987361677;;"av alameda 3500";nunoa;13;metropolitana;adicional;5400402-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
9401387-6;"kevin ortiz pardo";kevin.ortiz433@mail.cl;943342766;;"av pedro de valdivia 800";"santa cruz";6;o'higgins;adicional;9501051-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
9512775-4;"gonzalo fuentes mendez";gonzalo.fuentes188@mail.cl;932239586;;"av providencia 4000";"puente alto";13;metropolitana;adicional;21265551-1;;;2025-01-01;2025-12-31;NO;;;"la florida"
11583321-5;"enrique contreras alvarez";enrique.contreras449@mail.cl;920702758;;"av providencia 3400";concepcion;8;biobio;beneficiario;23796414-4;;;2025-01-01;2025-12-31;NO;;;"la florida"
10217660-k;"natalia alvarez jara";natalia.alvarez112@mail.cl;994554050;;"av recoleta 3200";"vina del mar";5;valparaiso;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave3775;"santa cruz"
14927354-1;"kevin henriquez quezada";kevin.henriquez158@mail.cl;945102561;;"av apoquindo 2100";"la florida";13;metropolitana;adicional;21739535-6;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
9221726-0;"enrique duarte jara";enrique.duarte915@mail.cl;;;"av macul 3000";"las condes";13;metropolitana;adicional;10140560-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
15964724-2;"gonzalo ortiz quezada";gonzalo.ortiz918@mail.cl;997456353;;"av vicuna mackenna 3300";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2490;"la florida"
5522419-6;"ignacio iturra barrera";ignacio.iturra72@mail.cl;910809237;;"av vicuna mackenna 200";concepcion;8;biobio;adicional;19206433-3;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11781761-k;"loreto mendez ortiz";loreto.mendez663@mail.cl;922537179;;"av recoleta 3300";providencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4471;"la florida"
17493753-9;"alvaro jara lagos";alvaro.jara862@mail.cl;957543896;;"av vicuna mackenna 3600";"vina del mar";5;valparaiso;adicional;6988932-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
8802505-9;"javiera espinoza henriquez";javiera.espinoza141@mail.cl;;;"av recoleta 200";concepcion;8;biobio;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave9636;"santiago centro"
11342656-9;"beatriz pardo alvarez";beatriz.pardo935@mail.cl;982326955;;"av alameda 3200";"las condes";13;metropolitana;invitado;10279026-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11423343-9;"javiera alvarez alvarez";javiera.alvarez772@mail.cl;952651526;;"av alameda 400";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4046;"santa cruz"
18952721-9;"ignacio jara quezada";ignacio.jara855@mail.cl;;;"av vicuna mackenna 4000";santiago;13;metropolitana;adicional;13706750-4;;;2025-01-01;2025-12-31;NO;;;"la florida"
7795967-8;"javiera nunez duarte";javiera.nunez116@mail.cl;;;"av macul 3800";"vina del mar";5;valparaiso;invitado;11166446-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20326175-6;"javiera lagos espinoza";javiera.lagos205@mail.cl;947841884;;"av irarrazaval 2400";"vina del mar";5;valparaiso;adicional;17615166-6;;;2025-01-01;2025-12-31;NO;;;providencia
15493862-1;"felicia espinoza galdames";felicia.espinoza110@mail.cl;945154430;;"av macul 3200";nunoa;13;metropolitana;invitado;6988932-3;;;2025-01-01;2025-12-31;NO;;;providencia
15066563-9;"gonzalo ortiz henriquez";gonzalo.ortiz252@mail.cl;956808473;;"av pedro de valdivia 1800";"vina del mar";5;valparaiso;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7957;"santiago centro"
10432223-1;"daniela nunez nunez";daniela.nunez306@mail.cl;;;"av macul 1200";"la reina";13;metropolitana;adicional;15563994-6;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
24208096-3;"patricia jara barrera";patricia.jara627@mail.cl;;;"av gran avenida 1900";santiago;13;metropolitana;adicional;22924363-2;;;2025-01-01;2025-12-31;NO;;;providencia
7464559-3;"daniela barrera mendez";daniela.barrera343@mail.cl;926017929;;"av pedro de valdivia 2600";"puente alto";13;metropolitana;adicional;23382051-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
11719585-6;"daniela quezada mendez";daniela.quezada923@mail.cl;984097547;;"av macul 2100";"santa cruz";6;o'higgins;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave2426;"santa cruz"
17530744-8;"felicia contreras duarte";felicia.contreras162@mail.cl;995636555;;"av vitacura 1400";nunoa;13;metropolitana;adicional;23796414-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20158143-5;"kevin henriquez espinoza";kevin.henriquez787@mail.cl;;;"av irarrazaval 3000";"la florida";13;metropolitana;invitado;24480744-5;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
13160807-2;"gonzalo galdames lagos";gonzalo.galdames16@mail.cl;974700670;;"av vitacura 3600";"las condes";13;metropolitana;adicional;11309417-6;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
21785078-8;"gonzalo alvarez ortiz";gonzalo.alvarez747@mail.cl;910048245;;"av pedro de valdivia 1200";"las condes";13;metropolitana;invitado;9737943-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
24977162-0;"beatriz ortiz henriquez";beatriz.ortiz662@mail.cl;983806403;;"av vicuna mackenna 2400";independencia;13;metropolitana;beneficiario;20197966-5;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
7860031-4;"daniela nunez barrera";daniela.nunez750@mail.cl;960992112;;"av recoleta 100";maipu;13;metropolitana;invitado;12480957-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
17748008-8;"mauricio galdames mendez";mauricio.galdames151@mail.cl;988475684;;"av alameda 1500";concepcion;8;biobio;invitado;16653005-1;;;2025-01-01;2025-12-31;NO;;;"la florida"
24466704-k;"ignacio barrera contreras";ignacio.barrera351@mail.cl;937122388;;"av alameda 400";"san miguel";13;metropolitana;adicional;24259004-k;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20545503-5;"patricia pardo iturra";patricia.pardo670@mail.cl;984011598;;"av pedro de valdivia 1300";"san miguel";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave6689;providencia
7233761-1;"oscar espinoza barrera";oscar.espinoza845@mail.cl;912496000;;"av alameda 2800";santiago;13;metropolitana;beneficiario;24973079-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
6632842-2;"ignacio jara mendez";ignacio.jara626@mail.cl;922707830;;"av gran avenida 900";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4659;providencia
9696768-4;"claudio alvarez contreras";claudio.alvarez384@mail.cl;944728758;;"av providencia 3100";maipu;13;metropolitana;adicional;8750445-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
13165225-6;"ignacio henriquez espinoza";ignacio.henriquez79@mail.cl;;;"av vicuna mackenna 3100";maipu;13;metropolitana;adicional;9501051-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
11060286-3;"helena quezada contreras";helena.quezada611@mail.cl;;;"av pedro de valdivia 2100";"la reina";13;metropolitana;adicional;20463400-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
8843281-9;"patricia mendez alvarez";patricia.mendez771@mail.cl;974177376;;"av vitacura 2900";independencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2856;"la florida"
22755741-9;"felicia jara alvarez";felicia.jara788@mail.cl;934037126;;"av apoquindo 3200";"las condes";13;metropolitana;adicional;9297003-4;;;2025-01-01;2025-12-31;NO;;;providencia
21831442-2;"mauricio ortiz quezada";mauricio.ortiz467@mail.cl;;;"av vitacura 1600";providencia;13;metropolitana;invitado;10140560-1;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
5925734-k;"beatriz contreras mendez";beatriz.contreras788@mail.cl;;;"av alameda 700";"la reina";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4719;providencia
10165273-1;"oscar alvarez fuentes";oscar.alvarez267@mail.cl;;;"av macul 300";"puente alto";13;metropolitana;beneficiario;19206433-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
20018536-6;"kevin fuentes iturra";kevin.fuentes516@mail.cl;;;"av providencia 3900";"las condes";13;metropolitana;adicional;21480086-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
14812670-4;"beatriz pardo espinoza";beatriz.pardo185@mail.cl;988508208;;"av irarrazaval 1300";providencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8126;"santiago centro"
8330933-4;"kevin pardo iturra";kevin.pardo498@mail.cl;937143189;;"av pedro de valdivia 100";"la reina";13;metropolitana;beneficiario;23271233-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22394629-5;"natalia nunez alvarez";natalia.nunez258@mail.cl;936520918;;"av vitacura 1600";"vina del mar";5;valparaiso;beneficiario;7003542-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
7611248-7;"ignacio jara ortiz";ignacio.jara737@mail.cl;979922790;;"av vitacura 1200";maipu;13;metropolitana;adicional;16028753-5;;;2025-01-01;2025-12-31;NO;;;providencia
9423746-7;"ignacio henriquez barrera";ignacio.henriquez874@mail.cl;959251567;;"av macul 500";santiago;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2933;providencia
10345669-k;"daniela jara duarte";daniela.jara165@mail.cl;;;"av alameda 800";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave5802;"la florida"
13273860-2;"helena quezada nunez";helena.quezada854@mail.cl;;;"av recoleta 2500";providencia;13;metropolitana;invitado;24377951-9;;;2025-01-01;2025-12-31;NO;;;providencia
22889678-6;"alvaro ortiz mendez";alvaro.ortiz186@mail.cl;937607351;;"av recoleta 2300";"vina del mar";5;valparaiso;adicional;23654299-8;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
17535970-1;"daniela galdames lagos";daniela.galdames625@mail.cl;;;"av apoquindo 3000";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7875;"santiago centro"
15086127-6;"claudio mendez espinoza";claudio.mendez366@mail.cl;946172895;;"av pedro de valdivia 1200";"santa cruz";6;o'higgins;adicional;14436680-8;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
8475226-6;"mauricio pardo duarte";mauricio.pardo573@mail.cl;943771383;;"av vitacura 3200";"la florida";13;metropolitana;invitado;17276261-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
14566356-3;"oscar fuentes quezada";oscar.fuentes383@mail.cl;915766784;;"av alameda 3000";"santa cruz";6;o'higgins;invitado;24301503-0;;;2025-01-01;2025-12-31;NO;;;providencia
11002821-6;"alvaro galdames pardo";alvaro.galdames306@mail.cl;;;"av alameda 1200";santiago;13;metropolitana;beneficiario;12465939-9;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
5682398-9;"loreto pardo jara";loreto.pardo177@mail.cl;;;"av apoquindo 4000";nunoa;13;metropolitana;invitado;14125567-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
5280134-6;"claudio quezada nunez";claudio.quezada515@mail.cl;984916632;;"av pedro de valdivia 2100";"santa cruz";6;o'higgins;adicional;24692054-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
21404729-2;"oscar mendez jara";oscar.mendez241@mail.cl;922429077;;"av irarrazaval 200";"san miguel";13;metropolitana;adicional;9996844-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
5133618-5;"javiera jara quezada";javiera.jara128@mail.cl;;;"av apoquindo 400";"la reina";13;metropolitana;adicional;20510610-9;;;2025-01-01;2025-12-31;NO;;;providencia
17767043-6;"alvaro quezada nunez";alvaro.quezada460@mail.cl;960400465;;"av pedro de valdivia 1400";santiago;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave1149;"santa cruz"
24274032-7;"beatriz jara pardo";beatriz.jara108@mail.cl;973310879;;"av providencia 3200";"san miguel";13;metropolitana;invitado;20849694-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
21289513-k;"javiera jara lagos";javiera.jara480@mail.cl;953106024;;"av irarrazaval 1500";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3642;"la florida"
11075822-7;"helena alvarez henriquez";helena.alvarez896@mail.cl;959433097;;"av irarrazaval 3100";santiago;13;metropolitana;adicional;21631485-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
12753752-0;"felicia quezada duarte";felicia.quezada205@mail.cl;924055387;;"av vitacura 3600";maipu;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7242;"santiago centro"
11008623-7;"enrique mendez barrera";enrique.mendez707@mail.cl;;;"av irarrazaval 200";maipu;13;metropolitana;adicional;16701421-6;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
6855090-3;"javiera jara iturra";javiera.jara549@mail.cl;;;"av alameda 100";"la florida";13;metropolitana;invitado;24716770-0;;;2025-01-01;2025-12-31;NO;;;providencia
18881751-3;"claudio galdames lagos";claudio.galdames186@mail.cl;951942044;;"av vicuna mackenna 2900";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave1198;"santiago centro"
12669439-2;"claudio pardo pardo";claudio.pardo291@mail.cl;;;"av providencia 1300";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6983;"santa cruz"
18144207-0;"loreto alvarez nunez";loreto.alvarez166@mail.cl;959965602;;"av irarrazaval 400";providencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave1686;"santiago centro"
10816329-1;"patricia quezada ortiz";patricia.quezada53@mail.cl;994435592;;"av alameda 1100";"las condes";13;metropolitana;adicional;17526820-0;;;2025-01-01;2025-12-31;NO;;;providencia
6252513-3;"kevin nunez espinoza";kevin.nunez432@mail.cl;;;"av gran avenida 3800";"vina del mar";5;valparaiso;invitado;22162861-6;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
22996240-6;"alvaro iturra jara";alvaro.iturra698@mail.cl;947988262;;"av alameda 600";providencia;13;metropolitana;adicional;6005570-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
7896760-9;"oscar lagos barrera";oscar.lagos302@mail.cl;992383130;;"av vitacura 1200";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9003;"la florida"
15447218-5;"oscar henriquez contreras";oscar.henriquez117@mail.cl;948474866;;"av alameda 2000";independencia;13;metropolitana;adicional;6698610-1;;;2025-01-01;2025-12-31;NO;;;providencia
12672650-3;"kevin alvarez galdames";kevin.alvarez381@mail.cl;;;"av macul 2300";providencia;13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave4666;"la florida"
17416565-2;"daniela ortiz quezada";daniela.ortiz686@mail.cl;954439302;;"av gran avenida 2300";"santa cruz";6;o'higgins;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave3471;providencia
23216211-2;"beatriz pardo henriquez";beatriz.pardo639@mail.cl;929088121;;"av vicuna mackenna 1700";"puente alto";13;metropolitana;adicional;24692054-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
21475195-k;"alvaro jara contreras";alvaro.jara915@mail.cl;;;"av macul 1200";concepcion;8;biobio;invitado;14766439-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
23091773-6;"natalia henriquez lagos";natalia.henriquez786@mail.cl;;;"av gran avenida 3200";nunoa;13;metropolitana;adicional;14436680-8;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
22764978-9;"oscar barrera alvarez";oscar.barrera192@mail.cl;932403663;;"av irarrazaval 2900";"vina del mar";5;valparaiso;adicional;21480086-9;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
10889732-6;"natalia barrera contreras";natalia.barrera712@mail.cl;927736864;;"av vicuna mackenna 2100";maipu;13;metropolitana;beneficiario;14040644-6;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
14698278-6;"ignacio lagos iturra";ignacio.lagos743@mail.cl;962755815;;"av macul 600";"la florida";13;metropolitana;adicional;20463400-0;;;2025-01-01;2025-12-31;NO;;;providencia
7833932-2;"javiera iturra pardo";javiera.iturra349@mail.cl;995644649;;"av recoleta 500";independencia;13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave9760;"santa cruz"
21241235-2;"javiera espinoza nunez";javiera.espinoza219@mail.cl;;;"av recoleta 3000";"san miguel";13;metropolitana;invitado;9996844-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
11874265-8;"claudio contreras ortiz";claudio.contreras52@mail.cl;989945952;;"av macul 2000";independencia;13;metropolitana;adicional;21357643-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
19231647-2;"patricia nunez espinoza";patricia.nunez982@mail.cl;947940420;;"av alameda 1600";"la florida";13;metropolitana;invitado;13706750-4;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
6530838-k;"mauricio galdames quezada";mauricio.galdames7@mail.cl;;;"av alameda 3000";"puente alto";13;metropolitana;adicional;7337201-1;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
8814467-7;"mauricio quezada quezada";mauricio.quezada816@mail.cl;965433281;;"av macul 1900";maipu;13;metropolitana;invitado;23004145-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
16047420-3;"felicia galdames iturra";felicia.galdames213@mail.cl;;;"av recoleta 1500";"puente alto";13;metropolitana;invitado;22310528-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
16695929-5;"ignacio pardo mendez";ignacio.pardo588@mail.cl;975959807;;"av apoquindo 2400";"puente alto";13;metropolitana;invitado;9151881-3;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11904520-7;"enrique ortiz quezada";enrique.ortiz365@mail.cl;;;"av recoleta 2000";"vina del mar";5;valparaiso;adicional;16701421-6;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
5756416-4;"claudio alvarez mendez";claudio.alvarez162@mail.cl;;;"av alameda 1300";santiago;13;metropolitana;adicional;21265551-1;;;2025-01-01;2025-12-31;NO;;;providencia
20510893-9;"gonzalo iturra henriquez";gonzalo.iturra122@mail.cl;990492355;;"av vitacura 2700";"san miguel";13;metropolitana;adicional;13667087-5;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
6770343-k;"gonzalo duarte henriquez";gonzalo.duarte86@mail.cl;;;"av providencia 2800";"san miguel";13;metropolitana;invitado;15926331-2;;;2025-01-01;2025-12-31;NO;;;providencia
24595624-8;"ignacio lagos henriquez";ignacio.lagos223@mail.cl;923427091;;"av pedro de valdivia 1600";nunoa;13;metropolitana;adicional;10103519-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22484595-2;"javiera barrera ortiz";javiera.barrera150@mail.cl;;;"av gran avenida 2000";independencia;13;metropolitana;adicional;16028753-5;;;2025-01-01;2025-12-31;NO;;;providencia
10254798-2;"gonzalo espinoza espinoza";gonzalo.espinoza818@mail.cl;956646687;;"av providencia 3400";maipu;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3533;"santa cruz"
11187820-k;"ignacio jara espinoza";ignacio.jara505@mail.cl;926610128;;"av macul 800";concepcion;8;biobio;adicional;19556227-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
6547530-6;"loreto henriquez contreras";loreto.henriquez543@mail.cl;;;"av gran avenida 2900";"la reina";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4318;providencia
24873145-8;"gonzalo espinoza contreras";gonzalo.espinoza760@mail.cl;972432563;;"av recoleta 3800";maipu;13;metropolitana;adicional;17877848-0;;;2025-01-01;2025-12-31;NO;;;providencia
7151704-5;"claudio barrera iturra";claudio.barrera406@mail.cl;926988944;;"av vicuna mackenna 1000";"la reina";13;metropolitana;beneficiario;20197966-5;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
13257036-5;"oscar galdames jara";oscar.galdames936@mail.cl;951665114;;"av recoleta 700";maipu;13;metropolitana;adicional;24377951-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
9039948-1;"oscar ortiz contreras";oscar.ortiz616@mail.cl;;;"av macul 3400";nunoa;13;metropolitana;invitado;24990383-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
9813179-5;"gonzalo galdames quezada";gonzalo.galdames17@mail.cl;917450227;;"av apoquindo 1600";independencia;13;metropolitana;adicional;6016578-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20302459-2;"enrique fuentes lagos";enrique.fuentes383@mail.cl;920725779;;"av macul 500";concepcion;8;biobio;invitado;12170069-7;;;2025-01-01;2025-12-31;NO;;;providencia
6456425-0;"daniela nunez fuentes";daniela.nunez700@mail.cl;;;"av apoquindo 3600";providencia;13;metropolitana;beneficiario;12609921-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
23109167-k;"ignacio henriquez duarte";ignacio.henriquez49@mail.cl;;;"av gran avenida 200";"san miguel";13;metropolitana;adicional;14041737-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
16613654-7;"claudio iturra lagos";claudio.iturra622@mail.cl;955057915;;"av alameda 2600";independencia;13;metropolitana;invitado;15926331-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
8320208-4;"natalia duarte pardo";natalia.duarte222@mail.cl;;;"av recoleta 1200";independencia;13;metropolitana;invitado;18363264-7;;;2025-01-01;2025-12-31;NO;;;"la florida"
9171985-1;"claudio barrera duarte";claudio.barrera577@mail.cl;960346922;;"av recoleta 2800";"vina del mar";5;valparaiso;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9876;"santiago centro"
7487315-4;"natalia henriquez quezada";natalia.henriquez835@mail.cl;;;"av irarrazaval 2900";"puente alto";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave8732;"santiago centro"
7671738-9;"alvaro nunez duarte";alvaro.nunez588@mail.cl;;;"av alameda 3100";independencia;13;metropolitana;adicional;10032541-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
24070840-1;"daniela iturra nunez";daniela.iturra74@mail.cl;;;"av apoquindo 400";"las condes";13;metropolitana;adicional;14766439-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11246331-3;"javiera quezada espinoza";javiera.quezada301@mail.cl;930225832;;"av pedro de valdivia 4000";maipu;13;metropolitana;invitado;12818108-1;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
17072194-4;"loreto alvarez pardo";loreto.alvarez964@mail.cl;;;"av gran avenida 3700";maipu;13;metropolitana;adicional;19261261-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
21918818-6;"patricia espinoza mendez";patricia.espinoza96@mail.cl;;;"av macul 4000";providencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave1575;"santiago centro"
11070452-2;"natalia mendez duarte";natalia.mendez870@mail.cl;;;"av gran avenida 2200";"las condes";13;metropolitana;adicional;12037120-7;;;2025-01-01;2025-12-31;NO;;;providencia
22743904-1;"helena alvarez quezada";helena.alvarez211@mail.cl;;;"av apoquindo 1700";nunoa;13;metropolitana;invitado;6005570-0;;;2025-01-01;2025-12-31;NO;;;providencia
20052797-6;"patricia fuentes ortiz";patricia.fuentes877@mail.cl;;;"av irarrazaval 3700";"san miguel";13;metropolitana;invitado;6058329-2;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
22081253-7;"loreto barrera alvarez";loreto.barrera204@mail.cl;;;"av apoquindo 1900";"vina del mar";5;valparaiso;invitado;10032541-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
18086023-9;"claudio henriquez quezada";claudio.henriquez607@mail.cl;915630292;;"av apoquindo 1400";concepcion;8;biobio;adicional;6988932-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22604656-0;"alvaro mendez henriquez";alvaro.mendez342@mail.cl;;;"av vicuna mackenna 3800";santiago;13;metropolitana;invitado;18257455-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
5506739-2;"gonzalo iturra barrera";gonzalo.iturra244@mail.cl;;;"av providencia 1300";"santa cruz";6;o'higgins;adicional;10720940-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
19814190-6;"ignacio quezada barrera";ignacio.quezada710@mail.cl;952242194;;"av gran avenida 2200";"vina del mar";5;valparaiso;beneficiario;13729766-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
20483239-0;"loreto fuentes mendez";loreto.fuentes398@mail.cl;967936928;;"av providencia 3400";concepcion;8;biobio;invitado;17545284-4;;;2025-01-01;2025-12-31;NO;;;providencia
9287094-2;"kevin henriquez mendez";kevin.henriquez564@mail.cl;;;"av recoleta 2000";nunoa;13;metropolitana;invitado;13127805-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
6024713-8;"natalia pardo contreras";natalia.pardo439@mail.cl;;;"av recoleta 1500";"san miguel";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave4531;"santa cruz"
18343881-2;"claudio lagos fuentes";claudio.lagos959@mail.cl;996681456;;"av recoleta 800";independencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave5835;"santa cruz"
9970661-9;"javiera ortiz pardo";javiera.ortiz757@mail.cl;943770266;;"av vitacura 1300";independencia;13;metropolitana;adicional;19556227-9;;;2025-01-01;2025-12-31;NO;;;providencia
16889395-7;"beatriz mendez barrera";beatriz.mendez600@mail.cl;926984069;;"av pedro de valdivia 2800";maipu;13;metropolitana;invitado;20849694-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
23148259-1;"loreto alvarez quezada";loreto.alvarez263@mail.cl;937733749;;"av macul 3400";"puente alto";13;metropolitana;invitado;16103628-5;;;2025-01-01;2025-12-31;NO;;;providencia
17914760-0;"javiera quezada ortiz";javiera.quezada321@mail.cl;984663489;;"av vicuna mackenna 2400";providencia;13;metropolitana;adicional;24301503-0;;;2025-01-01;2025-12-31;NO;;;providencia
14006506-4;"loreto contreras nunez";loreto.contreras556@mail.cl;;;"av vitacura 3700";independencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4980;"la florida"
8305238-4;"mauricio galdames lagos";mauricio.galdames98@mail.cl;978829341;;"av vitacura 200";"la florida";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave2686;providencia
5121151-3;"oscar alvarez mendez";oscar.alvarez187@mail.cl;920239906;;"av alameda 3700";"santa cruz";6;o'higgins;adicional;12465939-9;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
