run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
18086023-9;Claudio Henriquez Quezada;claudio.henriquez607@mail.cl;915630292;;Av Apoquindo 1400;Concepcion;8;BioBio;adicional;6988932-3;abuela;25-05-74;01-01-25;31-12-25;NO;;;Santiago Centro
22604656-0;Alvaro Mendez Henriquez;alvaro.mendez342@mail.cl;582603;989866395.0;Av Vicu�a Mackenna 3800;Santiago;13;Metropolitana;invitado;18257455-3;padre;11-06-87;01-01-25;31-12-25;NO;;;La Florida
5506739-2;Gonzalo Iturra Barrera;gonzalo.iturra244@mail.cl;115313;948377148.0;Av Providencia 1300;Santa Cruz;6;O'Higgins;adicional;10720940-0;abuela;08-02-93;01-01-25;31-12-25;NO;;;Santa Cruz
19814190-6;Ignacio Quezada Barrera;ignacio.quezada710@mail.cl;952242194;925008962.0;Av Gran Avenida 2200;Vina del Mar;5;Valparaiso;beneficiario;13729766-3;c—nyuge;19-07-04;01-01-25;31-12-25;NO;;;Santiago Centro
20483239-0;Loreto Fuentes Mendez;loreto.fuentes398@mail.cl;967936928;;Av Providencia 3400;Concepcion;8;BioBio;invitado;17545284-4;prima;16-10-96;01-01-25;31-12-25;NO;;;Providencia
9287094-2;Kevin Henriquez Mendez;kevin.henriquez564@mail.cl;890117;963423566.0;Av Recoleta 2000;Nunoa;13;Metropolitana;invitado;13127805-9;padre;03-12-00;01-01-25;31-12-25;NO;;;La Florida
6024713-8;Natalia Pardo Contreras;natalia.pardo439@mail.cl;364737;950838498.0;Av Recoleta 1500;San Miguel;13;Metropolitana;administrativo;;;1990-01;01-01-25;31-12-25;SI;administrativo;clave4531;Santa Cruz
18343881-2;Claudio Lagos Fuentes;claudio.lagos959@mail.cl;996681456;974189963.0;Av Recoleta 800;Independencia;13;Metropolitana;socio_titular;;;23-10-76;01-01-25;31-12-25;SI;socio;clave5835;Santa Cruz
9970661-9;Javiera Ortiz Pardo;javiera.ortiz757@mail.cl;943770266;;Av Vitacura 1300;Independencia;13;Metropolitana;adicional;19556227-9;primo;01-05-55;01-01-25;31-12-25;NO;;;Providencia
16889395-7;Beatriz Mendez Barrera;beatriz.mendez600@mail.cl;926984069;;Av Pedro de Valdivia 2800;Maipu;13;Metropolitana;invitado;20849694-8;abuelo;05-08-62;01-01-25;31-12-25;NO;;;Santiago Centro
23148259-1;Loreto Alvarez Quezada;loreto.alvarez263@mail.cl;937733749;979424655.0;Av Macul 3400;Puente Alto;13;Metropolitana;invitado;16103628-5;madre;21-05-58;01-01-25;31-12-25;NO;;;Providencia
17914760-0;Javiera Quezada Ortiz;javiera.quezada321@mail.cl;984663489;;Av Vicu�a Mackenna 2400;Providencia;13;Metropolitana;adicional;24301503-0;primo;21-10-02;01-01-25;31-12-25;NO;;;Providencia
14006506-4;Loreto Contreras Nuñez;loreto.contreras556@mail.cl;587736;;Av Vitacura 3700;Independencia;13;Metropolitana;socio_titular;;;08-11-65;01-01-25;31-12-25;SI;socio;clave4980;La Florida
8305238-4;Mauricio Galdames Lagos;mauricio.galdames98@mail.cl;978829341;965094701.0;Av Vitacura 200;La Florida;13;Metropolitana;administrativo;;;25-04-01;01-01-25;31-12-25;SI;administrativo;clave2686;Providencia
5121151-3;Oscar Alvarez Mendez;oscar.alvarez187@mail.cl;920239906;;Av Alameda 3700;Santa Cruz;6;O'Higgins;adicional;12465939-9;padre;14-09-68;01-01-25;31-12-25;NO;;;Santa Cruz
20849572-0;Beatriz Contreras Barrera;beatriz.contreras961@mail.cl;114547;;Av Vicu�a Mackenna 1400;Independencia;13;Metropolitana;invitado;9774947-7;hijo;18-08-87;01-01-25;31-12-25;NO;;;Santa Cruz
19349326-1;Felicia Jara Barrera;felicia.jara816@mail.cl;139254;967239746.0;Av Pedro de Valdivia 700;La Reina;13;Metropolitana;invitado;24234047-7;primo;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
18010769-K;Helena Espinoza Quezada;helena.espinoza578@mail.cl;966081911;;Av Gran Avenida 1900;Concepcion;8;BioBio;socio_titular;;;23-01-86;01-01-25;31-12-25;SI;socio;clave8500;Santa Cruz
15772524-0;Gonzalo Jara Nuñez;gonzalo.jara994@mail.cl;933054543;;Av Alameda 1400;Maipu;13;Metropolitana;adicional;17960701-8;primo;09-09-69;01-01-25;31-12-25;NO;;;Providencia
22061351-2;Alvaro Fuentes Fuentes;alvaro.fuentes952@mail.cl;924265755;931773977.0;Av Macul 1400;Independencia;13;Metropolitana;invitado;16939347-3;abuelo;27-08-00;01-01-25;31-12-25;NO;;;La Florida
8085749-2;Helena Contreras Quezada;helena.contreras862@mail.cl;977690998;915707469.0;Av Apoquindo 4000;Independencia;13;Metropolitana;invitado;23004145-8;hijo;04-07-02;01-01-25;31-12-25;NO;;;La Florida
8509469-6;Beatriz Quezada Espinoza;beatriz.quezada451@mail.cl;267421;;Av Vitacura 400;Concepcion;8;BioBio;socio_titular;;;28-07-81;01-01-25;31-12-25;SI;socio;clave7429;Santiago Centro
21282283-3;Patricia Fuentes Fuentes;patricia.fuentes330@mail.cl;534626;982071726.0;Av Recoleta 2500;Vina del Mar;5;Valparaiso;adicional;23796414-4;abuelo;27-09-67;01-01-25;31-12-25;NO;;;La Florida
16847538-0;Natalia Fuentes Duarte;natalia.fuentes520@mail.cl;590128;972501623.0;Av Pedro de Valdivia 700;Nunoa;13;Metropolitana;adicional;24887596-8;prima;09-09-67;01-01-25;31-12-25;NO;;;Providencia
24146701-5;Alvaro Pardo Henriquez;alvaro.pardo391@mail.cl;882004;983354131.0;Av Providencia 2700;Santa Cruz;6;O'Higgins;adicional;12609921-8;prima;18-07-69;01-01-25;31-12-25;NO;;;La Florida
6696400-8;Felicia Galdames Barrera;felicia.galdames47@mail.cl;370347;;Av Irarrazaval 4000;Providencia;13;Metropolitana;adicional;9553252-4;abuela;17-06-99;01-01-25;31-12-25;NO;;;La Florida
13712614-1;Helena Lagos Galdames;helena.lagos49@mail.cl;996557276;971931817.0;Av Providencia 2000;Santiago;13;Metropolitana;adicional;9848362-5;padre;01-01-90;01-01-25;31-12-25;NO;;;La Florida
8930853-6;Gonzalo Ortiz Espinoza;gonzalo.ortiz375@mail.cl;274219;997267713.0;Av Alameda 3400;Maipu;13;Metropolitana;invitado;14868324-1;primo;15-01-89;01-01-25;31-12-25;NO;;;Providencia
17772242-1;Enrique Quezada Contreras;enrique.quezada88@mail.cl;953180805;;Av Providencia 1100;Concepcion;8;BioBio;invitado;12620839-1;madre;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
16261368-5;Daniela Duarte Barrera;daniela.duarte655@mail.cl;339803;946058124.0;Av Pedro de Valdivia 1500;Santiago;13;Metropolitana;socio_titular;;;01-08-79;01-01-25;31-12-25;SI;socio;clave4370;La Florida
13655605-3;Natalia Fuentes Mendez;natalia.fuentes177@mail.cl;206439;910306755.0;Av Alameda 700;Puente Alto;13;Metropolitana;adicional;6960687-3;prima;26-09-05;01-01-25;31-12-25;NO;;;La Florida
22807802-6;Loreto Galdames Contreras;loreto.galdames63@mail.cl;978763094;933915738.0;Av Vicu�a Mackenna 2100;Puente Alto;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave3622;Providencia
21398799-2;Beatriz Jara Mendez;beatriz.jara687@mail.cl;794093;;Av Macul 1500;La Reina;13;Metropolitana;adicional;15912486-K;padre;12-02-93;01-01-25;31-12-25;NO;;;La Florida
10067785-2;Kevin Barrera Nuñez;kevin.barrera361@mail.cl;973305438;;Av Irarrazaval 1900;Santa Cruz;6;O'Higgins;adicional;6632842-2;hijo;02-08-50;01-01-25;31-12-25;NO;;;Providencia
5362794-3;Natalia Lagos Galdames;natalia.lagos736@mail.cl;933994088;928674341.0;Av Irarrazaval 1600;Maipu;13;Metropolitana;socio_titular;;;07-09-89;01-01-25;31-12-25;SI;socio;clave6248;Providencia
24341590-5;Kevin Iturra Iturra;kevin.iturra328@mail.cl;783108;;Av Vicu�a Mackenna 1500;Santiago;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave3737;Providencia
8396504-5;Kevin Contreras Barrera;kevin.contreras915@mail.cl;684613;;Av Macul 1000;Vina del Mar;5;Valparaiso;adicional;15912486-K;primo;17-07-76;01-01-25;31-12-25;NO;;;La Florida
24811402-0;Javiera Barrera Espinoza;javiera.barrera295@mail.cl;46411;;Av Alameda 3500;Santiago;13;Metropolitana;adicional;23937539-1;abuelo;01-01-90;01-01-25;31-12-25;NO;;;La Florida
6342404-8;Natalia Ortiz Duarte;natalia.ortiz727@mail.cl;947425198;965968889.0;Av Recoleta 2500;Las Condes;13;Metropolitana;invitado;11781761-K;hijo;14-04-64;01-01-25;31-12-25;NO;;;Providencia
17207697-1;Javiera Fuentes Jara;javiera.fuentes992@mail.cl;971571433;924833081.0;Av Pedro de Valdivia 2800;Santiago;13;Metropolitana;administrativo;;;12-07-75;01-01-25;31-12-25;SI;administrativo;clave2723;Providencia
5087492-3;Gonzalo Duarte Fuentes;gonzalo.duarte195@mail.cl;989309770;;Av Irarrazaval 800;Independencia;13;Metropolitana;adicional;21330043-3;madre;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
18159934-0;Patricia Duarte Jara;patricia.duarte276@mail.cl;990894560;;Av Recoleta 2900;Independencia;13;Metropolitana;administrativo;;;06-10-62;01-01-25;31-12-25;SI;administrativo;clave5343;Santa Cruz
8648495-9;Helena Espinoza Contreras;helena.espinoza860@mail.cl;534840;;Av Alameda 3200;La Florida;13;Metropolitana;socio_titular;;;10-11-82;01-01-25;31-12-25;SI;socio;clave7816;La Florida
6833542-6;Oscar Mendez Fuentes;oscar.mendez480@mail.cl;502256;;Av Vicu�a Mackenna 4000;Maipu;13;Metropolitana;socio_titular;;;19-04-57;01-01-25;31-12-25;SI;socio;clave5629;Santiago Centro
16913526-6;Felicia Alvarez Jara;felicia.alvarez231@mail.cl;342515;966453696.0;Av Pedro de Valdivia 3400;San Miguel;13;Metropolitana;beneficiario;12037120-7;c—nyuge;09-07-85;01-01-25;31-12-25;NO;;;Santiago Centro
23985638-8;Ignacio Ortiz Espinoza;ignacio.ortiz502@mail.cl;960827;945509891.0;Av Vitacura 2200;Providencia;13;Metropolitana;adicional;10135314-0;prima;-1990;01-01-25;31-12-25;NO;;;Providencia
22034595-5;Enrique Duarte Fuentes;enrique.duarte590@mail.cl;964197661;;Av Pedro de Valdivia 2300;La Florida;13;Metropolitana;adicional;21330043-3;hijo;01-01-90;01-01-25;31-12-25;NO;;;La Florida
22719789-3;Felicia Barrera Fuentes;felicia.barrera152@mail.cl;953011;;Av Pedro de Valdivia 3900;Santiago;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave3501;Providencia
9267883-5;Claudio Alvarez Henriquez;claudio.alvarez996@mail.cl;406204;971088703.0;Av Recoleta 1700;Santa Cruz;6;O'Higgins;adicional;21289513-K;prima;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
11805245-5;Patricia Ortiz Espinoza;patricia.ortiz328@mail.cl;943327619;930019403.0;Av Pedro de Valdivia 400;La Florida;13;Metropolitana;invitado;20484469-3;madre;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
5022332-9;Patricia Henriquez Pardo;patricia.henriquez653@mail.cl;938296;989624864.0;Av Alameda 3300;La Florida;13;Metropolitana;socio_titular;;;20-06-03;01-01-25;31-12-25;SI;socio;clave6252;Providencia
12572104-4;Ignacio Contreras Duarte;ignacio.contreras164@mail.cl;918247149;;Av Irarrazaval 1800;Puente Alto;13;Metropolitana;adicional;9081387-0;padre;04-05-81;01-01-25;31-12-25;NO;;;Santiago Centro
13907379-5;Alvaro Contreras Duarte;alvaro.contreras872@mail.cl;870201;940984672.0;Av Recoleta 800;Providencia;13;Metropolitana;adicional;11309417-6;prima;28-12-57;01-01-25;31-12-25;NO;;;La Florida
14093618-9;Oscar Iturra Iturra;oscar.iturra315@mail.cl;620466;;Av Apoquindo 2800;Independencia;13;Metropolitana;socio_titular;;;17-11-60;01-01-25;31-12-25;SI;socio;clave8253;Providencia
7083563-5;Helena Contreras Alvarez;helena.contreras511@mail.cl;564356;959462595.0;Av Macul 4000;Independencia;13;Metropolitana;adicional;13242165-1;abuela;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
19315520-0;Oscar Pardo Contreras;oscar.pardo14@mail.cl;952103872;;Av Irarrazaval 2900;Santiago;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave8069;Providencia
24331529-8;Natalia Contreras Iturra;natalia.contreras966@mail.cl;917944682;937632514.0;Av Vitacura 1700;Vina del Mar;5;Valparaiso;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave1319;La Florida
20099638-0;Kevin Alvarez Barrera;kevin.alvarez643@mail.cl;905788;;Av Vitacura 3800;Maipu;13;Metropolitana;socio_titular;;;12-06-80;01-01-25;31-12-25;SI;socio;clave9753;Santa Cruz
16810627-8;Alvaro Ortiz Contreras;alvaro.ortiz153@mail.cl;950723006;972352949.0;Av Irarrazaval 1100;Santa Cruz;6;O'Higgins;adicional;14815797-6;primo;06-08-73;01-01-25;31-12-25;NO;;;Santa Cruz
7154466-8;Enrique Espinoza Espinoza;enrique.espinoza74@mail.cl;67708;979016655.0;Av Providencia 2400;Nunoa;13;Metropolitana;invitado;11166446-1;prima;28-04-77;01-01-25;31-12-25;NO;;;Santiago Centro
12557365-7;Patricia Jara Fuentes;patricia.jara416@mail.cl;950351647;;Av Recoleta 200;Santiago;13;Metropolitana;adicional;5413202-6;prima;05-06-71;01-01-25;31-12-25;NO;;;Santa Cruz
20610026-5;Mauricio Contreras Lagos;mauricio.contreras72@mail.cl;578451;940278821.0;Av Vitacura 1200;San Miguel;13;Metropolitana;beneficiario;11166446-1;c—nyuge;03-08-71;01-01-25;31-12-25;NO;;;Providencia
21059175-3;Daniela Alvarez Mendez;daniela.alvarez8@mail.cl;955768270;997870853.0;Av Recoleta 1900;Las Condes;13;Metropolitana;adicional;19150099-7;prima;09-07-60;01-01-25;31-12-25;NO;;;Providencia
9948486-1;Ignacio Henriquez Iturra;ignacio.henriquez283@mail.cl;970495334;988683619.0;Av Providencia 2600;San Miguel;13;Metropolitana;adicional;10720940-0;abuela;09-01-79;01-01-25;31-12-25;NO;;;Santa Cruz
23658243-8;Enrique Fuentes Barrera;enrique.fuentes467@mail.cl;997167090;;Av Vitacura 900;Concepcion;8;BioBio;adicional;16307464-8;abuelo;19-06-74;01-01-25;31-12-25;NO;;;La Florida
16135811-4;Oscar Mendez Galdames;oscar.mendez347@mail.cl;910238328;;Av Recoleta 600;Providencia;13;Metropolitana;socio_titular;;;18-09-58;01-01-25;31-12-25;SI;socio;clave7969;La Florida
23481787-6;Felicia Quezada Barrera;felicia.quezada863@mail.cl;938854811;980503099.0;Av Apoquindo 2600;Santiago;13;Metropolitana;administrativo;;;15-01-86;01-01-25;31-12-25;SI;administrativo;clave8294;La Florida
12534970-3;Claudio Espinoza Iturra;claudio.espinoza99@mail.cl;934594332;;Av Pedro de Valdivia 3000;San Miguel;13;Metropolitana;adicional;19172678-6;abuela;03-01-69;01-01-25;31-12-25;NO;;;La Florida
9755553-5;Natalia Duarte Iturra;natalia.duarte680@mail.cl;901834;950771930.0;Av Recoleta 2100;Independencia;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave7812;La Florida
12799575-3;Alvaro Espinoza Iturra;alvaro.espinoza82@mail.cl;994710876;;Av Vicu�a Mackenna 2200;Puente Alto;13;Metropolitana;adicional;21319100-3;primo;1990-01;01-01-25;31-12-25;NO;;;Providencia
17886064-K;Helena Lagos Lagos;helena.lagos709@mail.cl;962205093;982007872.0;Av Vicu�a Mackenna 3700;Puente Alto;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave8007;Santa Cruz
18936500-4;Kevin Fuentes Jara;kevin.fuentes459@mail.cl;357682;;Av Apoquindo 1300;Vina del Mar;5;Valparaiso;invitado;24437836-1;abuela;07-09-58;01-01-25;31-12-25;NO;;;La Florida
9526810-1;Natalia Lagos Lagos;natalia.lagos14@mail.cl;535864;933512923.0;Av Providencia 300;Vina del Mar;5;Valparaiso;socio_titular;;;19-10-70;01-01-25;31-12-25;SI;socio;clave8615;La Florida
22314415-4;Enrique Contreras Quezada;enrique.contreras578@mail.cl;423273;964871600.0;Av Alameda 3900;Puente Alto;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave9543;La Florida
14644110-6;Mauricio Jara Barrera;mauricio.jara36@mail.cl;986388449;;Av Recoleta 1600;Santiago;13;Metropolitana;invitado;20484469-3;hijo;05-12-96;01-01-25;31-12-25;NO;;;Providencia
19072108-6;Ignacio Pardo Duarte;ignacio.pardo783@mail.cl;62591;;Av Irarrazaval 2900;La Florida;13;Metropolitana;beneficiario;12170069-7;c—nyuge;18-04-85;01-01-25;31-12-25;NO;;;La Florida
17217897-9;Natalia Fuentes Fuentes;natalia.fuentes76@mail.cl;954787834;;Av Vicu�a Mackenna 1800;La Florida;13;Metropolitana;adicional;6960687-3;padre;14-05-67;01-01-25;31-12-25;NO;;;Santa Cruz
17810585-K;Mauricio Nuñez Ortiz;mauricio.nunez809@mail.cl;951999147;;Av Gran Avenida 2900;San Miguel;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave7018;Providencia
14641351-K;Kevin Henriquez Ortiz;kevin.henriquez562@mail.cl;915503301;940414384.0;Av Gran Avenida 2400;Las Condes;13;Metropolitana;invitado;14093618-9;abuelo;01-01-90;01-01-25;31-12-25;NO;;;Providencia
23071040-6;Patricia Nuñez Henriquez;patricia.nunez551@mail.cl;990963511;954067800.0;Av Macul 3600;Independencia;13;Metropolitana;administrativo;;;22-11-52;01-01-25;31-12-25;SI;administrativo;clave8380;La Florida
5020702-6;Enrique Barrera Ortiz;enrique.barrera221@mail.cl;941338014;987866351.0;Av Pedro de Valdivia 3400;Maipu;13;Metropolitana;adicional;16307464-8;primo;08-02-69;01-01-25;31-12-25;NO;;;Santiago Centro
8173894-6;Ignacio Barrera Quezada;ignacio.barrera26@mail.cl;947616249;975408797.0;Av Vitacura 600;La Florida;13;Metropolitana;invitado;6717385-6;abuela;20-02-58;01-01-25;31-12-25;NO;;;Santiago Centro
19569691-8;Beatriz Lagos Duarte;beatriz.lagos219@mail.cl;463874;940247908.0;Av Irarrazaval 2600;Providencia;13;Metropolitana;adicional;11190490-1;padre;25-11-57;01-01-25;31-12-25;NO;;;Providencia
15912717-6;Felicia Pardo Quezada;felicia.pardo266@mail.cl;911958106;960853418.0;Av Vicu�a Mackenna 300;La Florida;13;Metropolitana;socio_titular;;;17-11-84;01-01-25;31-12-25;SI;socio;clave5959;Santa Cruz
23914009-2;Mauricio Ortiz Contreras;mauricio.ortiz435@mail.cl;354040;937798128.0;Av Pedro de Valdivia 3100;Independencia;13;Metropolitana;adicional;19261261-6;abuelo;23-08-66;01-01-25;31-12-25;NO;;;La Florida
16025204-9;Alvaro Contreras Ortiz;alvaro.contreras98@mail.cl;72428;961595320.0;Av Vicu�a Mackenna 1600;La Florida;13;Metropolitana;invitado;23004145-8;abuela;01-07-62;01-01-25;31-12-25;NO;;;Providencia
5606790-5;Patricia Pardo Nuñez;patricia.pardo785@mail.cl;955819817;;Av Recoleta 3400;Providencia;13;Metropolitana;invitado;15064216-7;padre;18-04-54;01-01-25;31-12-25;NO;;;Santiago Centro
17174065-7;Enrique Pardo Duarte;enrique.pardo891@mail.cl;931786251;;Av Irarrazaval 3900;Nunoa;13;Metropolitana;beneficiario;18512802-4;c—nyuge;02-11-66;01-01-25;31-12-25;NO;;;Santiago Centro
19200941-3;Daniela Barrera Ortiz;daniela.barrera430@mail.cl;990263;;Av Vicu�a Mackenna 1400;La Florida;13;Metropolitana;adicional;17810585-K;padre;17-10-60;01-01-25;31-12-25;NO;;;Providencia
17547797-7;Ignacio Jara Nuñez;ignacio.jara747@mail.cl;976028349;982670295.0;Av Apoquindo 3900;Maipu;13;Metropolitana;socio_titular;;;23-12-80;01-01-25;31-12-25;SI;socio;clave5191;Providencia
15664249-2;Felicia Contreras Nuñez;felicia.contreras920@mail.cl;967601573;980314248.0;Av Macul 2100;San Miguel;13;Metropolitana;socio_titular;;;25-03-92;01-01-25;31-12-25;SI;socio;clave6026;Santa Cruz
12537586-0;Patricia Duarte Contreras;patricia.duarte26@mail.cl;934404837;949419186.0;Av Pedro de Valdivia 500;San Miguel;13;Metropolitana;adicional;15064216-7;padre;14-01-66;01-01-25;31-12-25;NO;;;La Florida
14778798-7;Alvaro Iturra Nuñez;alvaro.iturra288@mail.cl;967106908;993354566.0;Av Alameda 2100;Concepcion;8;BioBio;adicional;11190490-1;abuelo;06-02-88;01-01-25;31-12-25;NO;;;Santiago Centro
22345094-6;Mauricio Ortiz Barrera;mauricio.ortiz166@mail.cl;220919;916879706.0;Av Pedro de Valdivia 2600;La Florida;13;Metropolitana;beneficiario;14148760-4;hijo;10-09-02;01-01-25;31-12-25;NO;;;Santiago Centro
9412115-1;Loreto Quezada Nuñez;loreto.quezada105@mail.cl;994972183;923786286.0;Av Macul 3000;La Reina;13;Metropolitana;adicional;24692054-0;primo;15-03-56;01-01-25;31-12-25;NO;;;Santiago Centro
17266101-3;Mauricio Nuñez Nuñez;mauricio.nunez755@mail.cl;931632928;961601494.0;Av Pedro de Valdivia 3200;Vina del Mar;5;Valparaiso;invitado;24331529-8;primo;26-04-90;01-01-25;31-12-25;NO;;;Santa Cruz
19728645-4;Mauricio Mendez Alvarez;mauricio.mendez550@mail.cl;117716;;Av Pedro de Valdivia 200;Independencia;13;Metropolitana;adicional;13682216-3;primo;26-07-82;01-01-25;31-12-25;NO;;;Santa Cruz
11724168-5;Helena Fuentes Alvarez;helena.fuentes237@mail.cl;604308;923937536.0;Av Recoleta 2700;Vina del Mar;5;Valparaiso;adicional;23937539-1;prima;1990-01;01-01-25;31-12-25;NO;;;Providencia
8381764-2;Daniela Ortiz Barrera;daniela.ortiz235@mail.cl;923002560;946347814.0;Av Irarrazaval 400;Vina del Mar;5;Valparaiso;socio_titular;;;18-09-89;01-01-25;31-12-25;SI;socio;clave4104;Santa Cruz
12199792-0;Felicia Contreras Ortiz;felicia.contreras469@mail.cl;948546;;Av Recoleta 300;Nunoa;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave3636;La Florida
12245978-0;Natalia Mendez Galdames;natalia.mendez577@mail.cl;990057;965594905.0;Av Vitacura 3300;Concepcion;8;BioBio;adicional;24437836-1;abuelo;12-03-85;01-01-25;31-12-25;NO;;;Santa Cruz
7255229-8;Enrique Barrera Iturra;enrique.barrera656@mail.cl;964368393;968106685.0;Av Irarrazaval 3700;La Florida;13;Metropolitana;socio_titular;;;12-10-01;01-01-25;31-12-25;SI;socio;clave5854;La Florida
17574049-K;Beatriz Barrera Iturra;beatriz.barrera777@mail.cl;983585242;;Av Providencia 2500;Santiago;13;Metropolitana;adicional;12669439-2;abuelo;20-06-56;01-01-25;31-12-25;NO;;;Santa Cruz
14882766-2;Daniela Pardo Espinoza;daniela.pardo403@mail.cl;878861;;Av Macul 200;Santa Cruz;6;O'Higgins;adicional;14038946-9;prima;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
20880296-2;Gonzalo Espinoza Mendez;gonzalo.espinoza233@mail.cl;982346794;949689895.0;Av Alameda 2700;Maipu;13;Metropolitana;adicional;20284557-6;primo;05-10-71;01-01-25;31-12-25;NO;;;Santa Cruz
22429733-5;Beatriz Henriquez Nuñez;beatriz.henriquez682@mail.cl;489849;947302456.0;Av Pedro de Valdivia 3800;Santiago;13;Metropolitana;socio_titular;;;06-08-98;01-01-25;31-12-25;SI;socio;clave5429;La Florida
10607996-4;Ignacio Henriquez Quezada;ignacio.henriquez119@mail.cl;74818;918199830.0;Av Recoleta 1400;Maipu;13;Metropolitana;adicional;14123671-7;abuela;20-12-01;01-01-25;31-12-25;NO;;;Providencia
13605282-9;Javiera Jara Galdames;javiera.jara402@mail.cl;969929554;928134289.0;Av Gran Avenida 300;San Miguel;13;Metropolitana;beneficiario;8750445-0;c—nyuge;24-04-93;01-01-25;31-12-25;NO;;;La Florida
24471221-0;Helena Alvarez Alvarez;helena.alvarez583@mail.cl;949838381;911631311.0;Av Apoquindo 3500;La Reina;13;Metropolitana;invitado;9848362-5;primo;04-08-91;01-01-25;31-12-25;NO;;;Santa Cruz
15638097-0;Beatriz Duarte Barrera;beatriz.duarte269@mail.cl;944346;;Av Pedro de Valdivia 500;Concepcion;8;BioBio;invitado;21896425-6;abuelo;08-04-56;01-01-25;31-12-25;NO;;;Providencia
9630985-6;Helena Pardo Fuentes;helena.pardo625@mail.cl;933843623;;Av Apoquindo 3800;Las Condes;13;Metropolitana;invitado;21005871-2;abuela;02-02-66;01-01-25;31-12-25;NO;;;La Florida
16237573-3;Kevin Quezada Contreras;kevin.quezada562@mail.cl;982169299;928017885.0;Av Pedro de Valdivia 300;Concepcion;8;BioBio;adicional;21739535-6;padre;16-10-97;01-01-25;31-12-25;NO;;;La Florida
7862159-4;Javiera Contreras Duarte;javiera.contreras476@mail.cl;376874;;Av Irarrazaval 1700;Nunoa;13;Metropolitana;invitado;9230077-6;abuela;-1990;01-01-25;31-12-25;NO;;;Providencia
11414231-K;Beatriz Quezada Ortiz;beatriz.quezada231@mail.cl;982080090;;Av Gran Avenida 900;La Reina;13;Metropolitana;socio_titular;;;02-11-96;01-01-25;31-12-25;SI;socio;clave2076;Providencia
5179475-3;Beatriz Espinoza Quezada;beatriz.espinoza70@mail.cl;746305;954632826.0;Av Gran Avenida 3500;La Reina;13;Metropolitana;invitado;9897596-9;abuelo;11-01-80;01-01-25;31-12-25;NO;;;La Florida
8664633-1;Claudio Mendez Jara;claudio.mendez137@mail.cl;984560801;932699329.0;Av Recoleta 2000;Puente Alto;13;Metropolitana;invitado;21325038-8;madre;-1990;01-01-25;31-12-25;NO;;;Providencia
18749342-0;Javiera Quezada Galdames;javiera.quezada607@mail.cl;975585421;;Av Macul 2500;Santa Cruz;6;O'Higgins;socio_titular;;;05-04-68;01-01-25;31-12-25;SI;socio;clave7428;Santiago Centro
15149594-7;Daniela Lagos Quezada;daniela.lagos595@mail.cl;973944368;;Av Apoquindo 2700;Maipu;13;Metropolitana;socio_titular;;;17-08-55;01-01-25;31-12-25;SI;socio;clave5745;Providencia
8951069-4;Kevin Ortiz Fuentes;kevin.ortiz607@mail.cl;988282832;916957496.0;Av Vitacura 3900;Providencia;13;Metropolitana;invitado;12857635-5;madre;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
12824309-7;Felicia Espinoza Barrera;felicia.espinoza650@mail.cl;924101567;926364089.0;Av Pedro de Valdivia 900;San Miguel;13;Metropolitana;adicional;10847718-0;padre;01-01-90;01-01-25;31-12-25;NO;;;Providencia
24610405-0;Helena Galdames Quezada;helena.galdames126@mail.cl;942244646;;Av Providencia 100;Maipu;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave5371;Santa Cruz
11237636-4;Javiera Fuentes Nuñez;javiera.fuentes842@mail.cl;856061;;Av Macul 500;Providencia;13;Metropolitana;adicional;9501051-2;primo;21-11-60;01-01-25;31-12-25;NO;;;La Florida
